,city_name,ref_year,metabolite_name,daily_mean_concentration
1621,Leeuwarden,2023,amphetamine,330.66
1622,Rotterdam (2),2023,amphetamine,237.16
1623,Krakow P,2023,amphetamine,66.89
1625,Lisbon,2023,amphetamine,4.9
1626,Porto,2023,amphetamine,0.0
1627,Bucharest,2023,amphetamine,3.73
1629,Uppsala,2023,amphetamine,173.57
1632,Koper,2023,amphetamine,0.0
1633,Kranj,2023,amphetamine,0.0
1634,Ljubljana,2023,amphetamine,16.76
1635,Maribor,2023,amphetamine,30.25
1636,Novo mesto,2023,amphetamine,4.03
1637,Velenje,2023,amphetamine,135.08
1638,Ankara,2023,amphetamine,8.69
1639,Graz,2023,cannabis,64.2
1641,Innsbruck,2023,cannabis,84.29
1642,Kapfenberg,2023,cannabis,67.42
1643,Klagenfurt,2023,cannabis,41.55
1645,Kufstein,2023,cannabis,90.77
1646,Purgstall,2023,cannabis,42.96
1647,Region Millstättersee,2023,cannabis,49.5
1648,Salzburg,2023,cannabis,55.15
1649,Steyr,2023,cannabis,86.59
1651,Wasserverband Hofsteig,2023,cannabis,49.14
1652,Wien,2023,cannabis,80.09
1653,Wiener Neustadt,2023,cannabis,60.51
1654,Wildon,2023,cannabis,45.96
1655,Basel,2023,cannabis,56.09
1656,Berne,2023,cannabis,85.71
1657,Geneva,2023,cannabis,150.01
1658,Zurich,2023,cannabis,121.1
1659,Brno,2023,cannabis,45.5
1661,Karlovy Vary,2023,cannabis,109.13
1662,Ostrava,2023,cannabis,54.13
1663,Plzen,2023,cannabis,114.72
1664,Tallinn,2023,cannabis,65.23
1665,Tartu,2023,cannabis,36.13
1666,Barcelona,2023,cannabis,220.63
1667,Castellon,2023,cannabis,75.27
1668,Lleida,2023,cannabis,172.82
1669,Santiago,2023,cannabis,71.9
1670,Tarragona,2023,cannabis,192.64
1672,Paris Seine Centre,2023,cannabis,119.1
1673,Debrecen,2023,cannabis,13.12
1674,Zagreb,2023,cannabis,85.68
1675,Bozen,2023,cannabis,57.71
1676,Milan,2023,cannabis,54.22
1680,Amsterdam,2023,cannabis,195.74
1681,Eindhoven,2023,cannabis,147.64
1682,Leeuwarden,2023,cannabis,199.84
1683,Rotterdam (2),2023,cannabis,225.36
1684,Utrecht,2023,cannabis,146.61
1685,Krakow P,2023,cannabis,37.54
1687,Lisbon,2023,cannabis,113.19
1688,Porto,2023,cannabis,98.29
1692,Koper,2023,cannabis,167.48
1693,Kranj,2023,cannabis,56.59
1694,Ljubljana,2023,cannabis,137.36
1695,Maribor,2023,cannabis,88.6
1696,Novo mesto,2023,cannabis,73.9
1697,Velenje,2023,cannabis,78.17
1698,Bratislava C,2023,cannabis,34.3
1699,Piestany,2023,cannabis,23.42
1700,Ankara,2023,cannabis,24.4
1701,Istanbul (II-VII),2023,cannabis,14.16
1702,Graz,2023,cocaine,278.41
1704,Innsbruck,2023,cocaine,423.39
1705,Kapfenberg,2023,cocaine,151.36
1706,Klagenfurt,2023,cocaine,189.29
1708,Kufstein,2023,cocaine,589.11
1709,Purgstall,2023,cocaine,24.89
1710,Region Millstättersee,2023,cocaine,216.28
1711,Salzburg,2023,cocaine,253.83
1712,Steyr,2023,cocaine,132.04
1714,Wasserverband Hofsteig,2023,cocaine,271.05
1715,Wien,2023,cocaine,442.74
1716,Wiener Neustadt,2023,cocaine,268.27
1717,Wildon,2023,cocaine,188.89
1718,Antwerp Zuid,2023,cocaine,1721.58
1719,Brussels,2023,cocaine,598.22
1720,Basel,2023,cocaine,559.98
1721,Berne,2023,cocaine,631.37
1722,Geneva,2023,cocaine,812.89
1723,Zurich,2023,cocaine,1022.61
1727,Nicosia (2),2023,cocaine,65.27
1729,Brno,2023,cocaine,115.61
1731,Karlovy Vary,2023,cocaine,130.93
1732,Ostrava,2023,cocaine,99.11
1733,Plzen,2023,cocaine,162.31
1734,Chemnitz,2023,cocaine,57.76
1735,Dortmund,2023,cocaine,547.65
1736,Dresden,2023,cocaine,85.33
1737,Erfurt,2023,cocaine,120.04
1738,Magdeburg,2023,cocaine,233.94
1739,Munich G,2023,cocaine,301.46
1740,Nuremberg,2023,cocaine,103.7
1742,Tallinn,2023,cocaine,282.82
1743,Tartu,2023,cocaine,178.32
1744,Barcelona,2023,cocaine,619.47
1745,Castellon,2023,cocaine,445.24
1746,Granada,2023,cocaine,1031.3
1747,Lleida,2023,cocaine,879.41
1748,Santiago,2023,cocaine,627.43
1749,Tarragona,2023,cocaine,1463.91
1752,Helsinki,2023,cocaine,250.72
1753,Tampere,2023,cocaine,47.43
1754,Turku,2023,cocaine,59.46
1755,Paris Seine Centre,2023,cocaine,616.48
1756,Athens,2023,cocaine,133.39
1757,Debrecen,2023,cocaine,24.61
1758,Zagreb,2023,cocaine,567.95
1759,Bozen,2023,cocaine,447.22
1760,Milan,2023,cocaine,369.18
1761,Kaunas,2023,cocaine,199.4
1762,Klaipeda,2023,cocaine,92.15
1763,Vilnius,2023,cocaine,124.03
1767,Riga,2023,cocaine,231.72
1768,Amsterdam,2023,cocaine,1209.96
1769,Eindhoven,2023,cocaine,766.11
1770,Leeuwarden,2023,cocaine,1191.51
1771,Rotterdam (2),2023,cocaine,1088.44
1772,Utrecht,2023,cocaine,734.55
1773,Krakow P,2023,cocaine,70.35
1774,Porto,2023,cocaine,512.53
1775,Bucharest,2023,cocaine,175.53
1777,Uppsala,2023,cocaine,68.55
1780,Koper,2023,cocaine,496.63
1781,Kranj,2023,cocaine,319.68
1782,Ljubljana,2023,cocaine,554.73
1783,Maribor,2023,cocaine,394.89
1784,Novo mesto,2023,cocaine,303.06
1785,Velenje,2023,cocaine,376.11
1786,Bratislava C,2023,cocaine,194.71
1787,Piestany,2023,cocaine,35.77
1788,Ankara,2023,cocaine,10.61
1789,Antwerp Zuid,2023,ketamine,88.47
1790,Brussels,2023,ketamine,25.06
1791,Basel,2023,ketamine,14.05
1792,Berne,2023,ketamine,11.17
1793,Geneva,2023,ketamine,22.8
1794,Zurich,2023,ketamine,45.72
1798,Nicosia (2),2023,ketamine,0.0
1800,Brno,2023,ketamine,2.01
1802,Ostrava,2023,ketamine,1.67
1803,Dortmund,2023,ketamine,11.03
1804,Dresden,2023,ketamine,27.05
1805,Erfurt,2023,ketamine,4.1
1806,Magdeburg,2023,ketamine,29.6
1807,Munich G,2023,ketamine,19.29
1808,Nuremberg,2023,ketamine,24.03
1810,Aarhus,2023,ketamine,4.92
1811,Barcelona,2023,ketamine,52.18
1812,Castellon,2023,ketamine,3.0
1813,Granada,2023,ketamine,22.93
1814,Lleida,2023,ketamine,8.87
1815,Paris Seine Centre,2023,ketamine,31.81
1816,Athens,2023,ketamine,0.0
1817,Debrecen,2023,ketamine,0.6
1818,Zagreb,2023,ketamine,0.0
1819,Milan,2023,ketamine,22.98
1820,Kaunas,2023,ketamine,0.0
1821,Klaipeda,2023,ketamine,0.0
1822,Vilnius,2023,ketamine,10.68
1826,Riga,2023,ketamine,0.0
1827,Leeuwarden,2023,ketamine,25.75
1828,Rotterdam (2),2023,ketamine,76.69
1829,Krakow P,2023,ketamine,4.23
1830,Bucharest,2023,ketamine,9.23
1832,Uppsala,2023,ketamine,12.78
1835,Koper,2023,ketamine,0.0
1836,Kranj,2023,ketamine,1.33
1837,Ljubljana,2023,ketamine,16.65
1838,Maribor,2023,ketamine,0.0
1839,Novo mesto,2023,ketamine,0.0
1840,Velenje,2023,ketamine,0.0
1841,Bratislava C,2023,ketamine,3.71
1842,Piestany,2023,ketamine,0.75
1843,Graz,2023,methamphetamine,11.55
1845,Innsbruck,2023,methamphetamine,11.83
1846,Kapfenberg,2023,methamphetamine,2.32
1847,Klagenfurt,2023,methamphetamine,0.0
1849,Kufstein,2023,methamphetamine,1.61
1850,Purgstall,2023,methamphetamine,6.39
1851,Region Millstättersee,2023,methamphetamine,0.0
1852,Salzburg,2023,methamphetamine,3.1
1853,Steyr,2023,methamphetamine,19.66
1855,Wasserverband Hofsteig,2023,methamphetamine,1.0
1856,Wien,2023,methamphetamine,20.81
1857,Wiener Neustadt,2023,methamphetamine,31.58
1858,Wildon,2023,methamphetamine,8.29
1859,Antwerp Zuid,2023,methamphetamine,44.4
1860,Brussels,2023,methamphetamine,16.45
1861,Basel,2023,methamphetamine,18.22
1862,Berne,2023,methamphetamine,22.53
1863,Geneva,2023,methamphetamine,12.67
1864,Zurich,2023,methamphetamine,61.92
1868,Nicosia (2),2023,methamphetamine,9.17
1870,Brno,2023,methamphetamine,307.73
1872,Karlovy Vary,2023,methamphetamine,306.2
1873,Ostrava,2023,methamphetamine,614.44
1874,Plzen,2023,methamphetamine,317.82
1875,Chemnitz,2023,methamphetamine,346.34
1876,Dortmund,2023,methamphetamine,0.0
1877,Dresden,2023,methamphetamine,316.83
1878,Erfurt,2023,methamphetamine,334.42
1879,Magdeburg,2023,methamphetamine,163.31
1880,Munich G,2023,methamphetamine,14.36
1881,Nuremberg,2023,methamphetamine,167.89
1883,Aarhus,2023,methamphetamine,1.81
1884,Tallinn,2023,methamphetamine,1.63
1885,Tartu,2023,methamphetamine,10.27
1886,Barcelona,2023,methamphetamine,59.9
1887,Castellon,2023,methamphetamine,0.0
1888,Granada,2023,methamphetamine,0.73
1889,Lleida,2023,methamphetamine,2.61
1890,Santiago,2023,methamphetamine,0.0
1893,Helsinki,2023,methamphetamine,31.66
1894,Tampere,2023,methamphetamine,7.35
1895,Turku,2023,methamphetamine,5.68
1896,Paris Seine Centre,2023,methamphetamine,34.37
1897,Debrecen,2023,methamphetamine,0.42
1898,Zagreb,2023,methamphetamine,0.0
1899,Bozen,2023,methamphetamine,0.0
1900,Milan,2023,methamphetamine,16.18
1901,Kaunas,2023,methamphetamine,13.28
1902,Klaipeda,2023,methamphetamine,0.82
1903,Vilnius,2023,methamphetamine,4.28
1907,Riga,2023,methamphetamine,21.39
1908,Amsterdam,2023,methamphetamine,40.62
1909,Eindhoven,2023,methamphetamine,29.95
1910,Leeuwarden,2023,methamphetamine,25.69
1911,Rotterdam (2),2023,methamphetamine,12.37
1912,Utrecht,2023,methamphetamine,4.92
1913,Krakow P,2023,methamphetamine,5.16
1915,Lisbon,2023,methamphetamine,6.1
1916,Porto,2023,methamphetamine,0.0
1917,Bucharest,2023,methamphetamine,0.0
1919,Uppsala,2023,methamphetamine,0.89
1922,Koper,2023,methamphetamine,0.78
1923,Kranj,2023,methamphetamine,1.26
1924,Ljubljana,2023,methamphetamine,9.68
1925,Maribor,2023,methamphetamine,0.4
1926,Novo mesto,2023,methamphetamine,1.72
1927,Velenje,2023,methamphetamine,0.0
1928,Bratislava C,2023,methamphetamine,240.97
1929,Piestany,2023,methamphetamine,227.95
1930,Ankara,2023,methamphetamine,15.13
1931,Istanbul (II-VII),2023,methamphetamine,94.13
1932,Graz,2022,MDMA,12.43
1934,Innsbruck,2022,MDMA,15.59
1935,Kapfenberg,2022,MDMA,5.58
1936,Klagenfurt,2022,MDMA,9.89
1939,Kufstein,2022,MDMA,16.65
1940,Purgstall,2022,MDMA,5.91
1941,Region Millstättersee,2022,MDMA,4.46
1942,Salzburg,2022,MDMA,6.85
1943,Steyr,2022,MDMA,7.15
1945,Wasserverband Hofsteig,2022,MDMA,6.58
1946,Wien,2022,MDMA,18.19
1947,Wiener Neustadt,2022,MDMA,8.54
1948,Wildon,2022,MDMA,7.11
1949,Antwerp Zuid,2022,MDMA,134.12
1950,Brussels,2022,MDMA,53.7
1951,Basel,2022,MDMA,21.68
1952,Berne,2022,MDMA,21.0
1953,Geneva,2022,MDMA,30.56
1954,Zurich,2022,MDMA,42.12
1958,Nicosia (2),2022,MDMA,1.04
1960,Brno,2022,MDMA,16.58
1962,Karlovy Vary,2022,MDMA,10.06
1963,Prague (2),2022,MDMA,51.44
1965,Chemnitz,2022,MDMA,7.34
1966,Dortmund,2022,MDMA,11.62
1967,Dresden,2022,MDMA,8.18
1969,Erfurt,2022,MDMA,13.45
1970,Magdeburg,2022,MDMA,13.04
1971,Munich G,2022,MDMA,11.74
1972,Nuremberg,2022,MDMA,6.15
1974,Copenhagen,2022,MDMA,29.25
1976,Tallinn,2022,MDMA,23.94
1977,Barcelona,2022,MDMA,45.53
1978,Castellon,2022,MDMA,23.32
1979,Lleida,2022,MDMA,17.38
1980,Santiago,2022,MDMA,30.41
1982,Helsinki,2022,MDMA,17.66
1984,Joensuu,2022,MDMA,3.28
1986,Kajaani,2022,MDMA,0.96
1987,Kemi,2022,MDMA,8.69
1988,Kokkola,2022,MDMA,2.57
1990,Kouvola,2022,MDMA,4.14
1991,Kuopio,2022,MDMA,3.52
1992,Lahti,2022,MDMA,6.19
1993,Lappeenranta,2022,MDMA,12.03
1994,Mariehamn,2022,MDMA,3.13
1995,Mikkeli,2022,MDMA,2.56
1996,Oulu,2022,MDMA,10.05
1998,Pori,2022,MDMA,3.62
2000,Rovaniemi,2022,MDMA,5.33
2004,Tampere,2022,MDMA,9.64
2005,Turku,2022,MDMA,9.67
2006,Vaasa,2022,MDMA,4.95
2008,Athens,2022,MDMA,2.39
2009,Zagreb,2022,MDMA,26.86
2010,Bozen,2022,MDMA,3.39
2011,Kaunas,2022,MDMA,15.04
2012,Klaipeda,2022,MDMA,7.61
2013,Vilnius,2022,MDMA,30.58
2014,Riga,2022,MDMA,33.84
2015,Amsterdam,2022,MDMA,182.32
2016,Eindhoven,2022,MDMA,81.01
2017,Utrecht,2022,MDMA,111.62
2019,Lisbon,2022,MDMA,121.79
2020,Porto,2022,MDMA,16.56
2025,Koper,2022,MDMA,4.71
2026,Kranj,2022,MDMA,11.06
2027,Ljubljana,2022,MDMA,18.12
2028,Maribor,2022,MDMA,13.79
2029,Novo mesto,2022,MDMA,2.95
2030,Velenje,2022,MDMA,9.02
2031,Bratislava C,2022,MDMA,12.21
2032,Piestany,2022,MDMA,2.49
2033,Adana,2022,MDMA,8.48
2034,Istanbul (II-VII),2022,MDMA,6.49
2035,Graz,2022,amphetamine,24.46
2037,Innsbruck,2022,amphetamine,13.62
2038,Kapfenberg,2022,amphetamine,24.41
2039,Klagenfurt,2022,amphetamine,8.87
2042,Kufstein,2022,amphetamine,11.78
2043,Purgstall,2022,amphetamine,30.06
2044,Region Millstättersee,2022,amphetamine,1.74
2045,Salzburg,2022,amphetamine,22.84
2046,Steyr,2022,amphetamine,31.56
2048,Wasserverband Hofsteig,2022,amphetamine,15.41
2049,Wien,2022,amphetamine,39.09
2050,Wiener Neustadt,2022,amphetamine,28.1
2051,Wildon,2022,amphetamine,16.27
2052,Antwerp Zuid,2022,amphetamine,524.99
2053,Brussels,2022,amphetamine,123.98
2054,Basel,2022,amphetamine,45.85
2055,Berne,2022,amphetamine,62.44
2056,Geneva,2022,amphetamine,16.99
2057,Zurich,2022,amphetamine,52.98
2061,Nicosia (2),2022,amphetamine,3.19
2063,Brno,2022,amphetamine,33.49
2065,Karlovy Vary,2022,amphetamine,46.64
2066,Ostrava,2022,amphetamine,94.74
2067,Prague (2),2022,amphetamine,74.54
2069,Chemnitz,2022,amphetamine,28.38
2070,Dortmund,2022,amphetamine,191.79
2071,Dresden,2022,amphetamine,39.57
2073,Erfurt,2022,amphetamine,56.87
2074,Magdeburg,2022,amphetamine,146.8
2075,Munich G,2022,amphetamine,31.67
2076,Nuremberg,2022,amphetamine,61.04
2078,Copenhagen,2022,amphetamine,70.59
2080,Tallinn,2022,amphetamine,103.8
2081,Barcelona,2022,amphetamine,24.8
2082,Castellon,2022,amphetamine,0.0
2083,Lleida,2022,amphetamine,25.55
2084,Santiago,2022,amphetamine,8.35
2085,Tarragona,2022,amphetamine,57.8
2087,Helsinki,2022,amphetamine,149.1
2089,Joensuu,2022,amphetamine,67.3
2091,Kajaani,2022,amphetamine,77.91
2092,Kemi,2022,amphetamine,108.16
2093,Kokkola,2022,amphetamine,61.06
2095,Kouvola,2022,amphetamine,179.64
2096,Kuopio,2022,amphetamine,97.65
2097,Lahti,2022,amphetamine,159.41
2098,Lappeenranta,2022,amphetamine,131.77
2099,Mariehamn,2022,amphetamine,66.98
2100,Mikkeli,2022,amphetamine,67.84
2101,Oulu,2022,amphetamine,49.98
2103,Pori,2022,amphetamine,60.99
2105,Rovaniemi,2022,amphetamine,78.88
2109,Tampere,2022,amphetamine,77.69
2110,Turku,2022,amphetamine,68.39
2111,Vaasa,2022,amphetamine,57.18
2113,Athens,2022,amphetamine,4.93
2114,Zagreb,2022,amphetamine,99.81
2115,Bozen,2022,amphetamine,0.0
2116,Milan,2022,amphetamine,0.0
2117,Kaunas,2022,amphetamine,172.49
2118,Klaipeda,2022,amphetamine,11.28
2119,Vilnius,2022,amphetamine,80.7
2120,Riga,2022,amphetamine,106.47
2121,Amsterdam,2022,amphetamine,148.8
2122,Utrecht,2022,amphetamine,221.78
2123,Krakow P,2022,amphetamine,36.97
2125,Lisbon,2022,amphetamine,14.82
2126,Porto,2022,amphetamine,7.26
2131,Koper,2022,amphetamine,0.0
2132,Kranj,2022,amphetamine,6.15
2133,Ljubljana,2022,amphetamine,19.52
2134,Maribor,2022,amphetamine,20.24
2135,Novo mesto,2022,amphetamine,5.35
2136,Velenje,2022,amphetamine,65.2
2137,Bratislava C,2022,amphetamine,21.64
2138,Piestany,2022,amphetamine,7.88
2139,Istanbul (II-VII),2022,amphetamine,13.37
2140,Graz,2022,cannabis,60.24
2142,Innsbruck,2022,cannabis,83.61
2143,Kapfenberg,2022,cannabis,21.4
2144,Klagenfurt,2022,cannabis,55.92
2147,Kufstein,2022,cannabis,104.54
2148,Purgstall,2022,cannabis,30.04
2149,Region Millstättersee,2022,cannabis,47.17
2150,Salzburg,2022,cannabis,58.2
2151,Steyr,2022,cannabis,71.15
2153,Wasserverband Hofsteig,2022,cannabis,50.56
2154,Wien,2022,cannabis,83.12
2155,Wiener Neustadt,2022,cannabis,66.82
2156,Wildon,2022,cannabis,47.94
2157,Basel,2022,cannabis,132.45
2158,Berne,2022,cannabis,110.16
2159,Geneva,2022,cannabis,180.81
2160,Zurich,2022,cannabis,132.53
2161,Brno,2022,cannabis,49.7
2163,Karlovy Vary,2022,cannabis,121.41
2164,Ostrava,2022,cannabis,76.25
2165,Prague (2),2022,cannabis,112.38
2167,Tallinn,2022,cannabis,56.84
2168,Barcelona,2022,cannabis,151.1
2169,Castellon,2022,cannabis,54.53
2170,Lleida,2022,cannabis,89.24
2171,Santiago,2022,cannabis,92.81
2172,Tarragona,2022,cannabis,87.71
2174,Zagreb,2022,cannabis,96.34
2175,Bozen,2022,cannabis,43.44
2176,Milan,2022,cannabis,53.33
2177,Amsterdam,2022,cannabis,169.39
2178,Eindhoven,2022,cannabis,98.31
2179,Utrecht,2022,cannabis,99.56
2180,Krakow P,2022,cannabis,46.03
2182,Lisbon,2022,cannabis,129.91
2183,Porto,2022,cannabis,64.12
2188,Koper,2022,cannabis,82.0
2189,Kranj,2022,cannabis,38.01
2190,Ljubljana,2022,cannabis,79.95
2191,Maribor,2022,cannabis,61.62
2192,Novo mesto,2022,cannabis,57.46
2193,Velenje,2022,cannabis,72.36
2194,Bratislava C,2022,cannabis,41.64
2195,Piestany,2022,cannabis,26.72
2196,Istanbul (II-VII),2022,cannabis,22.91
2197,Graz,2022,cocaine,180.62
2199,Innsbruck,2022,cocaine,358.91
2200,Kapfenberg,2022,cocaine,97.41
2201,Klagenfurt,2022,cocaine,184.39
2204,Kufstein,2022,cocaine,536.65
2205,Purgstall,2022,cocaine,38.8
2206,Region Millstättersee,2022,cocaine,110.57
2207,Salzburg,2022,cocaine,192.23
2208,Steyr,2022,cocaine,81.8
2210,Wasserverband Hofsteig,2022,cocaine,320.13
2211,Wien,2022,cocaine,370.58
2212,Wiener Neustadt,2022,cocaine,175.45
2213,Wildon,2022,cocaine,167.42
2214,Antwerp Zuid,2022,cocaine,2381.39
2215,Brussels,2022,cocaine,984.8
2216,Basel,2022,cocaine,837.83
2217,Berne,2022,cocaine,535.64
2218,Geneva,2022,cocaine,769.69
2219,Zurich,2022,cocaine,931.09
2223,Nicosia (2),2022,cocaine,46.12
2225,Brno,2022,cocaine,91.31
2227,Karlovy Vary,2022,cocaine,118.14
2228,Ostrava,2022,cocaine,71.68
2229,Prague (2),2022,cocaine,513.4
2231,Chemnitz,2022,cocaine,27.13
2232,Dortmund,2022,cocaine,349.67
2233,Dresden,2022,cocaine,48.73
2235,Erfurt,2022,cocaine,78.31
2236,Magdeburg,2022,cocaine,203.17
2237,Munich G,2022,cocaine,236.41
2238,Nuremberg,2022,cocaine,61.86
2240,Copenhagen,2022,cocaine,647.35
2242,Tallinn,2022,cocaine,201.83
2243,Barcelona,2022,cocaine,622.26
2244,Castellon,2022,cocaine,554.3
2245,Lleida,2022,cocaine,759.54
2246,Santiago,2022,cocaine,505.1
2247,Tarragona,2022,cocaine,1610.55
2250,Helsinki,2022,cocaine,118.93
2252,Joensuu,2022,cocaine,5.84
2254,Kajaani,2022,cocaine,0.6
2255,Kemi,2022,cocaine,0.12
2256,Kokkola,2022,cocaine,0.81
2258,Kouvola,2022,cocaine,8.19
2259,Kuopio,2022,cocaine,20.39
2260,Lahti,2022,cocaine,60.67
2261,Lappeenranta,2022,cocaine,11.21
2262,Mariehamn,2022,cocaine,22.54
2263,Mikkeli,2022,cocaine,1.57
2264,Oulu,2022,cocaine,7.21
2266,Pori,2022,cocaine,6.63
2268,Rovaniemi,2022,cocaine,3.47
2272,Tampere,2022,cocaine,13.21
2273,Turku,2022,cocaine,18.29
2274,Vaasa,2022,cocaine,1.81
2276,Athens,2022,cocaine,103.99
2277,Zagreb,2022,cocaine,401.19
2278,Bozen,2022,cocaine,366.87
2279,Milan,2022,cocaine,390.11
2280,Kaunas,2022,cocaine,146.44
2281,Klaipeda,2022,cocaine,71.53
2282,Vilnius,2022,cocaine,123.73
2283,Riga,2022,cocaine,201.61
2284,Amsterdam,2022,cocaine,1142.43
2285,Eindhoven,2022,cocaine,713.67
2286,Utrecht,2022,cocaine,651.63
2287,Krakow P,2022,cocaine,82.14
2289,Lisbon,2022,cocaine,731.95
2290,Porto,2022,cocaine,265.85
2295,Koper,2022,cocaine,347.79
2296,Kranj,2022,cocaine,188.0
2297,Ljubljana,2022,cocaine,466.59
2298,Maribor,2022,cocaine,240.47
2299,Novo mesto,2022,cocaine,261.13
2300,Velenje,2022,cocaine,201.05
2301,Bratislava C,2022,cocaine,226.52
2302,Piestany,2022,cocaine,41.33
2303,Adana,2022,cocaine,9.09
2304,Istanbul (II-VII),2022,cocaine,59.09
2308,Nicosia (2),2022,ketamine,0.0
2310,Brno,2022,ketamine,1.28
2312,Copenhagen,2022,ketamine,16.82
2313,Barcelona,2022,ketamine,29.45
2314,Castellon,2022,ketamine,0.0
2315,Lleida,2022,ketamine,4.22
2316,Athens,2022,ketamine,0.0
2317,Milan,2022,ketamine,13.83
2318,Krakow P,2022,ketamine,1.66
2320,Lisbon,2022,ketamine,19.12
2325,Koper,2022,ketamine,0.0
2326,Kranj,2022,ketamine,0.0
2327,Ljubljana,2022,ketamine,6.69
2328,Maribor,2022,ketamine,0.0
2329,Novo mesto,2022,ketamine,0.0
2330,Velenje,2022,ketamine,0.0
2331,Istanbul (II-VII),2022,ketamine,3.3
2332,Graz,2022,methamphetamine,7.52
2334,Innsbruck,2022,methamphetamine,13.68
2335,Kapfenberg,2022,methamphetamine,2.58
2336,Klagenfurt,2022,methamphetamine,1.63
2339,Kufstein,2022,methamphetamine,2.06
2340,Purgstall,2022,methamphetamine,3.35
2341,Region Millstättersee,2022,methamphetamine,0.0
2342,Salzburg,2022,methamphetamine,2.22
2343,Steyr,2022,methamphetamine,24.68
2345,Wasserverband Hofsteig,2022,methamphetamine,3.38
2346,Wien,2022,methamphetamine,28.05
2347,Wiener Neustadt,2022,methamphetamine,31.03
2348,Wildon,2022,methamphetamine,6.69
2349,Antwerp Zuid,2022,methamphetamine,51.87
2350,Brussels,2022,methamphetamine,27.73
2351,Basel,2022,methamphetamine,34.5
2352,Berne,2022,methamphetamine,28.58
2353,Geneva,2022,methamphetamine,10.92
2354,Zurich,2022,methamphetamine,71.49
2358,Nicosia (2),2022,methamphetamine,20.09
2360,Karlovy Vary,2022,methamphetamine,459.42
2361,Ostrava,2022,methamphetamine,922.26
2362,Prague (2),2022,methamphetamine,628.65
2364,Chemnitz,2022,methamphetamine,279.49
2365,Dortmund,2022,methamphetamine,3.22
2366,Dresden,2022,methamphetamine,266.96
2368,Erfurt,2022,methamphetamine,226.41
2369,Magdeburg,2022,methamphetamine,152.23
2370,Munich G,2022,methamphetamine,14.1
2371,Nuremberg,2022,methamphetamine,132.41
2373,Copenhagen,2022,methamphetamine,25.2
2375,Tallinn,2022,methamphetamine,27.41
2376,Barcelona,2022,methamphetamine,56.09
2377,Castellon,2022,methamphetamine,0.0
2378,Lleida,2022,methamphetamine,0.0
2379,Santiago,2022,methamphetamine,1.56
2380,Tarragona,2022,methamphetamine,9.12
2382,Helsinki,2022,methamphetamine,56.33
2384,Joensuu,2022,methamphetamine,6.79
2386,Kajaani,2022,methamphetamine,1.99
2387,Kemi,2022,methamphetamine,1.69
2388,Kokkola,2022,methamphetamine,3.8
2390,Kouvola,2022,methamphetamine,5.79
2391,Kuopio,2022,methamphetamine,2.51
2392,Lahti,2022,methamphetamine,4.24
2393,Lappeenranta,2022,methamphetamine,15.59
2394,Mariehamn,2022,methamphetamine,0.58
2395,Mikkeli,2022,methamphetamine,0.45
2396,Oulu,2022,methamphetamine,4.19
2398,Pori,2022,methamphetamine,3.91
2400,Rovaniemi,2022,methamphetamine,1.55
2404,Tampere,2022,methamphetamine,14.24
2405,Turku,2022,methamphetamine,21.05
2406,Vaasa,2022,methamphetamine,1.93
2408,Zagreb,2022,methamphetamine,0.0
2409,Bozen,2022,methamphetamine,0.54
2410,Milan,2022,methamphetamine,9.7
2411,Kaunas,2022,methamphetamine,27.98
2412,Klaipeda,2022,methamphetamine,2.59
2413,Vilnius,2022,methamphetamine,6.95
2414,Riga,2022,methamphetamine,167.97
2415,Amsterdam,2022,methamphetamine,39.96
2416,Utrecht,2022,methamphetamine,6.86
2417,Krakow P,2022,methamphetamine,3.24
2419,Lisbon,2022,methamphetamine,9.78
2420,Porto,2022,methamphetamine,0.0
2425,Koper,2022,methamphetamine,3.75
2426,Kranj,2022,methamphetamine,0.69
2427,Ljubljana,2022,methamphetamine,11.42
2428,Maribor,2022,methamphetamine,0.67
2429,Novo mesto,2022,methamphetamine,0.3
2430,Velenje,2022,methamphetamine,0.0
2431,Adana,2022,methamphetamine,46.21
2432,Istanbul (II-VII),2022,methamphetamine,92.12
2433,Graz,2021,MDMA,9.64
2435,Innsbruck,2021,MDMA,14.58
2436,Kapfenberg,2021,MDMA,3.59
2437,Kufstein,2021,MDMA,3.07
2438,Purgstall,2021,MDMA,4.11
2439,Region Millstättersee,2021,MDMA,0.0
2441,Wasserverband Hofsteig,2021,MDMA,9.28
2442,Antwerp Zuid,2021,MDMA,92.46
2443,Brussels,2021,MDMA,25.09
2444,Basel,2021,MDMA,17.65
2445,Berne,2021,MDMA,19.19
2446,Geneva,2021,MDMA,14.7
2447,St. Gallen Hofen,2021,MDMA,27.72
2448,Zurich,2021,MDMA,27.37
2452,Nicosia (2),2021,MDMA,3.34
2454,Brno,2021,MDMA,26.36
2456,Karlovy Vary,2021,MDMA,0.0
2457,Ostrava,2021,MDMA,10.31
2458,Prague (2),2021,MDMA,26.6
2459,Chemnitz,2021,MDMA,7.79
2460,Dortmund,2021,MDMA,16.75
2461,Dresden,2021,MDMA,12.72
2463,Erfurt,2021,MDMA,17.54
2464,Magdeburg,2021,MDMA,13.53
2465,Munich G,2021,MDMA,13.55
2466,Nuremberg,2021,MDMA,12.14
2468,Copenhagen,2021,MDMA,34.65
2469,Odense,2021,MDMA,11.38
2470,Barcelona,2021,MDMA,25.43
