,city_name,ref_year,metabolite_name,daily_mean_concentration
4666,Prague (2),2013,cocaine,51.45
4667,Dortmund,2013,cocaine,324.14
4668,Dresden,2013,cocaine,6.0
4670,Copenhagen,2013,cocaine,218.55
4671,Barcelona,2013,cocaine,537.98
4672,Castellon,2013,cocaine,174.51
4673,Santiago,2013,cocaine,130.21
4675,Paris Seine Centre,2013,cocaine,242.66
4676,Athens,2013,cocaine,59.21
4677,Zagreb,2013,cocaine,80.03
4678,Milan,2013,cocaine,233.17
4679,Amsterdam,2013,cocaine,393.0
4680,Eindhoven,2013,cocaine,426.62
4681,Utrecht,2013,cocaine,199.16
4682,Lisbon,2013,cocaine,106.82
4683,Cluj Napoca,2013,cocaine,0.0
4684,Belgrade,2013,cocaine,40.69
4685,Novi Sad,2013,cocaine,15.78
4686,Gothenburg,2013,cocaine,30.58
4687,Umea,2013,cocaine,5.07
4688,Piestany,2013,cocaine,3.23
4690,Antwerp Zuid,2013,methamphetamine,5.76
4691,Brussels,2013,methamphetamine,1.71
4694,Ninove,2013,methamphetamine,0.0
4695,Basel,2013,methamphetamine,12.94
4696,Berne,2013,methamphetamine,16.01
4697,Geneva,2013,methamphetamine,0.0
4698,Zurich,2013,methamphetamine,16.71
4701,Prague (2),2013,methamphetamine,326.6
4702,Dortmund,2013,methamphetamine,0.0
4703,Dresden,2013,methamphetamine,136.61
4705,Copenhagen,2013,methamphetamine,9.78
4706,Barcelona,2013,methamphetamine,26.51
4707,Castellon,2013,methamphetamine,0.0
4708,Santiago,2013,methamphetamine,0.0
4710,Paris Seine Centre,2013,methamphetamine,4.0
4711,Athens,2013,methamphetamine,4.76
4712,Milan,2013,methamphetamine,5.93
4713,Amsterdam,2013,methamphetamine,5.24
4714,Eindhoven,2013,methamphetamine,0.0
4715,Utrecht,2013,methamphetamine,0.0
4716,Lisbon,2013,methamphetamine,0.0
4717,Cluj Napoca,2013,methamphetamine,0.0
4718,Belgrade,2013,methamphetamine,0.0
4719,Novi Sad,2013,methamphetamine,0.0
4720,Gothenburg,2013,methamphetamine,0.0
4721,Umea,2013,methamphetamine,0.0
4722,Piestany,2013,methamphetamine,123.8
4724,Antwerp Zuid,2012,MDMA,65.84
4725,Brussels,2012,MDMA,12.98
4726,Basel,2012,MDMA,14.61
4727,Berne,2012,MDMA,19.22
4728,Geneva,2012,MDMA,10.15
4729,Zurich,2012,MDMA,38.75
4731,Prague (2),2012,MDMA,9.54
4732,Barcelona,2012,MDMA,27.62
4733,Castellon,2012,MDMA,0.0
4734,Santiago,2012,MDMA,5.05
4735,Helsinki,2012,MDMA,14.57
4736,Turku,2012,MDMA,0.0
4737,Zagreb,2012,MDMA,7.65
4738,Milan,2012,MDMA,8.74
4739,Amsterdam,2012,MDMA,99.84
4740,Utrecht,2012,MDMA,161.86
4741,Gothenburg,2012,MDMA,0.0
4742,Umea,2012,MDMA,0.0
4744,Antwerp Zuid,2012,amphetamine,159.47
4745,Brussels,2012,amphetamine,38.85
4746,Basel,2012,amphetamine,0.0
4747,Berne,2012,amphetamine,33.05
4748,Geneva,2012,amphetamine,38.96
4749,Zurich,2012,amphetamine,0.0
4751,Prague (2),2012,amphetamine,32.41
4752,Barcelona,2012,amphetamine,13.37
4753,Castellon,2012,amphetamine,0.0
4754,Santiago,2012,amphetamine,0.0
4755,Helsinki,2012,amphetamine,43.73
4756,Turku,2012,amphetamine,43.61
4757,Paris Seine Centre,2012,amphetamine,0.0
4758,Zagreb,2012,amphetamine,12.13
4759,Milan,2012,amphetamine,0.0
4760,Amsterdam,2012,amphetamine,27.59
4761,Eindhoven,2012,amphetamine,416.75
4762,Utrecht,2012,amphetamine,46.67
4763,Gothenburg,2012,amphetamine,87.14
4764,Umea,2012,amphetamine,0.0
4766,Antwerp Zuid,2012,cannabis,124.7
4767,Brussels,2012,cannabis,73.11
4769,Prague (2),2012,cannabis,61.7
4770,Barcelona,2012,cannabis,78.52
4771,Castellon,2012,cannabis,117.35
4772,Santiago,2012,cannabis,116.95
4773,Paris Seine Centre,2012,cannabis,117.46
4774,Zagreb,2012,cannabis,44.71
4775,Milan,2012,cannabis,24.25
4776,Amsterdam,2012,cannabis,178.95
4777,Eindhoven,2012,cannabis,84.42
4778,Utrecht,2012,cannabis,133.29
4779,Gothenburg,2012,cannabis,0.0
4780,Umea,2012,cannabis,0.0
4782,Antwerp Zuid,2012,cocaine,742.05
4783,Brussels,2012,cocaine,187.19
4784,Basel,2012,cocaine,281.22
4785,Berne,2012,cocaine,265.5
4786,Geneva,2012,cocaine,341.15
4787,Zurich,2012,cocaine,436.86
4789,Prague (2),2012,cocaine,48.34
4790,Barcelona,2012,cocaine,400.59
4791,Castellon,2012,cocaine,262.96
4792,Santiago,2012,cocaine,239.97
4793,Helsinki,2012,cocaine,9.27
4794,Turku,2012,cocaine,0.0
4795,Paris Seine Centre,2012,cocaine,215.42
4796,Zagreb,2012,cocaine,69.8
4797,Milan,2012,cocaine,241.75
4798,Amsterdam,2012,cocaine,650.49
4799,Eindhoven,2012,cocaine,349.83
4800,Utrecht,2012,cocaine,344.77
4801,Gothenburg,2012,cocaine,25.3
4802,Umea,2012,cocaine,0.0
4804,Antwerp Zuid,2012,methamphetamine,6.33
4805,Brussels,2012,methamphetamine,2.09
4806,Basel,2012,methamphetamine,0.0
4807,Berne,2012,methamphetamine,19.55
4808,Geneva,2012,methamphetamine,0.0
4809,Zurich,2012,methamphetamine,0.0
4811,Prague (2),2012,methamphetamine,186.72
4812,Barcelona,2012,methamphetamine,26.55
4813,Castellon,2012,methamphetamine,0.0
4814,Santiago,2012,methamphetamine,0.0
4815,Paris Seine Centre,2012,methamphetamine,0.0
4816,Zagreb,2012,methamphetamine,0.0
4817,Milan,2012,methamphetamine,10.11
4818,Amsterdam,2012,methamphetamine,6.41
4819,Eindhoven,2012,methamphetamine,0.0
4820,Utrecht,2012,methamphetamine,1.4
4821,Gothenburg,2012,methamphetamine,50.04
4822,Umea,2012,methamphetamine,0.94
4823,Antwerp Zuid,2011,MDMA,52.14
4824,Brussels,2011,MDMA,7.45
4826,Barcelona,2011,MDMA,18.73
4827,Castellon,2011,MDMA,0.0
4828,Santiago,2011,MDMA,5.99
4829,Paris Seine Centre,2011,MDMA,14.94
4830,Zagreb,2011,MDMA,3.26
4831,Milan,2011,MDMA,7.58
4832,Amsterdam,2011,MDMA,77.24
4833,Eindhoven,2011,MDMA,66.68
4834,Umea,2011,MDMA,0.0
4835,Antwerp Zuid,2011,amphetamine,277.18
4836,Brussels,2011,amphetamine,35.39
4838,Barcelona,2011,amphetamine,15.41
4839,Castellon,2011,amphetamine,0.0
4840,Santiago,2011,amphetamine,33.84
4841,Paris Seine Centre,2011,amphetamine,0.0
4842,Zagreb,2011,amphetamine,14.6
4843,Milan,2011,amphetamine,11.05
4844,Amsterdam,2011,amphetamine,123.57
4845,Utrecht,2011,amphetamine,83.46
4846,Umea,2011,amphetamine,13.82
4847,Antwerp Zuid,2011,cannabis,0.0
4849,Barcelona,2011,cannabis,108.63
4850,Castellon,2011,cannabis,101.73
4851,Santiago,2011,cannabis,78.79
4853,Paris Seine Centre,2011,cannabis,123.59
4854,Zagreb,2011,cannabis,30.59
4855,Milan,2011,cannabis,27.61
4856,Amsterdam,2011,cannabis,191.77
4857,Eindhoven,2011,cannabis,102.77
4858,Utrecht,2011,cannabis,109.17
4859,Umea,2011,cannabis,0.0
4860,Antwerp Zuid,2011,cocaine,721.18
4861,Brussels,2011,cocaine,184.32
4863,Barcelona,2011,cocaine,421.68
4864,Castellon,2011,cocaine,371.57
4865,Santiago,2011,cocaine,211.22
4866,Paris Seine Centre,2011,cocaine,206.3
4867,Zagreb,2011,cocaine,49.95
4868,Milan,2011,cocaine,238.85
4869,Amsterdam,2011,cocaine,644.1
4870,Eindhoven,2011,cocaine,437.42
4871,Utrecht,2011,cocaine,356.34
4872,Umea,2011,cocaine,2.63
4873,Antwerp Zuid,2011,methamphetamine,5.46
4874,Brussels,2011,methamphetamine,0.0
4876,Barcelona,2011,methamphetamine,8.43
4877,Castellon,2011,methamphetamine,0.0
4878,Santiago,2011,methamphetamine,0.0
4879,Paris Seine Centre,2011,methamphetamine,0.0
4880,Zagreb,2011,methamphetamine,0.0
4881,Milan,2011,methamphetamine,48.68
4882,Amsterdam,2011,methamphetamine,0.0
4883,Eindhoven,2011,methamphetamine,0.0
4884,Utrecht,2011,methamphetamine,0.0
4885,Umea,2011,methamphetamine,2.93
