"nuts_code","ref_year","gdp","city_name","metabolite_name","daily_mean_concentration"
"HR050",2024,29116760000,"Zagreb","cocaine",677.38
"HR050",2024,29116760000,"Zagreb","methamphetamine",45.47
"CY000",2024,34770170000,"Nicosia (2)","MDMA",1.62
"CY000",2024,34770170000,"Nicosia (2)","amphetamine",5.77
"CY000",2024,34770170000,"Nicosia (2)","cocaine",43.54
"CY000",2024,34770170000,"Nicosia (2)","ketamine",0
"CY000",2024,34770170000,"Nicosia (2)","methamphetamine",10.82
"LT011",2024,36173710000,"Vilnius","MDMA",19.75
"LT011",2024,36173710000,"Vilnius","amphetamine",57.16
"LT011",2024,36173710000,"Vilnius","cocaine",169.07
"LT011",2024,36173710000,"Vilnius","ketamine",4.48
"LT011",2024,36173710000,"Vilnius","methamphetamine",5.63
"LT022",2024,15855970000,"Kaunas","MDMA",12.42
"LT022",2024,15855970000,"Kaunas","cocaine",254.31
"LT022",2024,15855970000,"Kaunas","ketamine",0
"LT023",2024,8111490000,"Klaipeda","MDMA",14.9
"LT023",2024,8111490000,"Klaipeda","amphetamine",21.86
"LT023",2024,8111490000,"Klaipeda","cocaine",164.15
"LT023",2024,8111490000,"Klaipeda","ketamine",0
"LT023",2024,8111490000,"Klaipeda","methamphetamine",1.49
"LU000",2024,86180280000,"Luxembourg","MDMA",22.21
"LU000",2024,86180280000,"Luxembourg","amphetamine",8.05
"LU000",2024,86180280000,"Luxembourg","cannabis",140.4
"LU000",2024,86180280000,"Luxembourg","cocaine",499.33
"LU000",2024,86180280000,"Luxembourg","ketamine",12.4
"LU000",2024,86180280000,"Luxembourg","methamphetamine",2.36
"HU110",2024,80200670000,"Budapest","amphetamine",203.79
"HU110",2024,80200670000,"Budapest","cannabis",56.78
"HU110",2024,80200670000,"Budapest","cocaine",311.72
"HU110",2024,80200670000,"Budapest","ketamine",79.5
"HU110",2024,80200670000,"Budapest","methamphetamine",11.01
"NL213",2024,33948840000,"Zwolle","MDMA",49.98
"NL213",2024,33948840000,"Zwolle","amphetamine",272.17
"NL213",2024,33948840000,"Zwolle","cannabis",98.16
"NL213",2024,33948840000,"Zwolle","cocaine",492.68
"NL213",2024,33948840000,"Zwolle","ketamine",29.59
"NL213",2024,33948840000,"Zwolle","methamphetamine",1.14
"NL321",2024,16678580000,"Amsterdam","MDMA",282.51
"NL321",2024,16678580000,"Amsterdam","amphetamine",172.25
"NL321",2024,16678580000,"Amsterdam","cannabis",319.46
"NL321",2024,16678580000,"Amsterdam","cocaine",1206.28
"NL321",2024,16678580000,"Amsterdam","ketamine",132.21
"NL321",2024,16678580000,"Amsterdam","methamphetamine",64.4
"NL414",2024,63114070000,"Eindhoven","amphetamine",311.26
"NL414",2024,63114070000,"Eindhoven","cannabis",124.64
"NL414",2024,63114070000,"Eindhoven","cocaine",809.89
"NL414",2024,63114070000,"Eindhoven","ketamine",90.77
"PT11A",2024,46966660000,"Porto","MDMA",21.99
"PT11A",2024,46966660000,"Porto","amphetamine",10.97
"PT11A",2024,46966660000,"Porto","cannabis",53.74
"PT11A",2024,46966660000,"Porto","cocaine",415.58
"PT11A",2024,46966660000,"Porto","ketamine",0.94
"PT11A",2024,46966660000,"Porto","methamphetamine",1.49
"RO321",2024,94002780000,"Bucharest","MDMA",11.01
"RO321",2024,94002780000,"Bucharest","amphetamine",4.97
"RO321",2024,94002780000,"Bucharest","cocaine",200.11
"RO321",2024,94002780000,"Bucharest","ketamine",11.17
"RO321",2024,94002780000,"Bucharest","methamphetamine",3.03
"SI032",2024,8635780000,"Maribor","MDMA",17.84
"SI032",2024,8635780000,"Maribor","amphetamine",32.51
"SI032",2024,8635780000,"Maribor","cannabis",64.97
"SI032",2024,8635780000,"Maribor","cocaine",447.91
"SI032",2024,8635780000,"Maribor","ketamine",1.36
"SI032",2024,8635780000,"Maribor","methamphetamine",0
"SI034",2024,7108660000,"Velenje","MDMA",1.95
"SI034",2024,7108660000,"Velenje","amphetamine",58.28
"SI034",2024,7108660000,"Velenje","cannabis",68.18
"SI034",2024,7108660000,"Velenje","cocaine",258.7
"SI034",2024,7108660000,"Velenje","ketamine",0
"SI034",2024,7108660000,"Velenje","methamphetamine",0
"SI037",2024,4274120000,"Novo mesto","MDMA",1.13
"SI037",2024,4274120000,"Novo mesto","amphetamine",9.82
"SI037",2024,4274120000,"Novo mesto","cannabis",36.84
"SI037",2024,4274120000,"Novo mesto","cocaine",318.89
"SI037",2024,4274120000,"Novo mesto","ketamine",2.01
"SI037",2024,4274120000,"Novo mesto","methamphetamine",0
"SI041",2024,26920690000,"Ljubljana","MDMA",32.21
"SI041",2024,26920690000,"Ljubljana","amphetamine",25.51
"SI041",2024,26920690000,"Ljubljana","cannabis",90.21
"SI041",2024,26920690000,"Ljubljana","cocaine",692.72
"SI041",2024,26920690000,"Ljubljana","ketamine",8.09
"SI041",2024,26920690000,"Ljubljana","methamphetamine",4.67
"SI042",2024,5559740000,"Kranj","MDMA",11.42
"SI042",2024,5559740000,"Kranj","amphetamine",20.6
"SI042",2024,5559740000,"Kranj","cannabis",45.65
"SI042",2024,5559740000,"Kranj","cocaine",441.84
"SI042",2024,5559740000,"Kranj","ketamine",1.48
"SI042",2024,5559740000,"Kranj","methamphetamine",0.73
"SI044",2024,3453460000,"Koper","MDMA",18.97
"SI044",2024,3453460000,"Koper","amphetamine",13.68
"SI044",2024,3453460000,"Koper","cannabis",81.88
"SI044",2024,3453460000,"Koper","cocaine",654.84
"SI044",2024,3453460000,"Koper","ketamine",0
"SI044",2024,3453460000,"Koper","methamphetamine",0
"SK010",2024,36496500000,"Bratislava C","MDMA",18.07
"SK010",2024,36496500000,"Bratislava C","amphetamine",12.47
"SK010",2024,36496500000,"Bratislava C","cannabis",58.46
"SK010",2024,36496500000,"Bratislava C","cocaine",316.79
"SK010",2024,36496500000,"Bratislava C","ketamine",5.3
"SK010",2024,36496500000,"Bratislava C","methamphetamine",295.37
"SK021",2024,14997090000,"Piestany","MDMA",8.58
"SK021",2024,14997090000,"Piestany","amphetamine",7.62
"SK021",2024,14997090000,"Piestany","cannabis",52.34
"SK021",2024,14997090000,"Piestany","cocaine",60.27
"SK021",2024,14997090000,"Piestany","ketamine",2.61
"SK021",2024,14997090000,"Piestany","methamphetamine",223.78
"FI196",2024,9763240000,"Pori","MDMA",16.28
"FI196",2024,9763240000,"Pori","amphetamine",61.32
"FI196",2024,9763240000,"Pori","cocaine",21.11
"FI196",2024,9763240000,"Pori","methamphetamine",2.11
"FI1B1",2024,108495710000,"Helsinki","MDMA",35.19
"FI1B1",2024,108495710000,"Helsinki","amphetamine",186.03
"FI1B1",2024,108495710000,"Helsinki","cocaine",224.53
"FI1B1",2024,108495710000,"Helsinki","ketamine",10.28
"FI1B1",2024,108495710000,"Helsinki","methamphetamine",22.89
"FI1C1",2024,22820390000,"Turku","MDMA",34.57
"FI1C1",2024,22820390000,"Turku","amphetamine",167.53
"FI1C1",2024,22820390000,"Turku","cocaine",91.21
"FI1C1",2024,22820390000,"Turku","ketamine",5.4
"FI1C1",2024,22820390000,"Turku","methamphetamine",9.87
"FI1C5",2024,5029330000,"Lappeenranta","MDMA",12.06
"FI1C5",2024,5029330000,"Lappeenranta","amphetamine",174.2
"FI1C5",2024,5029330000,"Lappeenranta","cocaine",9
"FI1C5",2024,5029330000,"Lappeenranta","methamphetamine",4.08
"FI1D5",2024,2973700000,"Kokkola","MDMA",8.86
"FI1D5",2024,2973700000,"Kokkola","amphetamine",88.64
"FI1D5",2024,2973700000,"Kokkola","cocaine",3.05
"FI1D5",2024,2973700000,"Kokkola","methamphetamine",1.9
"FI1D7",2024,8.252e+09,"Rovaniemi","MDMA",21.25
"FI1D7",2024,8.252e+09,"Rovaniemi","amphetamine",188.72
"FI1D7",2024,8.252e+09,"Rovaniemi","cocaine",15.61
"FI1D7",2024,8.252e+09,"Rovaniemi","methamphetamine",2.53
"FI1D8",2024,2742530000,"Kajaani","MDMA",6.03
"FI1D8",2024,2742530000,"Kajaani","amphetamine",159.91
"FI1D8",2024,2742530000,"Kajaani","cocaine",17.55
"FI1D8",2024,2742530000,"Kajaani","methamphetamine",2.51
"FI1D9",2024,18300290000,"Oulu","MDMA",25.74
"FI1D9",2024,18300290000,"Oulu","amphetamine",140.06
"FI1D9",2024,18300290000,"Oulu","cocaine",29.47
"FI1D9",2024,18300290000,"Oulu","methamphetamine",2.87
"FI200",2024,1632980000,"Mariehamn","MDMA",5.52
"FI200",2024,1632980000,"Mariehamn","amphetamine",86.8
"FI200",2024,1632980000,"Mariehamn","cocaine",17.41
"FI200",2024,1632980000,"Mariehamn","methamphetamine",2.46
"SE110",2024,179239890000,"Stockholm (2)","MDMA",23.35
"SE110",2024,179239890000,"Stockholm (2)","amphetamine",362.4
"SE110",2024,179239890000,"Stockholm (2)","cannabis",57.61
"SE110",2024,179239890000,"Stockholm (2)","cocaine",374.23
"SE110",2024,179239890000,"Stockholm (2)","ketamine",14.96
"SE110",2024,179239890000,"Stockholm (2)","methamphetamine",16.78
"SE313",2024,10971020000,"Karlstad","MDMA",6.55
"SE313",2024,10971020000,"Karlstad","amphetamine",366.66
"SE313",2024,10971020000,"Karlstad","cannabis",36.84
"SE313",2024,10971020000,"Karlstad","cocaine",108.62
"SE313",2024,10971020000,"Karlstad","ketamine",4
"SE313",2024,10971020000,"Karlstad","methamphetamine",1.39
"TR100",2024,365742180000,"Istanbul (II-VII)","MDMA",14.02
"TR100",2024,365742180000,"Istanbul (II-VII)","amphetamine",5.9
"TR100",2024,365742180000,"Istanbul (II-VII)","cannabis",16.52
"TR100",2024,365742180000,"Istanbul (II-VII)","cocaine",42.05
"TR100",2024,365742180000,"Istanbul (II-VII)","methamphetamine",72.13
"TR510",2024,131357810000,"Ankara","MDMA",11.44
"TR510",2024,131357810000,"Ankara","amphetamine",6.73
"TR510",2024,131357810000,"Ankara","cannabis",16.86
"TR510",2024,131357810000,"Ankara","cocaine",14.38
