city_name,ref_year,metabolite_name,daily_mean_concentration,nuts_code,gdp
Luxembourg,2024,cannabis,140.4,LU000,86180280000.0
Madrid VdlV,2018,cannabis,56.83,ES300,233735800000.0
Budapest,2024,amphetamine,203.79,HU110,80200670000.0
Amsterdam,2015,MDMA,166.16,NL321,10445970000.0
Purgstall,2020,cocaine,24.39,AT121,8407580000.0
Porto,2024,ketamine,0.94,PT11A,46966660000.0
Magdeburg,2023,amphetamine,122.97,DEE03,10340220000.0
Uppsala,2020,amphetamine,173.33,SE121,16962020000.0
Purgstall,2023,cocaine,24.89,AT121,10169920000.0
Dresden,2022,MDMA,8.18,DE142,9526560000.0
Ostrava,2024,cocaine,119.23,CZ080,27398340000.0
Amsterdam,2019,methamphetamine,31.49,NL321,11938640000.0
Athens,2023,ketamine,0.0,EL303,38720430000.0
Athens,2022,ketamine,0.0,EL303,34867640000.0
Rovaniemi,2018,amphetamine,138.61,FI1D7,6835180000.0
Region Millstättersee,2019,amphetamine,2.57,AT212,3629030000.0
Region Millstättersee,2018,amphetamine,7.14,AT212,3477000000.0
Porto,2017,methamphetamine,0.47,PT11A,31398710000.0
Copenhagen,2014,cocaine,341.8,DK011,49536360000.0
Dortmund,2013,cannabis,84.53,DEA52,19955940000.0
Region Millstättersee,2020,MDMA,7.0,AT212,3573890000.0
Innsbruck,2019,amphetamine,19.23,AT332,14927820000.0
Milan,2012,MDMA,8.74,ITC4C,162599770000.0
Kapfenberg,2023,cannabis,67.42,AT224,10433510000.0
Wiener Neustadt,2023,cocaine,268.27,AT122,10049810000.0
Piestany,2013,cannabis,20.92,SK021,8393640000.0
Ostrava,2020,MDMA,16.77,CZ080,18888130000.0
Paris Seine Centre,2014,cocaine,233.96,FR101,203954200000.0
Velenje,2024,cocaine,258.7,SI034,7108660000.0
Erfurt,2020,MDMA,13.06,DEG01,9181970000.0
Milan,2011,cannabis,27.61,ITC4C,165591290000.0
Amsterdam,2021,cocaine,886.83,NL321,13134580000.0
Odense,2021,methamphetamine,4.78,DK031,21572720000.0
Tarragona,2022,amphetamine,57.8,ES514,27455600000.0
Antwerp Zuid,2022,cocaine,2381.39,BE211,62626500000.0
Hannover (2),2017,amphetamine,83.02,DE929,51988280000.0
Milan,2023,amphetamine,6.6,ITC4C,230481350000.0
Wasserverband Hofsteig,2018,MDMA,8.9,AT342,14752260000.0
Piestany,2021,cannabis,20.92,SK021,11140240000.0
Piestany,2023,cannabis,23.42,SK021,13933790000.0
Zagreb,2013,cocaine,80.03,HR050,15084620000.0
Zurich,2014,methamphetamine,21.79,CH040,120952300000.0
Santiago,2015,cocaine,135.1,ES114,18864700000.0
Ljubljana,2021,cannabis,143.02,SI041,20407150000.0
Barcelona,2016,MDMA,46.79,ES511,158516200000.0
Madrid VdlV,2019,MDMA,9.07,ES300,243889400000.0
Turku,2017,methamphetamine,17.59,FI1C1,18321160000.0
Copenhagen,2024,MDMA,37.0,DK011,76296400000.0
Graz,2022,cannabis,60.24,AT221,26289000000.0
Oulu,2014,cocaine,0.28,FI1D9,12820640000.0
St. Gallen Hofen,2019,cannabis,13.31,CH055,35847710000.0
Dresden,2013,amphetamine,0.0,DE142,6559420000.0
Brno,2018,amphetamine,15.7,CZ064,22701380000.0
Milan,2018,cocaine,362.19,ITC4C,184798970000.0
Copenhagen,2022,MDMA,29.25,DK011,94306630000.0
Klaipeda,2018,amphetamine,20.73,LT023,5029040000.0
Turku,2019,cocaine,11.07,FI1C1,19352250000.0
Paris Seine Centre,2013,MDMA,26.06,FR101,202060400000.0
Maribor,2024,cannabis,64.97,SI032,8635780000.0
Wien,2023,MDMA,18.67,AT130,119962600000.0
Gothenburg,2013,cocaine,30.58,SE232,72620920000.0
Piestany,2017,MDMA,2.24,SK021,9360680000.0
Copenhagen,2018,MDMA,18.25,DK011,57489620000.0
Klaipeda,2024,amphetamine,21.86,LT023,8111490000.0
Mytilene,2015,amphetamine,0.0,EL411,1290330000.0
Paris Seine Centre,2014,MDMA,19.06,FR101,203954200000.0
Piestany,2022,MDMA,2.49,SK021,11750740000.0
Ostrava,2019,methamphetamine,601.16,CZ080,20143250000.0
Innsbruck,2023,cocaine,423.39,AT332,17693930000.0
Turku,2023,cocaine,59.46,FI1C1,22252180000.0
Berne,2020,cannabis,11.92,CH021,76782230000.0
Helsinki,2024,amphetamine,186.03,FI1B1,108495710000.0
Kajaani,2020,MDMA,5.91,FI1D8,2432920000.0
Debrecen,2023,methamphetamine,0.42,HU321,7923530000.0
Dresden,2021,methamphetamine,120.71,DE142,8918990000.0
Debrecen,2023,MDMA,11.66,HU321,7923530000.0
Novo mesto,2023,MDMA,3.86,SI037,4009180000.0
Klagenfurt,2022,amphetamine,8.87,AT211,15123820000.0
Kufstein,2020,cannabis,59.41,AT335,11840750000.0
Piestany,2024,methamphetamine,223.78,SK021,14997090000.0
Kapfenberg,2020,cannabis,60.49,AT224,8513680000.0
Salzburg,2023,cannabis,55.15,AT323,25463730000.0
Hamburg (2),2017,methamphetamine,3.59,DE600,121730040000.0
Berne,2019,cocaine,485.85,CH021,75541110000.0
Oostende,2016,cocaine,98.0,BE255,4431330000.0
Kaunas,2021,methamphetamine,43.73,LT022,11733460000.0
Kokkola,2022,amphetamine,61.06,FI1D5,2740230000.0
Prague (2),2022,methamphetamine,628.65,CZ010,79463730000.0
Wildon,2023,methamphetamine,8.29,AT225,7669710000.0
Nuremberg,2017,cocaine,18.11,DE254,31495250000.0
Berne,2013,MDMA,27.69,CH021,64034050000.0
Chemnitz,2022,cocaine,27.13,DE144,12013020000.0
Karlstad,2024,methamphetamine,1.39,SE313,10971020000.0
Brussels,2023,MDMA,30.02,BE100,103568870000.0
Innsbruck,2019,cocaine,329.97,AT332,14927820000.0
Athens,2019,methamphetamine,11.32,EL303,31523570000.0
Brussels,2023,cocaine,598.22,BE100,103568870000.0
Klaipeda,2024,MDMA,14.9,LT023,8111490000.0
Antwerp Zuid,2023,methamphetamine,44.4,BE211,66805110000.0
Lleida,2023,methamphetamine,2.61,ES513,15081500000.0
Klaipeda,2023,methamphetamine,0.82,LT023,7655210000.0
Klaipeda,2019,amphetamine,19.36,LT023,5373520000.0
Magdeburg,2020,MDMA,19.06,DEE03,8664380000.0
Kokkola,2022,cocaine,0.81,FI1D5,2740230000.0
Klaipeda,2020,amphetamine,23.11,LT023,5353310000.0
Aalborg,2024,cannabis,90.62,DK014,1684400000.0
Santiago,2018,cocaine,352.14,ES114,20883400000.0
Karlovy Vary,2024,cocaine,103.2,CZ041,5381520000.0
Nuremberg,2023,methamphetamine,167.89,DE254,38630200000.0
Region Millstättersee,2023,cocaine,216.28,AT212,5003770000.0
Copenhagen,2019,amphetamine,74.27,DK011,58522770000.0
Luxembourg,2024,methamphetamine,2.36,LU000,86180280000.0
Oostende,2019,amphetamine,291.64,BE255,5121360000.0
Lleida,2022,ketamine,4.22,ES513,13789900000.0
Magdeburg,2021,MDMA,13.53,DEE03,8987630000.0
Wildon,2023,MDMA,10.53,AT225,7669710000.0
Steyr,2022,MDMA,7.15,AT314,7535690000.0
Eindhoven,2015,MDMA,131.05,NL414,34561830000.0
Wasserverband Hofsteig,2018,cannabis,68.18,AT342,14752260000.0
Prague (2),2012,methamphetamine,186.72,CZ010,42300900000.0
Chemnitz,2023,cocaine,57.76,DE144,12947060000.0
Erfurt,2023,MDMA,15.24,DEG01,10859150000.0
Barcelona,2017,methamphetamine,48.95,ES511,166618000000.0
Kokkola,2024,amphetamine,88.64,FI1D5,2973700000.0
Nuremberg,2021,cocaine,72.94,DE254,33875540000.0
Maribor,2023,MDMA,17.56,SI032,8093590000.0
Castellon,2016,MDMA,5.96,ES522,14223000000.0
Dresden,2020,cocaine,42.14,DE142,8079780000.0
Brno,2023,cannabis,45.5,CZ064,34959370000.0
Helsinki,2020,amphetamine,261.38,FI1B1,94011170000.0
Kapfenberg,2019,MDMA,24.23,AT224,8710790000.0
Dresden,2020,methamphetamine,201.51,DE142,8079780000.0
Berne,2021,MDMA,19.19,CH021,81126220000.0
Cluj Napoca,2013,cocaine,0.0,RO114,2273570000.0
Uppsala,2021,amphetamine,202.17,SE121,19015990000.0
Dresden,2015,amphetamine,17.36,DE142,6980170000.0
Kaunas,2023,cocaine,199.4,LT022,14853640000.0
Basel,2016,cocaine,435.17,CH033,39257460000.0
Bozen,2020,methamphetamine,1.32,ITH10,24348130000.0
Athens,2019,cocaine,55.91,EL303,31523570000.0
Magdeburg,2021,cocaine,222.21,DEE03,8987630000.0
Bozen,2018,methamphetamine,1.07,ITH10,25347730000.0
Brussels,2021,amphetamine,75.58,BE100,89494830000.0
Wien,2023,methamphetamine,20.81,AT130,119962600000.0
Innsbruck,2016,MDMA,21.73,AT332,13378950000.0
Eindhoven,2016,MDMA,125.74,NL414,36293100000.0
Piestany,2013,amphetamine,13.99,SK021,8393640000.0
Castellon,2015,MDMA,3.48,ES522,13628600000.0
Paris Seine Centre,2011,cannabis,123.59,FR101,195501600000.0
Kokkola,2018,cocaine,0.83,FI1D5,2585950000.0
Rovaniemi,2014,methamphetamine,2.24,FI1D7,6011980000.0
Oulu,2022,amphetamine,49.98,FI1D9,17331180000.0
Dresden,2018,cocaine,33.29,DE142,7960890000.0
Ostrava,2022,cannabis,76.25,CZ080,24777100000.0
Krakow P,2023,MDMA,24.16,PL213,26227040000.0
Koper,2024,MDMA,18.97,SI044,3453460000.0
Bozen,2022,methamphetamine,0.54,ITH10,29801650000.0
Dresden,2021,cocaine,50.65,DE142,8918990000.0
Zagreb,2022,cocaine,401.19,HR050,22314500000.0
Athens,2021,cannabis,38.73,EL303,31786040000.0
Barcelona,2011,amphetamine,15.41,ES511,147153500000.0
Turku,2022,cocaine,18.29,FI1C1,21613520000.0
Oostende,2018,MDMA,11.59,BE255,4753010000.0
Amsterdam,2024,methamphetamine,64.4,NL321,16678580000.0
Berne,2014,methamphetamine,10.23,CH021,66183120000.0
Piestany,2019,cocaine,33.19,SK021,10982990000.0
Erfurt,2023,amphetamine,62.49,DEG01,10859150000.0
Milan,2019,amphetamine,3.56,ITC4C,185440930000.0
Zagreb,2022,cannabis,96.34,HR050,22314500000.0
Brno,2018,methamphetamine,114.65,CZ064,22701380000.0
Dortmund,2015,cocaine,275.46,DEA52,21303210000.0
Krakow P,2023,methamphetamine,5.16,PL213,26227040000.0
Tallinn,2022,amphetamine,103.8,EE001,22098580000.0
Bratislava C,2021,amphetamine,12.83,SK010,29037480000.0
Nicosia (2),2023,MDMA,2.99,CY000,32439160000.0
Erfurt,2020,cocaine,71.02,DEG01,9181970000.0
Nuremberg,2020,amphetamine,33.18,DE254,31683630000.0
Turku,2022,amphetamine,68.39,FI1C1,21613520000.0
Chemnitz,2023,methamphetamine,346.34,DE144,12947060000.0
Oulu,2016,MDMA,10.31,FI1D9,13467910000.0
St. Gallen Hofen,2018,amphetamine,47.57,CH055,33764220000.0
Antwerp Zuid,2011,cocaine,721.18,BE211,42658520000.0
Santiago,2017,amphetamine,6.42,ES114,20556300000.0
Athens,2022,MDMA,2.39,EL303,34867640000.0
Rovaniemi,2020,MDMA,21.99,FI1D7,6771740000.0
Madrid VdlV,2018,cocaine,316.47,ES300,233735800000.0
Amsterdam,2023,MDMA,194.56,NL321,15496340000.0
Amsterdam,2015,amphetamine,59.06,NL321,10445970000.0
Castellon,2011,cannabis,101.73,ES522,13533600000.0
Graz,2019,MDMA,17.39,AT221,23593740000.0
Nuremberg,2021,methamphetamine,57.61,DE254,33875540000.0
Nicosia (2),2022,MDMA,1.04,CY000,29645400000.0
Ninove,2014,amphetamine,129.4,BE236,7727840000.0
Innsbruck,2017,amphetamine,14.82,AT332,13736520000.0
Zurich,2012,cocaine,436.86,CH040,117922740000.0
Ljubljana,2021,amphetamine,6.78,SI041,20407150000.0
Zagreb,2019,amphetamine,145.67,HR050,19163550000.0
Krakow P,2021,amphetamine,100.28,PL213,20603950000.0
Geneva,2015,cocaine,442.68,CH013,47737530000.0
Vilnius,2020,amphetamine,50.62,LT011,21386240000.0
Amsterdam,2012,MDMA,99.84,NL321,10016950000.0
Dresden,2016,cocaine,17.7,DE142,7476990000.0
Wildon,2022,methamphetamine,6.69,AT225,7049230000.0
Lugano,2016,amphetamine,0.0,CH052,6358330000.0
Maribor,2019,methamphetamine,0.83,SI032,6089020000.0
Nuremberg,2023,ketamine,24.03,DE254,38630200000.0
Turku,2016,amphetamine,72.03,FI1C1,17146510000.0
Lugano,2015,amphetamine,0.0,CH052,6425400000.0
Geneva,2020,methamphetamine,8.18,CH013,49623540000.0
Lugano,2014,amphetamine,0.0,CH052,5701910000.0
Brussels,2022,methamphetamine,27.73,BE100,96651180000.0
Split,2024,methamphetamine,1.84,HR035,7803490000.0
Umea,2012,cocaine,0.0,SE331,10394180000.0
Ljubljana,2020,amphetamine,14.06,SI041,18055110000.0
Maribor,2023,cocaine,394.89,SI032,8093590000.0
Zagreb,2024,amphetamine,82.75,HR050,29116760000.0
Copenhagen,2019,cocaine,599.71,DK011,58522770000.0
Kajaani,2018,cocaine,0.36,FI1D8,2356330000.0
Krakow P,2017,amphetamine,23.41,PL213,15384880000.0
Berne,2013,cocaine,264.34,CH021,64034050000.0
Brussels,2023,amphetamine,50.82,BE100,103568870000.0
Velenje,2023,MDMA,5.11,SI034,6810550000.0
Dortmund,2023,amphetamine,234.66,DEA52,29577580000.0
Thessaloniki,2015,methamphetamine,0.0,EL522,15055230000.0
Wasserverband Hofsteig,2021,MDMA,9.28,AT342,16261050000.0
Piestany,2024,amphetamine,7.62,SK021,14997090000.0
Koper,2024,cocaine,654.84,SI044,3453460000.0
Aarhus,2024,amphetamine,74.1,DK042,51837470000.0
Paris Seine Centre,2012,amphetamine,0.0,FR101,199613300000.0
Paris Seine Centre,2015,amphetamine,0.0,FR101,207604000000.0
Paris Seine Centre,2014,amphetamine,0.0,FR101,203954200000.0
Paris Seine Centre,2011,amphetamine,0.0,FR101,195501600000.0
Stuttgart,2017,MDMA,23.17,DE111,53586810000.0
Athens,2016,MDMA,2.53,EL303,29630980000.0
Paris Seine Centre,2013,amphetamine,0.0,FR101,202060400000.0
Erfurt,2021,MDMA,17.54,DEG01,9578080000.0
Stockholm (2),2019,amphetamine,446.94,SE110,150229780000.0
Kranj,2023,ketamine,1.33,SI042,5488940000.0
Castellon,2019,cocaine,714.41,ES522,16135200000.0
Piestany,2017,methamphetamine,78.03,SK021,9360680000.0
Amsterdam,2011,cannabis,191.77,NL321,9928680000.0
Paris Seine Centre,2016,amphetamine,0.0,FR101,211814700000.0
Geneva,2020,MDMA,26.99,CH013,49623540000.0
Paris Seine Centre,2019,amphetamine,0.0,FR101,236143100000.0
Kaunas,2023,MDMA,14.86,LT022,14853640000.0
Paris Seine Centre,2018,amphetamine,0.0,FR101,227475800000.0
Paris Seine Centre,2021,amphetamine,0.0,FR101,240537100000.0
Brussels,2015,methamphetamine,3.67,BE100,78053560000.0
Ljubljana,2024,MDMA,32.21,SI041,26920690000.0
Dortmund,2020,amphetamine,143.13,DEA52,24615330000.0
Erfurt,2019,amphetamine,45.73,DEG01,9074810000.0
Paris Seine Centre,2017,amphetamine,0.0,FR101,218197600000.0
Bozen,2021,cannabis,38.38,ITH10,26606370000.0
Barcelona,2023,MDMA,54.82,ES511,209563800000.0
Porto,2017,MDMA,10.81,PT11A,31398710000.0
Chemnitz,2018,methamphetamine,196.2,DE144,10154910000.0
Berne,2014,MDMA,18.83,CH021,66183120000.0
Piestany,2016,amphetamine,30.89,SK021,9111750000.0
Oulu,2022,MDMA,10.05,FI1D9,17331180000.0
Erfurt,2021,methamphetamine,112.63,DEG01,9578080000.0
Paris Seine Centre,2020,amphetamine,0.0,FR101,218238500000.0
Paris Seine Centre,2023,amphetamine,0.0,FR101,264481200000.0
Santiago,2021,MDMA,17.78,ES114,21957500000.0
Wien,2022,methamphetamine,28.05,AT130,110821730000.0
Paris Seine Centre,2020,cocaine,410.58,FR101,218238500000.0
Ljubljana,2017,amphetamine,35.24,SI041,15832170000.0
Bratislava C,2021,cocaine,76.17,SK010,29037480000.0
Erfurt,2018,methamphetamine,211.26,DEG01,8692610000.0
Berne,2020,MDMA,18.33,CH021,76782230000.0
Steyr,2023,cocaine,132.04,AT314,8058970000.0
Antwerp Zuid,2016,cocaine,914.79,BE211,48103170000.0
Karlovy Vary,2021,methamphetamine,339.12,CZ041,3945350000.0
Tartu,2023,cocaine,178.32,EE008,7092040000.0
Molina de Segura,2016,methamphetamine,0.0,ES620,30009100000.0
Ostrava,2023,methamphetamine,614.44,CZ080,26954080000.0
Barcelona,2015,MDMA,33.82,ES511,151999300000.0
Berne,2014,cocaine,365.08,CH021,66183120000.0
Kapfenberg,2023,methamphetamine,2.32,AT224,10433510000.0
Zagreb,2024,MDMA,20.71,HR050,29116760000.0
Geneva,2018,MDMA,40.98,CH013,47633620000.0
Paris Seine Centre,2021,cannabis,117.74,FR101,240537100000.0
Helsinki,2016,cocaine,16.75,FI1B1,84582280000.0
Piestany,2016,cocaine,20.03,SK021,9111750000.0
Graz,2023,MDMA,23.73,AT221,27719270000.0
Istanbul (II-VII),2020,methamphetamine,28.83,TR100,187221140000.0
Barcelona,2013,MDMA,31.41,ES511,142239600000.0
Prague (2),2013,cannabis,79.63,CZ010,41777870000.0
Molina de Segura,2015,methamphetamine,0.0,ES620,29168700000.0
Lappeenranta,2014,cocaine,1.74,FI1C5,4919430000.0
