city,year,metabolite_name,daily_mean_concentration
Dortmund,2019,methamphetamine,0
Dortmund,2020,mdma,20.61
Dortmund,2020,amphetamine,143.13
Dortmund,2020,cocaine,305.04
Dortmund,2020,methamphetamine,0
Dortmund,2021,mdma,16.75
Dortmund,2021,cocaine,476.76
Dortmund,2021,methamphetamine,1.83
Dortmund,2022,mdma,11.62
Dortmund,2022,amphetamine,191.79
Dortmund,2022,cocaine,349.67
Dortmund,2022,methamphetamine,3.22
Dortmund,2023,mdma,77.18
Dortmund,2023,amphetamine,234.66
Dortmund,2023,cocaine,547.65
Dortmund,2023,methamphetamine,0
Dortmund,2023,ketamine,11.03
Dortmund,2024,mdma,37.07
Dortmund,2024,amphetamine,262.2
Dortmund,2024,cocaine,480.76
Dortmund,2024,methamphetamine,0
Dortmund,2024,ketamine,11.54
Dresden,2013,mdma,0
Dresden,2013,amphetamine,0
Dresden,2013,cannabis,29.93
Dresden,2013,cocaine,6
Dresden,2013,methamphetamine,136.61
Dresden,2014,mdma,4.75
Dresden,2014,amphetamine,22.01
Dresden,2014,cocaine,8.39
Dresden,2014,methamphetamine,133.02
Dresden,2015,mdma,5.09
Dresden,2015,amphetamine,17.36
Dresden,2015,cocaine,7.84
Dresden,2015,methamphetamine,150
Dresden,2016,mdma,12.72
Dresden,2016,amphetamine,22.63
Dresden,2016,cocaine,17.7
Dresden,2016,methamphetamine,136.69
Dresden,2017,mdma,9.57
Dresden,2017,amphetamine,23.43
Dresden,2017,cocaine,20.86
Dresden,2017,methamphetamine,180.18
Dresden,2018,mdma,16.52
Dresden,2018,amphetamine,27.64
Dresden,2018,cocaine,33.29
Dresden,2018,methamphetamine,174.63
Dresden,2019,mdma,8
Dresden,2019,amphetamine,35.44
Dresden,2019,cocaine,28.14
Dresden,2019,methamphetamine,171.07
Dresden,2020,mdma,16.94
Dresden,2020,amphetamine,28.32
Dresden,2020,cocaine,42.14
Dresden,2020,methamphetamine,201.51
Dresden,2021,mdma,12.72
Dresden,2021,cocaine,50.65
Dresden,2021,methamphetamine,120.71
Dresden,2022,mdma,8.18
Dresden,2022,amphetamine,39.57
Dresden,2022,cocaine,48.73
Dresden,2022,methamphetamine,266.96
Dresden,2023,mdma,12.43
Dresden,2023,amphetamine,46.38
Dresden,2023,cocaine,85.33
Dresden,2023,methamphetamine,316.83
Dresden,2023,ketamine,27.05
Dresden,2024,mdma,17.11
Dresden,2024,amphetamine,50.58
Dresden,2024,cocaine,101.92
Dresden,2024,methamphetamine,399.64
Dresden,2024,ketamine,21.59
Dublin,2024,mdma,41.72
Dublin,2024,amphetamine,23.61
Dublin,2024,cannabis,98.1
Dublin,2024,cocaine,875.54
Dublin,2024,methamphetamine,21.56
Dublin,2024,ketamine,43.49
Eindhoven,2011,mdma,66.68
Eindhoven,2011,cannabis,102.77
Eindhoven,2011,cocaine,437.42
Eindhoven,2011,methamphetamine,0
Eindhoven,2012,amphetamine,416.75
Eindhoven,2012,cannabis,84.42
Eindhoven,2012,cocaine,349.83
Eindhoven,2012,methamphetamine,0
Eindhoven,2013,cocaine,426.62
Eindhoven,2013,methamphetamine,0
Eindhoven,2014,amphetamine,203.73
Eindhoven,2014,cocaine,380.83
Eindhoven,2015,mdma,131.05
Eindhoven,2015,cocaine,323.04
Eindhoven,2016,mdma,125.74
Eindhoven,2016,cocaine,497.87
Eindhoven,2016,methamphetamine,2.31
Eindhoven,2017,mdma,165.08
Eindhoven,2017,amphetamine,271.73
Eindhoven,2017,cocaine,427.78
Eindhoven,2017,methamphetamine,0
Eindhoven,2018,cannabis,125.57
Eindhoven,2018,cocaine,426.93
Eindhoven,2018,methamphetamine,2.69
Eindhoven,2019,mdma,119.67
Eindhoven,2019,cannabis,129.81
Eindhoven,2019,cocaine,545.42
Eindhoven,2020,mdma,101.21
Eindhoven,2020,amphetamine,271.53
Eindhoven,2020,cannabis,135.44
Eindhoven,2020,cocaine,522.95
Eindhoven,2020,methamphetamine,26.61
Eindhoven,2021,mdma,82.63
Eindhoven,2021,cannabis,112.6
Eindhoven,2021,cocaine,623.61
Eindhoven,2022,mdma,81.01
Eindhoven,2022,cannabis,98.31
Eindhoven,2022,cocaine,713.67
Eindhoven,2023,cannabis,147.64
Eindhoven,2023,cocaine,766.11
Eindhoven,2023,methamphetamine,29.95
Eindhoven,2024,amphetamine,311.26
Eindhoven,2024,cannabis,124.64
Eindhoven,2024,cocaine,809.89
Eindhoven,2024,ketamine,90.77
Eleusis,2019,mdma,0.83
Eleusis,2019,cannabis,21.46
Eleusis,2019,cocaine,16.43
Eleusis,2019,methamphetamine,0.97
Eleusis,2020,cannabis,18.98
Eleusis,2020,methamphetamine,0
Erfurt,2017,mdma,7.61
Erfurt,2017,amphetamine,0
Erfurt,2017,cocaine,48.56
Erfurt,2017,methamphetamine,211.23
Erfurt,2018,mdma,19.06
Erfurt,2018,amphetamine,39.76
Erfurt,2018,cocaine,46.05
Erfurt,2018,methamphetamine,211.26
Erfurt,2019,mdma,10.61
Erfurt,2019,amphetamine,45.73
Erfurt,2019,cocaine,52.03
Erfurt,2019,methamphetamine,251.75
Erfurt,2020,mdma,13.06
Erfurt,2020,amphetamine,44.31
Erfurt,2020,cocaine,71.02
Erfurt,2020,methamphetamine,435.28
Erfurt,2021,mdma,17.54
Erfurt,2021,cocaine,81.07
Erfurt,2021,methamphetamine,112.63
Erfurt,2022,mdma,13.45
Erfurt,2022,amphetamine,56.87
Erfurt,2022,cocaine,78.31
Erfurt,2022,methamphetamine,226.41
Erfurt,2023,mdma,15.24
Erfurt,2023,amphetamine,62.49
Erfurt,2023,cocaine,120.04
Erfurt,2023,methamphetamine,334.42
Erfurt,2023,ketamine,4.1
Erfurt,2024,mdma,28.6
Erfurt,2024,amphetamine,64.62
Erfurt,2024,cocaine,118.62
Erfurt,2024,methamphetamine,334.94
Erfurt,2024,ketamine,13.28
Fort-de-France P,2017,mdma,0
Fort-de-France P,2017,amphetamine,0
Fort-de-France P,2017,cocaine,398.99
Fort-de-France P,2017,methamphetamine,0
Frankfurt (3),2017,mdma,22.57
Frankfurt (3),2017,amphetamine,84.67
Frankfurt (3),2017,cocaine,427.93
Frankfurt (3),2017,methamphetamine,8.49
Geneva,2012,mdma,10.15
Geneva,2012,amphetamine,38.96
Geneva,2012,cocaine,341.15
Geneva,2012,methamphetamine,0
Geneva,2013,mdma,18.78
Geneva,2013,amphetamine,0
Geneva,2013,cocaine,373.45
Geneva,2013,methamphetamine,0
Geneva,2014,mdma,21.27
Geneva,2014,amphetamine,0
Geneva,2014,cocaine,447.63
Geneva,2014,methamphetamine,0
Geneva,2015,mdma,23.93
Geneva,2015,amphetamine,5.98
Geneva,2015,cocaine,442.68
Geneva,2015,methamphetamine,6.29
Geneva,2016,mdma,32.3
Geneva,2016,amphetamine,9.86
Geneva,2016,cocaine,484.7
Geneva,2016,methamphetamine,6.86
Geneva,2017,mdma,47.18
Geneva,2017,amphetamine,14.64
Geneva,2017,cocaine,794.84
Geneva,2017,methamphetamine,18.1
Geneva,2018,mdma,40.98
Geneva,2018,amphetamine,10
Geneva,2018,cocaine,600.44
Geneva,2019,mdma,27.68
Geneva,2019,amphetamine,8.34
Geneva,2019,cannabis,217.04
Geneva,2019,cocaine,676.89
Geneva,2019,methamphetamine,9.51
Geneva,2020,mdma,26.99
Geneva,2020,amphetamine,0
Geneva,2020,cannabis,188.27
Geneva,2020,cocaine,501.5
Geneva,2020,methamphetamine,8.18
Geneva,2021,mdma,14.7
Geneva,2021,amphetamine,12.25
Geneva,2021,cocaine,652.8
Geneva,2021,methamphetamine,16.24
Geneva,2022,mdma,30.56
Geneva,2022,amphetamine,16.99
Geneva,2022,cannabis,180.81
Geneva,2022,cocaine,769.69
Geneva,2022,methamphetamine,10.92
Geneva,2023,mdma,33.29
Geneva,2023,amphetamine,12.55
Geneva,2023,cannabis,150.01
Geneva,2023,cocaine,812.89
Geneva,2023,methamphetamine,12.67
Geneva,2023,ketamine,22.8
Geneva,2024,mdma,38.59
Geneva,2024,amphetamine,13.69
Geneva,2024,cannabis,145.37
Geneva,2024,cocaine,917.84
Geneva,2024,methamphetamine,18.95
Geneva,2024,ketamine,41.11
Gothenburg,2012,mdma,0
Gothenburg,2012,amphetamine,87.14
Gothenburg,2012,cannabis,0
Gothenburg,2012,cocaine,25.3
Gothenburg,2012,methamphetamine,50.04
Gothenburg,2013,mdma,5.87
Gothenburg,2013,amphetamine,215.33
Gothenburg,2013,cannabis,0
Gothenburg,2013,cocaine,30.58
Gothenburg,2013,methamphetamine,0
Granada,2023,mdma,78.91
Granada,2023,amphetamine,51.81
Granada,2023,cocaine,1031.3
Granada,2023,methamphetamine,0.73
Granada,2023,ketamine,22.93
Granada,2024,mdma,34.34
Granada,2024,amphetamine,21.05
Graz,2019,mdma,17.39
Graz,2019,amphetamine,26.67
Graz,2019,cannabis,59.61
Graz,2019,cocaine,154.19
Graz,2019,methamphetamine,5.68
Graz,2020,mdma,14.14
Graz,2020,amphetamine,29.27
Graz,2020,cannabis,50.69
Graz,2020,cocaine,138.22
Graz,2020,methamphetamine,7.27
Graz,2021,mdma,9.64
Graz,2021,amphetamine,38.57
Graz,2021,cannabis,87.17
Graz,2021,cocaine,138.65
Graz,2021,methamphetamine,13.09
Graz,2022,mdma,12.43
Graz,2022,amphetamine,24.46
Graz,2022,cannabis,60.24
Graz,2022,cocaine,180.62
Graz,2022,methamphetamine,7.52
Graz,2023,mdma,23.73
Graz,2023,amphetamine,45.39
Graz,2023,cannabis,64.2
Graz,2023,cocaine,278.41
Graz,2023,methamphetamine,11.55
Graz,2024,mdma,15.53
Graz,2024,amphetamine,49.64
Graz,2024,cannabis,66.17
Graz,2024,cocaine,332.85
Graz,2024,methamphetamine,6.38
Groningen,2024,mdma,106.17
Groningen,2024,amphetamine,247.35
Groningen,2024,cannabis,258.08
Groningen,2024,cocaine,932.69
Groningen,2024,methamphetamine,3.44
Groningen,2024,ketamine,41.28
Hamburg (2),2017,mdma,31.29
Hamburg (2),2017,amphetamine,69.2
Hamburg (2),2017,cocaine,392.84
Hamburg (2),2017,methamphetamine,3.59
Hamburg (2),2020,mdma,19.34
Hamburg (2),2020,amphetamine,62.51
Hamburg (2),2020,cocaine,459.17
Hamburg (2),2020,methamphetamine,7.64
Hannover (2),2017,mdma,21.98
Hannover (2),2017,amphetamine,83.02
Hannover (2),2017,cocaine,302.91
Hannover (2),2017,methamphetamine,1.72
Hannover (2),2024,mdma,26.07
Hannover (2),2024,amphetamine,97.34
Hannover (2),2024,cocaine,421.51
Hannover (2),2024,methamphetamine,5.42
Hannover (2),2024,ketamine,19.13
Helsinki,2012,mdma,14.57
Helsinki,2012,amphetamine,43.73
Helsinki,2012,cocaine,9.27
Helsinki,2013,mdma,27.61
Helsinki,2013,amphetamine,94.51
Helsinki,2014,mdma,18.02
Helsinki,2014,amphetamine,68.53
Helsinki,2014,cocaine,9.4
Helsinki,2014,methamphetamine,3.7
Helsinki,2015,mdma,38.42
Helsinki,2015,amphetamine,117.1
Helsinki,2015,cocaine,9.97
Helsinki,2015,methamphetamine,5.03
Helsinki,2016,mdma,34.16
Helsinki,2016,amphetamine,100.77
Helsinki,2016,cocaine,16.75
Helsinki,2016,methamphetamine,83.4
Helsinki,2017,mdma,26.85
Helsinki,2017,amphetamine,47.81
Helsinki,2017,cocaine,29.93
Helsinki,2017,methamphetamine,46
Helsinki,2018,mdma,37.82
Helsinki,2018,amphetamine,149.39
Helsinki,2018,cocaine,62.88
Helsinki,2018,methamphetamine,19.02
Helsinki,2019,mdma,44.06
Helsinki,2019,amphetamine,201.6
Helsinki,2019,cocaine,73.81
Helsinki,2019,methamphetamine,33.23
Helsinki,2020,mdma,40.13
Helsinki,2020,amphetamine,261.38
Helsinki,2020,cocaine,81.98
Helsinki,2020,methamphetamine,10.15
Helsinki,2021,mdma,22.54
Helsinki,2021,amphetamine,315.53
Helsinki,2021,cocaine,60.53
Helsinki,2021,methamphetamine,2.94
Helsinki,2022,mdma,17.66
Helsinki,2022,amphetamine,149.1
Helsinki,2022,cocaine,118.93
Helsinki,2022,methamphetamine,56.33
Helsinki,2023,mdma,31.39
Helsinki,2023,amphetamine,184.74
Helsinki,2023,cocaine,250.72
Helsinki,2023,methamphetamine,31.66
Helsinki,2024,mdma,35.19
Helsinki,2024,amphetamine,186.03
Helsinki,2024,cocaine,224.53
Helsinki,2024,methamphetamine,22.89
Helsinki,2024,ketamine,10.28
Innsbruck,2016,mdma,21.73
Innsbruck,2016,amphetamine,12.45
Innsbruck,2016,cocaine,161.96
Innsbruck,2016,methamphetamine,2.01
Innsbruck,2017,mdma,20.91
Innsbruck,2017,amphetamine,14.82
Innsbruck,2017,cocaine,222.78
Innsbruck,2017,methamphetamine,2.86
Innsbruck,2018,mdma,26.69
Innsbruck,2018,amphetamine,17.05
Innsbruck,2018,cannabis,91.09
Innsbruck,2018,cocaine,335.51
Innsbruck,2018,methamphetamine,2.12
Innsbruck,2019,mdma,23.51
Innsbruck,2019,amphetamine,19.23
Innsbruck,2019,cannabis,81.48
Innsbruck,2019,cocaine,329.97
Innsbruck,2019,methamphetamine,1.91
Innsbruck,2020,mdma,22.47
Innsbruck,2020,amphetamine,17.55
Innsbruck,2020,cannabis,61.49
Innsbruck,2020,cocaine,320.67
Innsbruck,2020,methamphetamine,3.69
Innsbruck,2021,mdma,14.58
Innsbruck,2021,amphetamine,22.02
Innsbruck,2021,cannabis,97.72
Innsbruck,2021,cocaine,274.18
Innsbruck,2021,methamphetamine,5.8
Innsbruck,2022,mdma,15.59
Innsbruck,2022,amphetamine,13.62
Innsbruck,2022,cannabis,83.61
Innsbruck,2022,cocaine,358.91
Innsbruck,2022,methamphetamine,13.68
Innsbruck,2023,mdma,19.57
Innsbruck,2023,amphetamine,15.6
Innsbruck,2023,cannabis,84.29
Innsbruck,2023,cocaine,423.39
Innsbruck,2023,methamphetamine,11.83
Innsbruck,2024,mdma,22.71
Innsbruck,2024,amphetamine,16.36
Innsbruck,2024,cannabis,79.05
Innsbruck,2024,cocaine,522.76
Innsbruck,2024,methamphetamine,9.09
Istanbul (II-VII),2019,mdma,33.09
Istanbul (II-VII),2019,amphetamine,3.46
Istanbul (II-VII),2019,cannabis,9.25
Istanbul (II-VII),2019,cocaine,36.22
Istanbul (II-VII),2019,methamphetamine,16.2
Istanbul (II-VII),2020,mdma,26.33
Istanbul (II-VII),2020,cannabis,35.81
Istanbul (II-VII),2020,cocaine,54.44
Istanbul (II-VII),2020,methamphetamine,28.83
Istanbul (II-VII),2021,amphetamine,12.21
Istanbul (II-VII),2021,cannabis,24.47
Istanbul (II-VII),2021,cocaine,53.88
Istanbul (II-VII),2021,methamphetamine,72.49
Istanbul (II-VII),2022,mdma,6.49
Istanbul (II-VII),2022,amphetamine,13.37
Istanbul (II-VII),2022,cannabis,22.91
Istanbul (II-VII),2022,cocaine,59.09
Istanbul (II-VII),2022,methamphetamine,92.12
Istanbul (II-VII),2022,ketamine,3.3
Istanbul (II-VII),2023,mdma,23.31
Istanbul (II-VII),2023,cannabis,14.16
Istanbul (II-VII),2023,methamphetamine,94.13
Istanbul (II-VII),2024,mdma,14.02
Istanbul (II-VII),2024,amphetamine,5.9
Istanbul (II-VII),2024,cannabis,16.52
Istanbul (II-VII),2024,cocaine,42.05
Istanbul (II-VII),2024,methamphetamine,72.13
Joensuu,2014,mdma,1.61
Joensuu,2014,amphetamine,21.02
Joensuu,2014,cocaine,0.35
Joensuu,2014,methamphetamine,1.59
Joensuu,2016,mdma,4.56
Joensuu,2016,amphetamine,31.25
Joensuu,2016,cocaine,0.9
Joensuu,2016,methamphetamine,2.13
Joensuu,2018,mdma,16.71
Joensuu,2018,amphetamine,50.77
Joensuu,2018,cocaine,2.06
Joensuu,2018,methamphetamine,2.38
Joensuu,2020,mdma,11.6
Joensuu,2020,amphetamine,133.61
Joensuu,2020,cocaine,1.74
Joensuu,2020,methamphetamine,1.32
Joensuu,2022,mdma,3.28
Joensuu,2022,amphetamine,67.3
Joensuu,2022,cocaine,5.84
Joensuu,2022,methamphetamine,6.79
Joensuu,2024,mdma,29.42
Joensuu,2024,amphetamine,101.27
Joensuu,2024,cocaine,23.45
Joensuu,2024,methamphetamine,14.53
Kajaani,2018,mdma,7.05
Kajaani,2018,amphetamine,35.63
Kajaani,2018,cocaine,0.36
Kajaani,2018,methamphetamine,3.24
Kajaani,2020,mdma,5.91
Kajaani,2020,amphetamine,51.8
Kajaani,2020,cocaine,0.93
Kajaani,2020,methamphetamine,1.11
Kajaani,2022,mdma,0.96
Kajaani,2022,amphetamine,77.91
Kajaani,2022,cocaine,0.6
Kajaani,2022,methamphetamine,1.99
Kajaani,2024,mdma,6.03
Kajaani,2024,amphetamine,159.91
Kajaani,2024,cocaine,17.55
Kajaani,2024,methamphetamine,2.51
Kapfenberg,2019,mdma,24.23
Kapfenberg,2019,amphetamine,30.69
Kapfenberg,2019,cannabis,65.7
Kapfenberg,2019,cocaine,64.72
Kapfenberg,2019,methamphetamine,1.65
Kapfenberg,2020,mdma,18.57
Kapfenberg,2020,amphetamine,26.45
Kapfenberg,2020,cannabis,60.49
Kapfenberg,2020,cocaine,146.46
Kapfenberg,2020,methamphetamine,1.14
Kapfenberg,2021,mdma,3.59
Kapfenberg,2021,amphetamine,29.46
Kapfenberg,2021,cannabis,76.53
Kapfenberg,2021,cocaine,109.24
Kapfenberg,2021,methamphetamine,1.64
Kapfenberg,2022,mdma,5.58
Kapfenberg,2022,amphetamine,24.41
Kapfenberg,2022,cannabis,21.4
Kapfenberg,2022,cocaine,97.41
Kapfenberg,2022,methamphetamine,2.58
Kapfenberg,2023,mdma,5.77
Kapfenberg,2023,amphetamine,33.43
Kapfenberg,2023,cannabis,67.42
Kapfenberg,2023,cocaine,151.36
Kapfenberg,2023,methamphetamine,2.32
Kapfenberg,2024,mdma,7.79
Kapfenberg,2024,amphetamine,62.69
Kapfenberg,2024,cannabis,53.46
Kapfenberg,2024,cocaine,166.56
Kapfenberg,2024,methamphetamine,1.13
Karlovy Vary,2020,mdma,10.49
Karlovy Vary,2020,amphetamine,31.78
Karlovy Vary,2020,cannabis,100.54
Karlovy Vary,2020,cocaine,63.51
Karlovy Vary,2020,methamphetamine,388.75
Karlovy Vary,2021,mdma,0
Karlovy Vary,2021,amphetamine,33.83
Karlovy Vary,2021,cannabis,122.59
Karlovy Vary,2021,cocaine,63.99
Karlovy Vary,2021,methamphetamine,339.12
Karlovy Vary,2022,mdma,10.06
Karlovy Vary,2022,amphetamine,46.64
Karlovy Vary,2022,cannabis,121.41
Karlovy Vary,2022,cocaine,118.14
Karlovy Vary,2022,methamphetamine,459.42
Karlovy Vary,2023,mdma,12.8
Karlovy Vary,2023,amphetamine,50.44
Karlovy Vary,2023,cannabis,109.13
Karlovy Vary,2023,cocaine,130.93
Karlovy Vary,2023,methamphetamine,306.2
Karlovy Vary,2024,mdma,14.32
Karlovy Vary,2024,amphetamine,32.85
Karlovy Vary,2024,cannabis,71.97
Karlovy Vary,2024,cocaine,103.2
Karlovy Vary,2024,methamphetamine,371.95
Karlovy Vary,2024,ketamine,0
Karlstad,2024,mdma,6.55
Karlstad,2024,amphetamine,366.66
Karlstad,2024,cannabis,36.84
Karlstad,2024,cocaine,108.62
Karlstad,2024,methamphetamine,1.39
Karlstad,2024,ketamine,4
Kaunas,2018,mdma,14.9
Kaunas,2018,amphetamine,14.41
Kaunas,2018,cocaine,57.59
Kaunas,2018,methamphetamine,56.51
Kaunas,2019,mdma,31.79
Kaunas,2019,amphetamine,43.07
Kaunas,2019,cocaine,65.32
Kaunas,2019,methamphetamine,36.93
Kaunas,2020,mdma,20.7
Kaunas,2020,amphetamine,52.39
Kaunas,2020,cocaine,65.35
Kaunas,2020,methamphetamine,6.37
Kaunas,2021,mdma,17.65
Kaunas,2021,amphetamine,58.12
Kaunas,2021,cocaine,84.69
Kaunas,2021,methamphetamine,43.73
Kaunas,2022,mdma,15.04
Kaunas,2022,amphetamine,172.49
Kaunas,2022,cocaine,146.44
Kaunas,2022,methamphetamine,27.98
Kaunas,2023,mdma,14.86
Kaunas,2023,amphetamine,67.11
Kaunas,2023,cocaine,199.4
Kaunas,2023,methamphetamine,13.28
Kaunas,2023,ketamine,0
Kaunas,2024,mdma,12.42
Kaunas,2024,cocaine,254.31
Kaunas,2024,ketamine,0
Kemi,2018,mdma,8.23
Kemi,2018,amphetamine,99.46
Kemi,2018,cocaine,1.98
Kemi,2018,methamphetamine,2.27
Kemi,2020,mdma,10.34
Kemi,2020,amphetamine,265
Kemi,2020,cocaine,1.86
Kemi,2020,methamphetamine,1.02
Kemi,2022,mdma,8.69
Kemi,2022,amphetamine,108.16
Kemi,2022,cocaine,0.12
Kemi,2022,methamphetamine,1.69
Kemi,2024,mdma,10.3
Kemi,2024,amphetamine,84.98
Kemi,2024,cocaine,8.15
Kemi,2024,methamphetamine,2.21
Klagenfurt,2022,mdma,9.89
Klagenfurt,2022,amphetamine,8.87
Klagenfurt,2022,cannabis,55.92
Klagenfurt,2022,cocaine,184.39
Klagenfurt,2022,methamphetamine,1.63
Klagenfurt,2023,mdma,7.09
Klagenfurt,2023,amphetamine,6.41
Klagenfurt,2023,cannabis,41.55
Klagenfurt,2023,cocaine,189.29
Klagenfurt,2023,methamphetamine,0
Klagenfurt,2024,mdma,9.5
Klagenfurt,2024,amphetamine,7.15
Klagenfurt,2024,cannabis,42.84
Klagenfurt,2024,cocaine,311.32
Klagenfurt,2024,methamphetamine,0.81
Klaipeda,2018,mdma,24.97
Klaipeda,2018,amphetamine,20.73
Klaipeda,2018,cocaine,62.67
Klaipeda,2018,methamphetamine,7.64
Klaipeda,2019,mdma,43.15
Klaipeda,2019,amphetamine,19.36
Klaipeda,2019,cocaine,88.63
Klaipeda,2019,methamphetamine,8.22
Klaipeda,2020,mdma,14.42
Klaipeda,2020,amphetamine,23.11
Klaipeda,2020,cocaine,89.91
Klaipeda,2020,methamphetamine,3.34
Klaipeda,2021,mdma,7.29
Klaipeda,2021,amphetamine,42.85
Klaipeda,2021,cocaine,108.86
Klaipeda,2021,methamphetamine,13.97
Klaipeda,2022,mdma,7.61
Klaipeda,2022,amphetamine,11.28
Klaipeda,2022,cocaine,71.53
Klaipeda,2022,methamphetamine,2.59
Klaipeda,2023,mdma,8.27
Klaipeda,2023,amphetamine,19.12
Klaipeda,2023,cocaine,92.15
Klaipeda,2023,methamphetamine,0.82
Klaipeda,2023,ketamine,0
Klaipeda,2024,mdma,14.9
Klaipeda,2024,amphetamine,21.86
Klaipeda,2024,cocaine,164.15
Klaipeda,2024,methamphetamine,1.49
Klaipeda,2024,ketamine,0
Klosterneuburg,2015,mdma,13.88
Klosterneuburg,2015,amphetamine,0
Klosterneuburg,2015,cocaine,83.39
Klosterneuburg,2015,methamphetamine,0
Kokkola,2018,mdma,2.98
Kokkola,2018,amphetamine,25.15
Kokkola,2018,cocaine,0.83
Kokkola,2018,methamphetamine,1.59
Kokkola,2020,mdma,20.42
Kokkola,2020,amphetamine,30.65
Kokkola,2020,cocaine,0.75
Kokkola,2020,methamphetamine,0.71
Kokkola,2022,mdma,2.57
Kokkola,2022,amphetamine,61.06
Kokkola,2022,cocaine,0.81
Kokkola,2022,methamphetamine,3.8
Kokkola,2024,mdma,8.86
Kokkola,2024,amphetamine,88.64
Kokkola,2024,cocaine,3.05
Kokkola,2024,methamphetamine,1.9
Koper,2019,mdma,11.76
Koper,2019,amphetamine,8.22
Koper,2019,cannabis,101.12
Koper,2019,cocaine,592.73
Koper,2019,methamphetamine,0.47
Koper,2020,mdma,3.79
Koper,2020,amphetamine,0
Koper,2020,cocaine,320.99
Koper,2020,methamphetamine,0.41
Koper,2021,mdma,6.42
Koper,2021,amphetamine,0
Koper,2021,cannabis,117.31
Koper,2021,cocaine,406.55
Koper,2021,methamphetamine,1.14
Koper,2022,mdma,4.71
Koper,2022,amphetamine,0
Koper,2022,cannabis,82
Koper,2022,cocaine,347.79
Koper,2022,methamphetamine,3.75
Koper,2022,ketamine,0
Koper,2023,mdma,7.07
Koper,2023,amphetamine,0
Koper,2023,cannabis,167.48
Koper,2023,cocaine,496.63
Koper,2023,methamphetamine,0.78
Koper,2023,ketamine,0
Koper,2024,mdma,18.97
Koper,2024,amphetamine,13.68
Koper,2024,cannabis,81.88
Koper,2024,cocaine,654.84
Koper,2024,methamphetamine,0
Koper,2024,ketamine,0
Kouvola,2018,mdma,12.08
Kouvola,2018,amphetamine,155.92
Kouvola,2018,cocaine,8.24
Kouvola,2018,methamphetamine,9.63
Kouvola,2020,mdma,25.52
Kouvola,2020,amphetamine,238.7
Kouvola,2020,cocaine,7.55
Kouvola,2020,methamphetamine,2.08
Kouvola,2022,mdma,4.14
Kouvola,2022,amphetamine,179.64
Kouvola,2022,cocaine,8.19
Kouvola,2022,methamphetamine,5.79
Kouvola,2024,mdma,10.83
Kouvola,2024,amphetamine,146.96
Kouvola,2024,cocaine,32.39
Kouvola,2024,methamphetamine,3.47
Krakow P,2017,mdma,7.41
Krakow P,2017,amphetamine,23.41
Krakow P,2017,methamphetamine,0.5
Krakow P,2019,mdma,26.79
Krakow P,2019,amphetamine,65.9
Krakow P,2019,cannabis,27.96
Krakow P,2019,cocaine,46.57
Krakow P,2019,methamphetamine,2.7
Krakow P,2020,mdma,30.72
Krakow P,2020,amphetamine,71.39
Krakow P,2020,cannabis,29.88
Krakow P,2020,cocaine,53.96
Krakow P,2020,methamphetamine,1.67
Krakow P,2021,mdma,44.13
Krakow P,2021,amphetamine,100.28
Krakow P,2021,cannabis,51.15
Krakow P,2021,cocaine,67.2
Krakow P,2021,methamphetamine,3.97
Krakow P,2022,amphetamine,36.97
Krakow P,2022,cannabis,46.03
Krakow P,2022,cocaine,82.14
Krakow P,2022,methamphetamine,3.24
Krakow P,2022,ketamine,1.66
Krakow P,2023,mdma,24.16
Krakow P,2023,amphetamine,66.89
Krakow P,2023,cannabis,37.54
Krakow P,2023,cocaine,70.35
Krakow P,2023,methamphetamine,5.16
Krakow P,2023,ketamine,4.23
Krakow P,2024,mdma,42.26
Krakow P,2024,amphetamine,79.72
Krakow P,2024,cannabis,41.68
Krakow P,2024,cocaine,92.56
Krakow P,2024,methamphetamine,3.57
Krakow P,2024,ketamine,4.05
Kranj,2022,mdma,11.06
Kranj,2022,amphetamine,6.15
Kranj,2022,cannabis,38.01
Kranj,2022,cocaine,188
Kranj,2022,methamphetamine,0.69
Kranj,2022,ketamine,0
Kranj,2023,mdma,12.51
Kranj,2023,amphetamine,0
Kranj,2023,cannabis,56.59
Kranj,2023,cocaine,319.68
Kranj,2023,methamphetamine,1.26
Kranj,2023,ketamine,1.33
Kranj,2024,mdma,11.42
Kranj,2024,amphetamine,20.6
Kranj,2024,cannabis,45.65
Kranj,2024,cocaine,441.84
Kranj,2024,methamphetamine,0.73
Kranj,2024,ketamine,1.48
Kufstein,2020,mdma,34.88
Kufstein,2020,amphetamine,14.2
Kufstein,2020,cannabis,59.41
Kufstein,2020,cocaine,404.04
Kufstein,2020,methamphetamine,2.12
Kufstein,2021,mdma,3.07
Kufstein,2021,amphetamine,19.8
Kufstein,2021,cannabis,91.24
Kufstein,2021,cocaine,401.61
Kufstein,2021,methamphetamine,1.27
Kufstein,2022,mdma,16.65
Kufstein,2022,amphetamine,11.78
Kufstein,2022,cannabis,104.54
Kufstein,2022,cocaine,536.65
Kufstein,2022,methamphetamine,2.06
Kufstein,2023,mdma,8.59
Kufstein,2023,amphetamine,20.67
Kufstein,2023,cannabis,90.77
Kufstein,2023,cocaine,589.11
Kufstein,2023,methamphetamine,1.61
Kufstein,2024,mdma,8.8
Kufstein,2024,amphetamine,15.91
Kufstein,2024,cannabis,74.09
