city,year,metabolite_name,daily_mean_concentration
Kufstein,2024,cocaine,641.52
Kufstein,2024,methamphetamine,0.68
Kuopio,2014,mdma,7.86
Kuopio,2014,amphetamine,43.27
Kuopio,2014,cocaine,4.3
Kuopio,2014,methamphetamine,6.15
Kuopio,2016,mdma,13.42
Kuopio,2016,amphetamine,37.87
Kuopio,2016,cocaine,1.14
Kuopio,2016,methamphetamine,32.77
Kuopio,2018,mdma,10.1
Kuopio,2018,amphetamine,84.32
Kuopio,2018,cocaine,1.87
Kuopio,2018,methamphetamine,23.41
Kuopio,2020,mdma,17.47
Kuopio,2020,amphetamine,190.48
Kuopio,2020,cocaine,5.89
Kuopio,2020,methamphetamine,1.77
Kuopio,2022,mdma,3.52
Kuopio,2022,amphetamine,97.65
Kuopio,2022,cocaine,20.39
Kuopio,2022,methamphetamine,2.51
Kuopio,2024,mdma,15.71
Kuopio,2024,amphetamine,205.7
Kuopio,2024,cocaine,27.42
Kuopio,2024,methamphetamine,1.24
Lahti,2014,mdma,24.26
Lahti,2014,amphetamine,139.62
Lahti,2014,cocaine,11.03
Lahti,2014,methamphetamine,12.78
Lahti,2016,mdma,17.97
Lahti,2016,amphetamine,119.86
Lahti,2016,cocaine,9.93
Lahti,2016,methamphetamine,3.76
Lahti,2018,mdma,20.01
Lahti,2018,amphetamine,160.58
Lahti,2018,cocaine,44.22
Lahti,2018,methamphetamine,21.58
Lahti,2020,mdma,38.8
Lahti,2020,amphetamine,342.78
Lahti,2020,cocaine,37.49
Lahti,2020,methamphetamine,19.39
Lahti,2022,mdma,6.19
Lahti,2022,amphetamine,159.41
Lahti,2022,cocaine,60.67
Lahti,2022,methamphetamine,4.24
Lahti,2024,mdma,16.1
Lahti,2024,amphetamine,216.24
Lahti,2024,cocaine,111.14
Lahti,2024,methamphetamine,2.54
Lappeenranta,2014,mdma,4.6
Lappeenranta,2014,amphetamine,22.88
Lappeenranta,2014,cocaine,1.74
Lappeenranta,2014,methamphetamine,0.93
Lappeenranta,2016,mdma,14.54
Lappeenranta,2016,amphetamine,40.12
Lappeenranta,2016,cocaine,0
Lappeenranta,2016,methamphetamine,2.79
Lappeenranta,2018,mdma,14.49
Lappeenranta,2018,amphetamine,69.7
Lappeenranta,2018,cocaine,2.57
Lappeenranta,2018,methamphetamine,8.1
Lappeenranta,2020,mdma,15.07
Lappeenranta,2020,amphetamine,86.31
Lappeenranta,2020,cocaine,1.47
Lappeenranta,2020,methamphetamine,0.72
Lappeenranta,2022,mdma,12.03
Lappeenranta,2022,amphetamine,131.77
Lappeenranta,2022,cocaine,11.21
Lappeenranta,2022,methamphetamine,15.59
Lappeenranta,2024,mdma,12.06
Lappeenranta,2024,amphetamine,174.2
Lappeenranta,2024,cocaine,9
Lappeenranta,2024,methamphetamine,4.08
Lausanne,2014,mdma,20.46
Lausanne,2014,amphetamine,7.26
Lausanne,2014,cocaine,311.89
Lausanne,2014,methamphetamine,3.81
Lausanne,2015,mdma,42.88
Lausanne,2015,amphetamine,10.6
Lausanne,2015,cocaine,313.92
Lausanne,2015,methamphetamine,2.32
Leeuwarden,2023,mdma,76.36
Leeuwarden,2023,amphetamine,330.66
Leeuwarden,2023,cannabis,199.84
Leeuwarden,2023,cocaine,1191.51
Leeuwarden,2023,methamphetamine,25.69
Leeuwarden,2023,ketamine,25.75
Lisbon,2013,mdma,4.85
Lisbon,2013,amphetamine,0
Lisbon,2013,cocaine,106.82
Lisbon,2013,methamphetamine,0
Lisbon,2015,mdma,22.93
Lisbon,2015,amphetamine,3.23
Lisbon,2015,cocaine,264.33
Lisbon,2015,methamphetamine,0
Lisbon,2016,mdma,26.91
Lisbon,2016,amphetamine,3.33
Lisbon,2016,cocaine,257.96
Lisbon,2016,methamphetamine,0
Lisbon,2017,mdma,38.32
Lisbon,2017,amphetamine,3.04
Lisbon,2017,cocaine,271.6
Lisbon,2017,methamphetamine,0
Lisbon,2018,mdma,49.35
Lisbon,2018,amphetamine,5.22
Lisbon,2018,cannabis,117.67
Lisbon,2018,cocaine,454.53
Lisbon,2018,methamphetamine,1.85
Lisbon,2019,mdma,40.53
Lisbon,2019,amphetamine,3.21
Lisbon,2019,cannabis,101.78
Lisbon,2019,cocaine,453.34
Lisbon,2019,methamphetamine,0
Lisbon,2020,mdma,44.68
Lisbon,2020,amphetamine,4.59
Lisbon,2020,cannabis,91.24
Lisbon,2020,cocaine,365.8
Lisbon,2020,methamphetamine,3.76
Lisbon,2021,mdma,48.68
Lisbon,2021,amphetamine,5.66
Lisbon,2021,cannabis,101.77
Lisbon,2021,cocaine,500.48
Lisbon,2021,methamphetamine,7.92
Lisbon,2022,mdma,121.79
Lisbon,2022,amphetamine,14.82
Lisbon,2022,cannabis,129.91
Lisbon,2022,cocaine,731.95
Lisbon,2022,methamphetamine,9.78
Lisbon,2022,ketamine,19.12
Lisbon,2023,mdma,33.08
Lisbon,2023,amphetamine,4.9
Lisbon,2023,cannabis,113.19
Lisbon,2023,methamphetamine,6.1
Lisbon,2024,mdma,81.77
Lisbon,2024,amphetamine,18.36
Lisbon,2024,cannabis,150.83
Lisbon,2024,cocaine,625.08
Lisbon,2024,methamphetamine,10.78
Lisbon,2024,ketamine,14.28
Ljubljana,2017,mdma,35.59
Ljubljana,2017,amphetamine,35.24
Ljubljana,2017,cocaine,449.76
Ljubljana,2017,methamphetamine,0
Ljubljana,2018,mdma,34.95
Ljubljana,2018,amphetamine,20.57
Ljubljana,2018,cannabis,38.36
Ljubljana,2018,cocaine,289.38
Ljubljana,2018,methamphetamine,2.3
Ljubljana,2019,mdma,26.33
Ljubljana,2019,amphetamine,20.31
Ljubljana,2019,cannabis,103.53
Ljubljana,2019,cocaine,429.71
Ljubljana,2019,methamphetamine,16.54
Ljubljana,2020,mdma,102.52
Ljubljana,2020,amphetamine,14.06
Ljubljana,2020,cocaine,336.05
Ljubljana,2020,methamphetamine,1.12
Ljubljana,2021,mdma,7.49
Ljubljana,2021,amphetamine,6.78
Ljubljana,2021,cannabis,143.02
Ljubljana,2021,cocaine,364.79
Ljubljana,2021,methamphetamine,3.75
Ljubljana,2022,mdma,18.12
Ljubljana,2022,amphetamine,19.52
Ljubljana,2022,cannabis,79.95
Ljubljana,2022,cocaine,466.59
Ljubljana,2022,methamphetamine,11.42
Ljubljana,2022,ketamine,6.69
Ljubljana,2023,mdma,24.06
Ljubljana,2023,amphetamine,16.76
Ljubljana,2023,cannabis,137.36
Ljubljana,2023,cocaine,554.73
Ljubljana,2023,methamphetamine,9.68
Ljubljana,2023,ketamine,16.65
Ljubljana,2024,mdma,32.21
Ljubljana,2024,amphetamine,25.51
Ljubljana,2024,cannabis,90.21
Ljubljana,2024,cocaine,692.72
Ljubljana,2024,methamphetamine,4.67
Ljubljana,2024,ketamine,8.09
Lleida,2022,mdma,17.38
Lleida,2022,amphetamine,25.55
Lleida,2022,cannabis,89.24
Lleida,2022,cocaine,759.54
Lleida,2022,methamphetamine,0
Lleida,2022,ketamine,4.22
Lleida,2023,mdma,11.2
Lleida,2023,amphetamine,44.23
Lleida,2023,cannabis,172.82
Lleida,2023,cocaine,879.41
Lleida,2023,methamphetamine,2.61
Lleida,2023,ketamine,8.87
Lleida,2024,mdma,42.47
Lleida,2024,amphetamine,42.25
Lleida,2024,cannabis,121.31
Lleida,2024,cocaine,623.86
Lleida,2024,methamphetamine,0
Lleida,2024,ketamine,10.61
Lugano,2014,mdma,3.68
Lugano,2014,amphetamine,0
Lugano,2014,cocaine,240.6
Lugano,2014,methamphetamine,0
Lugano,2015,mdma,7.74
Lugano,2015,amphetamine,0
Lugano,2015,cocaine,228.49
Lugano,2015,methamphetamine,0
Lugano,2016,mdma,2.52
Lugano,2016,amphetamine,0
Lugano,2016,cocaine,381.08
Lugano,2016,methamphetamine,0.37
Luxembourg,2024,mdma,22.21
Luxembourg,2024,amphetamine,8.05
Luxembourg,2024,cannabis,140.4
Luxembourg,2024,cocaine,499.33
Luxembourg,2024,methamphetamine,2.36
Luxembourg,2024,ketamine,12.4
Madrid VdlV,2017,mdma,13.18
Madrid VdlV,2017,amphetamine,0
Madrid VdlV,2017,cocaine,458.79
Madrid VdlV,2017,methamphetamine,12.01
Madrid VdlV,2018,mdma,13.01
Madrid VdlV,2018,amphetamine,0
Madrid VdlV,2018,cannabis,56.83
Madrid VdlV,2018,cocaine,316.47
Madrid VdlV,2018,methamphetamine,7.93
Madrid VdlV,2019,mdma,9.07
Madrid VdlV,2019,amphetamine,0
Madrid VdlV,2019,cannabis,88.68
Madrid VdlV,2019,cocaine,504.86
Madrid VdlV,2019,methamphetamine,6.64
Magdeburg,2017,mdma,23.49
Magdeburg,2017,amphetamine,97.91
Magdeburg,2017,cocaine,136.23
Magdeburg,2017,methamphetamine,85.2
Magdeburg,2020,mdma,19.06
Magdeburg,2020,amphetamine,114.45
Magdeburg,2020,cocaine,180.79
Magdeburg,2020,methamphetamine,142.63
Magdeburg,2021,mdma,13.53
Magdeburg,2021,cocaine,222.21
Magdeburg,2021,methamphetamine,48.67
Magdeburg,2022,mdma,13.04
Magdeburg,2022,amphetamine,146.8
Magdeburg,2022,cocaine,203.17
Magdeburg,2022,methamphetamine,152.23
Magdeburg,2023,mdma,20.04
Magdeburg,2023,amphetamine,122.97
Magdeburg,2023,cocaine,233.94
Magdeburg,2023,methamphetamine,163.31
Magdeburg,2023,ketamine,29.6
Magdeburg,2024,mdma,21.33
Magdeburg,2024,amphetamine,131.37
Magdeburg,2024,cocaine,226.4
Magdeburg,2024,methamphetamine,195.41
Magdeburg,2024,ketamine,12.77
Mainz,2017,mdma,25.98
Mainz,2017,amphetamine,226.88
Mainz,2017,cocaine,128.46
Mainz,2017,methamphetamine,2.03
Malta,2015,amphetamine,3.72
Malta,2015,cocaine,68.45
Malta,2015,methamphetamine,0.19
Maribor,2018,mdma,6.31
Maribor,2018,amphetamine,3.86
Maribor,2018,cocaine,92.56
Maribor,2018,methamphetamine,0
Maribor,2019,mdma,20.07
Maribor,2019,amphetamine,17.69
Maribor,2019,cannabis,59.52
Maribor,2019,cocaine,237.5
Maribor,2019,methamphetamine,0.83
Maribor,2020,mdma,8.73
Maribor,2020,amphetamine,4.44
Maribor,2020,cocaine,139.68
Maribor,2020,methamphetamine,0
Maribor,2021,mdma,6.86
Maribor,2021,amphetamine,0
Maribor,2021,cannabis,100.66
Maribor,2021,cocaine,155.83
Maribor,2021,methamphetamine,0
Maribor,2022,mdma,13.79
Maribor,2022,amphetamine,20.24
Maribor,2022,cannabis,61.62
Maribor,2022,cocaine,240.47
Maribor,2022,methamphetamine,0.67
Maribor,2022,ketamine,0
Maribor,2023,mdma,17.56
Maribor,2023,amphetamine,30.25
Maribor,2023,cannabis,88.6
Maribor,2023,cocaine,394.89
Maribor,2023,methamphetamine,0.4
Maribor,2023,ketamine,0
Maribor,2024,mdma,17.84
Maribor,2024,amphetamine,32.51
Maribor,2024,cannabis,64.97
Maribor,2024,cocaine,447.91
Maribor,2024,methamphetamine,0
Maribor,2024,ketamine,1.36
Mariehamn,2018,mdma,18.9
Mariehamn,2018,amphetamine,57.43
Mariehamn,2018,cocaine,23.98
Mariehamn,2018,methamphetamine,1.09
Mariehamn,2020,mdma,0.83
Mariehamn,2020,amphetamine,18.4
Mariehamn,2020,cocaine,41.53
Mariehamn,2020,methamphetamine,0
Mariehamn,2022,mdma,3.13
Mariehamn,2022,amphetamine,66.98
Mariehamn,2022,cocaine,22.54
Mariehamn,2022,methamphetamine,0.58
Mariehamn,2024,mdma,5.52
Mariehamn,2024,amphetamine,86.8
Mariehamn,2024,cocaine,17.41
Mariehamn,2024,methamphetamine,2.46
Merchtem,2017,mdma,7.36
Merchtem,2017,amphetamine,26.81
Merchtem,2017,cocaine,234.78
Merchtem,2017,methamphetamine,0
Mikkeli,2018,mdma,19.67
Mikkeli,2018,amphetamine,96.25
Mikkeli,2018,cocaine,2.47
Mikkeli,2018,methamphetamine,6.7
Mikkeli,2020,mdma,36.11
Mikkeli,2020,amphetamine,126.83
Mikkeli,2020,cocaine,2.98
Mikkeli,2020,methamphetamine,4.7
Mikkeli,2022,mdma,2.56
Mikkeli,2022,amphetamine,67.84
Mikkeli,2022,cocaine,1.57
Mikkeli,2022,methamphetamine,0.45
Mikkeli,2024,mdma,5.38
Mikkeli,2024,amphetamine,91.4
Mikkeli,2024,cocaine,21.82
Mikkeli,2024,methamphetamine,2.61
Milan,2011,mdma,7.58
Milan,2011,amphetamine,11.05
Milan,2011,cannabis,27.61
Milan,2011,cocaine,238.85
Milan,2011,methamphetamine,48.68
Milan,2012,mdma,8.74
Milan,2012,amphetamine,0
Milan,2012,cannabis,24.25
Milan,2012,cocaine,241.75
Milan,2012,methamphetamine,10.11
Milan,2013,mdma,4.96
Milan,2013,cannabis,24.91
Milan,2013,cocaine,233.17
Milan,2013,methamphetamine,5.93
Milan,2014,mdma,3.96
Milan,2014,amphetamine,0
Milan,2014,cocaine,208.05
Milan,2014,methamphetamine,5.37
Milan,2015,mdma,6.7
Milan,2015,amphetamine,2.72
Milan,2015,cocaine,206.12
Milan,2015,methamphetamine,10.05
Milan,2016,mdma,4.45
Milan,2016,amphetamine,0
Milan,2016,cocaine,306.59
Milan,2016,methamphetamine,13.77
Milan,2017,mdma,4.34
Milan,2017,amphetamine,0
Milan,2017,cocaine,341.43
Milan,2017,methamphetamine,10.07
Milan,2018,mdma,5.84
Milan,2018,amphetamine,0
Milan,2018,cannabis,31.44
Milan,2018,cocaine,362.19
Milan,2018,methamphetamine,12.93
Milan,2019,mdma,6.45
Milan,2019,amphetamine,3.56
Milan,2019,cannabis,35.68
Milan,2019,cocaine,236.55
Milan,2019,methamphetamine,18.76
Milan,2020,mdma,2.47
Milan,2020,amphetamine,0
Milan,2020,cannabis,47.64
Milan,2020,cocaine,401.44
Milan,2020,methamphetamine,11.09
Milan,2021,mdma,2.57
Milan,2021,amphetamine,0
Milan,2021,cannabis,42.98
Milan,2021,cocaine,385.29
Milan,2021,methamphetamine,12.67
Milan,2022,amphetamine,0
Milan,2022,cannabis,53.33
Milan,2022,cocaine,390.11
Milan,2022,methamphetamine,9.7
Milan,2022,ketamine,13.83
Milan,2023,mdma,9.84
Milan,2023,amphetamine,6.6
Milan,2023,cannabis,54.22
Milan,2023,cocaine,369.18
Milan,2023,methamphetamine,16.18
Milan,2023,ketamine,22.98
Milan,2024,mdma,14.44
Milan,2024,amphetamine,4.05
Milan,2024,cannabis,52.28
Milan,2024,cocaine,402.39
Milan,2024,methamphetamine,11.14
Milan,2024,ketamine,24.92
Molina de Segura,2015,mdma,4.22
Molina de Segura,2015,amphetamine,0
Molina de Segura,2015,cocaine,232.78
Molina de Segura,2015,methamphetamine,0
Molina de Segura,2016,mdma,0
Molina de Segura,2016,amphetamine,0
Molina de Segura,2016,cocaine,509.94
Molina de Segura,2016,methamphetamine,0
Munich G,2014,mdma,18.06
Munich G,2014,amphetamine,22.19
Munich G,2014,cocaine,79.46
Munich G,2014,methamphetamine,0
Munich G,2015,mdma,7.24
Munich G,2015,amphetamine,0
Munich G,2015,cocaine,26.8
Munich G,2015,methamphetamine,7.18
Munich G,2016,mdma,24.09
Munich G,2016,amphetamine,26.17
Munich G,2016,cocaine,113.79
Munich G,2016,methamphetamine,24.8
Munich G,2017,mdma,22.46
Munich G,2017,amphetamine,25.53
Munich G,2017,cocaine,140.16
Munich G,2017,methamphetamine,8.1
Munich G,2018,mdma,21.07
Munich G,2018,amphetamine,6.3
Munich G,2018,cocaine,187.06
Munich G,2018,methamphetamine,5.42
Munich G,2019,mdma,17.09
Munich G,2019,amphetamine,26.18
Munich G,2019,cocaine,235.7
Munich G,2019,methamphetamine,8.01
Munich G,2020,mdma,14.38
Munich G,2020,amphetamine,14.14
Munich G,2020,cocaine,191.33
Munich G,2020,methamphetamine,9.3
Munich G,2021,mdma,13.55
Munich G,2021,cocaine,236.17
Munich G,2021,methamphetamine,4.94
Munich G,2022,mdma,11.74
Munich G,2022,amphetamine,31.67
Munich G,2022,cocaine,236.41
Munich G,2022,methamphetamine,14.1
Munich G,2023,mdma,16.1
Munich G,2023,amphetamine,30.93
Munich G,2023,cocaine,301.46
Munich G,2023,methamphetamine,14.36
Munich G,2023,ketamine,19.29
Munich G,2024,mdma,39.37
Munich G,2024,amphetamine,37.87
Munich G,2024,cocaine,407.64
Munich G,2024,methamphetamine,18.86
Munich G,2024,ketamine,14.51
Mytilene,2015,mdma,0.81
Mytilene,2015,amphetamine,0
Mytilene,2015,cocaine,2.65
Mytilene,2015,methamphetamine,0
Narva,2021,cannabis,37.34
Narva,2021,cocaine,35.73
Nicosia (2),2021,mdma,3.34
Nicosia (2),2021,amphetamine,4.14
Nicosia (2),2021,cocaine,47.68
Nicosia (2),2021,methamphetamine,10.44
Nicosia (2),2022,mdma,1.04
Nicosia (2),2022,amphetamine,3.19
Nicosia (2),2022,cocaine,46.12
Nicosia (2),2022,methamphetamine,20.09
Nicosia (2),2022,ketamine,0
Nicosia (2),2023,mdma,2.99
Nicosia (2),2023,amphetamine,6.28
Nicosia (2),2023,cocaine,65.27
Nicosia (2),2023,methamphetamine,9.17
Nicosia (2),2023,ketamine,0
Nicosia (2),2024,mdma,1.62
Nicosia (2),2024,amphetamine,5.77
Nicosia (2),2024,cocaine,43.54
Nicosia (2),2024,methamphetamine,10.82
Nicosia (2),2024,ketamine,0
Ninove,2013,mdma,10.96
Ninove,2013,amphetamine,111.94
Ninove,2013,cannabis,39.95
Ninove,2013,cocaine,106.2
Ninove,2013,methamphetamine,0
Ninove,2014,mdma,15.82
Ninove,2014,amphetamine,129.4
Ninove,2014,cocaine,114.17
Ninove,2014,methamphetamine,0.49
Ninove,2015,mdma,10.44
Ninove,2015,amphetamine,119.04
Ninove,2015,cocaine,98.52
Ninove,2015,methamphetamine,1.01
Novi Sad,2013,mdma,7.09
Novi Sad,2013,amphetamine,25.67
Novi Sad,2013,cannabis,185.88
Novi Sad,2013,cocaine,15.78
Novi Sad,2013,methamphetamine,0
Novi Sad,2020,mdma,19.61
Novi Sad,2020,amphetamine,69.76
Novi Sad,2020,cocaine,125.95
Novi Sad,2020,methamphetamine,0
Novo mesto,2019,mdma,8.77
Novo mesto,2019,amphetamine,13.02
Novo mesto,2019,cannabis,71.83
Novo mesto,2019,cocaine,259.59
Novo mesto,2019,methamphetamine,0
Novo mesto,2020,mdma,2.72
Novo mesto,2020,amphetamine,2.66
Novo mesto,2020,cocaine,107.44
Novo mesto,2020,methamphetamine,0
Novo mesto,2021,mdma,4.59
Novo mesto,2021,amphetamine,28.71
Novo mesto,2021,cannabis,76.05
Novo mesto,2021,cocaine,192.82
Novo mesto,2021,methamphetamine,0
Novo mesto,2022,mdma,2.95
Novo mesto,2022,amphetamine,5.35
Novo mesto,2022,cannabis,57.46
Novo mesto,2022,cocaine,261.13
Novo mesto,2022,methamphetamine,0.3
Novo mesto,2022,ketamine,0
Novo mesto,2023,mdma,3.86
Novo mesto,2023,amphetamine,4.03
Novo mesto,2023,cannabis,73.9
Novo mesto,2023,cocaine,303.06
Novo mesto,2023,methamphetamine,1.72
Novo mesto,2023,ketamine,0
Novo mesto,2024,mdma,1.13
Novo mesto,2024,amphetamine,9.82
Novo mesto,2024,cannabis,36.84
Novo mesto,2024,cocaine,318.89
Novo mesto,2024,methamphetamine,0
Novo mesto,2024,ketamine,2.01
Nuremberg,2017,mdma,13.66
Nuremberg,2017,amphetamine,41.65
Nuremberg,2017,cocaine,18.11
Nuremberg,2017,methamphetamine,94.77
Nuremberg,2020,mdma,5.64
Nuremberg,2020,amphetamine,33.18
Nuremberg,2020,cocaine,38.24
Nuremberg,2020,methamphetamine,123.56
Nuremberg,2021,mdma,12.14
Nuremberg,2021,cocaine,72.94
Nuremberg,2021,methamphetamine,57.61
Nuremberg,2022,mdma,6.15
Nuremberg,2022,amphetamine,61.04
Nuremberg,2022,cocaine,61.86
Nuremberg,2022,methamphetamine,132.41
Nuremberg,2023,mdma,25.87
Nuremberg,2023,amphetamine,46.96
Nuremberg,2023,cocaine,103.7
Nuremberg,2023,methamphetamine,167.89
Nuremberg,2023,ketamine,24.03
Nuremberg,2024,mdma,15.44
Nuremberg,2024,amphetamine,53.19
Nuremberg,2024,cocaine,91.62
Nuremberg,2024,methamphetamine,175.17
Nuremberg,2024,ketamine,11.96
Odense,2021,mdma,11.38
Odense,2021,amphetamine,90.74
Odense,2021,cocaine,295.15
Odense,2021,methamphetamine,4.78
Odense,2024,mdma,10.03
Odense,2024,amphetamine,121.81
Odense,2024,cannabis,78.41
Odense,2024,cocaine,406.63
Odense,2024,methamphetamine,1.5
Odense,2024,ketamine,7.22
Oostende,2015,mdma,9.18
Oostende,2015,amphetamine,176.58
Oostende,2015,cocaine,80.71
Oostende,2015,methamphetamine,1.1
Oostende,2016,mdma,13.41
Oostende,2016,amphetamine,178.98
Oostende,2016,cocaine,98
Oostende,2016,methamphetamine,0
Oostende,2017,mdma,14.66
Oostende,2017,amphetamine,236.37
Oostende,2017,cocaine,145.14
Oostende,2017,methamphetamine,0
Oostende,2018,mdma,11.59
Oostende,2018,amphetamine,151.63
Oostende,2018,cocaine,139.17
Oostende,2018,methamphetamine,0
Oostende,2019,mdma,25.96
Oostende,2019,amphetamine,291.64
Oostende,2019,cocaine,249.38
Oostende,2019,methamphetamine,1.58
Oslo (2),2024,mdma,37.79
Oslo (2),2024,amphetamine,296.7
Oslo (2),2024,cannabis,163.11
Oslo (2),2024,cocaine,672.16
Oslo (2),2024,methamphetamine,29.35
Oslo (2),2024,ketamine,65.51
Ostrava,2019,mdma,25.14
Ostrava,2019,amphetamine,48.67
Ostrava,2019,cannabis,56.3
Ostrava,2019,cocaine,27.41
Ostrava,2019,methamphetamine,601.16
Ostrava,2020,mdma,16.77
Ostrava,2020,amphetamine,76.6
Ostrava,2020,cannabis,70.68
Ostrava,2020,cocaine,45.4
Ostrava,2020,methamphetamine,702.94
Ostrava,2021,mdma,10.31
Ostrava,2021,amphetamine,76.77
Ostrava,2021,cannabis,82.08
Ostrava,2021,cocaine,45.91
Ostrava,2021,methamphetamine,684.14
Ostrava,2022,amphetamine,94.74
Ostrava,2022,cannabis,76.25
Ostrava,2022,cocaine,71.68
Ostrava,2022,methamphetamine,922.26
Ostrava,2023,mdma,9.71
Ostrava,2023,amphetamine,59.32
Ostrava,2023,cannabis,54.13
Ostrava,2023,cocaine,99.11
Ostrava,2023,methamphetamine,614.44
Ostrava,2023,ketamine,1.67
Ostrava,2024,mdma,26.41
Ostrava,2024,amphetamine,56.62
Ostrava,2024,cannabis,61.53
Ostrava,2024,cocaine,119.23
Ostrava,2024,methamphetamine,577.04
Ostrava,2024,ketamine,1.55
Oulu,2014,mdma,40.66
Oulu,2014,amphetamine,24.86
Oulu,2014,cocaine,0.28
Oulu,2014,methamphetamine,1.27
Oulu,2016,mdma,10.31
Oulu,2016,amphetamine,32.58
Oulu,2016,cocaine,0
Oulu,2016,methamphetamine,12.04
Oulu,2018,mdma,16.81
Oulu,2018,amphetamine,69.35
Oulu,2018,cocaine,2.75
Oulu,2018,methamphetamine,2.66
Oulu,2020,mdma,19.57
Oulu,2020,amphetamine,106.73
Oulu,2020,cocaine,3.72
Oulu,2020,methamphetamine,1.21
Oulu,2022,mdma,10.05
Oulu,2022,amphetamine,49.98
Oulu,2022,cocaine,7.21
Oulu,2022,methamphetamine,4.19
Oulu,2024,mdma,25.74
Oulu,2024,amphetamine,140.06
Oulu,2024,cocaine,29.47
Oulu,2024,methamphetamine,2.87
Paris Seine Centre,2011,mdma,14.94
Paris Seine Centre,2011,amphetamine,0
Paris Seine Centre,2011,cannabis,123.59
Paris Seine Centre,2011,cocaine,206.3
Paris Seine Centre,2011,methamphetamine,0
Paris Seine Centre,2012,amphetamine,0
Paris Seine Centre,2012,cannabis,117.46
Paris Seine Centre,2012,cocaine,215.42
Paris Seine Centre,2012,methamphetamine,0
Paris Seine Centre,2013,mdma,26.06
Paris Seine Centre,2013,amphetamine,0
Paris Seine Centre,2013,cannabis,151.03
Paris Seine Centre,2013,cocaine,242.66
Paris Seine Centre,2013,methamphetamine,4
Paris Seine Centre,2014,mdma,19.06
Paris Seine Centre,2014,amphetamine,0
Paris Seine Centre,2014,cocaine,233.96
Paris Seine Centre,2014,methamphetamine,0
Paris Seine Centre,2015,mdma,20.6
Paris Seine Centre,2015,amphetamine,0
Paris Seine Centre,2015,cocaine,161.56
Paris Seine Centre,2015,methamphetamine,0
Paris Seine Centre,2016,mdma,17.16
Paris Seine Centre,2016,amphetamine,0
Paris Seine Centre,2016,cocaine,169.6
Paris Seine Centre,2016,methamphetamine,0
Paris Seine Centre,2017,mdma,43.43
Paris Seine Centre,2017,amphetamine,0
Paris Seine Centre,2017,cocaine,324.24
Paris Seine Centre,2017,methamphetamine,0
Paris Seine Centre,2018,mdma,34.3
Paris Seine Centre,2018,amphetamine,0
Paris Seine Centre,2018,cannabis,83.14
Paris Seine Centre,2018,cocaine,524.98
Paris Seine Centre,2018,methamphetamine,0
Paris Seine Centre,2019,mdma,27.14
Paris Seine Centre,2019,amphetamine,0
Paris Seine Centre,2019,cannabis,93.67
Paris Seine Centre,2019,cocaine,273.54
Paris Seine Centre,2019,methamphetamine,0
Paris Seine Centre,2020,mdma,32.29
Paris Seine Centre,2020,amphetamine,0
Paris Seine Centre,2020,cannabis,163.69
Paris Seine Centre,2020,cocaine,410.58
Paris Seine Centre,2020,methamphetamine,0
Paris Seine Centre,2021,mdma,56.95
Paris Seine Centre,2021,amphetamine,0
Paris Seine Centre,2021,cannabis,117.74
Paris Seine Centre,2021,cocaine,427.42
Paris Seine Centre,2021,methamphetamine,0
Paris Seine Centre,2023,mdma,83.04
Paris Seine Centre,2023,amphetamine,0
Paris Seine Centre,2023,cannabis,119.1
Paris Seine Centre,2023,cocaine,616.48
Paris Seine Centre,2023,methamphetamine,34.37
Paris Seine Centre,2023,ketamine,31.81
Paris Seine Centre,2024,mdma,50.57
Paris Seine Centre,2024,amphetamine,5.85
Paris Seine Centre,2024,cannabis,53.88
Paris Seine Centre,2024,methamphetamine,12.25
Paris Seine Centre,2024,ketamine,15.75
Paris South Suburbs,2017,mdma,5.19
Paris South Suburbs,2017,amphetamine,0
Paris South Suburbs,2017,cocaine,104.31
Paris South Suburbs,2017,methamphetamine,0
Paris South Suburbs,2018,mdma,0
Paris South Suburbs,2018,amphetamine,0
Paris South Suburbs,2018,cannabis,87.98
Paris South Suburbs,2018,cocaine,56.77
Paris South Suburbs,2018,methamphetamine,0
Piestany,2013,mdma,0
Piestany,2013,amphetamine,13.99
Piestany,2013,cannabis,20.92
Piestany,2013,cocaine,3.23
Piestany,2013,methamphetamine,123.8
Piestany,2015,mdma,0
Piestany,2015,amphetamine,23.34
Piestany,2015,cocaine,6.15
Piestany,2015,methamphetamine,131.86
Piestany,2016,mdma,10.16
Piestany,2016,amphetamine,30.89
Piestany,2016,cocaine,20.03
Piestany,2016,methamphetamine,310.21
Piestany,2017,mdma,2.24
Piestany,2017,amphetamine,2.11
Piestany,2017,cocaine,6.35
Piestany,2017,methamphetamine,78.03
Piestany,2018,mdma,2.46
Piestany,2018,amphetamine,24.06
Piestany,2018,cannabis,17.96
Piestany,2018,cocaine,22.01
Piestany,2018,methamphetamine,81.9
Piestany,2019,cannabis,27.68
Piestany,2019,cocaine,33.19
Piestany,2021,mdma,2.01
Piestany,2021,amphetamine,11.45
Piestany,2021,cannabis,20.92
Piestany,2021,cocaine,11.92
Piestany,2021,methamphetamine,151.15
Piestany,2022,mdma,2.49
Piestany,2022,amphetamine,7.88
Piestany,2022,cannabis,26.72
Piestany,2022,cocaine,41.33
Piestany,2023,mdma,5.99
Piestany,2023,cannabis,23.42
Piestany,2023,cocaine,35.77
