,nuts_code,ref_year,gdp,currency
15977,CH054,2022,1278180000,EUR
15978,CH055,2022,45972260000,EUR
15979,CH056,2022,17261560000,EUR
16009,RS110,2022,25637620000,EUR
16012,RS123,2022,7034840000,EUR
16035,TR100,2022,261252960000,EUR
16057,TR510,2022,83120830000,EUR
16063,TR621,2022,18223680000,EUR
16116,BE100,2023,103568870000,EUR
16117,BE211,2023,66805110000,EUR
16118,BE212,2023,21189260000,EUR
16126,BE234,2023,36901890000,EUR
16128,BE236,2023,12785690000,EUR
16129,BE241,2023,40760350000,EUR
16130,BE242,2023,25694370000,EUR
16131,BE251,2023,15199910000,EUR
16134,BE254,2023,16727470000,EUR
16135,BE255,2023,6974690000,EUR
16139,BE310,2023,28280520000,EUR
16140,BE323,2023,8303230000,EUR
16148,BE332,2023,25450930000,EUR
16152,BE341,2023,2027460000,EUR
16154,BE343,2023,2237970000,EUR
16158,BE352,2023,12789890000,EUR
16189,CZ010,2023,87220100000,EUR
16191,CZ031,2023,15893290000,EUR
16192,CZ032,2023,15251140000,EUR
16193,CZ041,2023,5287950000,EUR
16194,CZ042,2023,16834350000,EUR
16199,CZ064,2023,34959370000,EUR
16202,CZ080,2023,26954080000,EUR
16203,DK011,2023,72524540000,EUR
16206,DK014,2023,1651250000,EUR
16208,DK022,2023,26891160000,EUR
16209,DK031,2023,23183330000,EUR
16212,DK042,2023,50159540000,EUR
16215,DE111,2023,72331040000,EUR
16251,DE142,2023,9995460000,EUR
16253,DE144,2023,12947060000,EUR
16260,DE212,2023,150229490000,EUR
16320,DE254,2023,38630200000,EUR
16355,DE300,2023,199564580000,EUR
16376,DE600,2023,155055060000,EUR
16378,DE712,2023,90525280000,EUR
16403,DE803,2023,10339230000,EUR
16427,DE929,2023,65696850000,EUR
16486,DEA35,2023,8253300000,EUR
16498,DEA52,2023,29577580000,EUR
16529,DEB35,2023,19682630000,EUR
16545,DEC01,2023,17113990000,EUR
16566,DEE03,2023,10340220000,EUR
16593,DEG01,2023,10859150000,EUR
16615,EE001,2023,24099040000,EUR
16617,EE008,2023,7092040000,EUR
16625,IE061,2023,250762360000,EUR
16630,EL303,2023,38720430000,EUR
16632,EL305,2023,12920420000,EUR
16635,EL411,2023,1545370000,EUR
16650,EL522,2023,19661030000,EUR
16683,ES114,2023,25662500000,EUR
16694,ES300,2023,295939000000,EUR
16711,ES511,2023,209563800000,EUR
16713,ES513,2023,15081500000,EUR
16714,ES514,2023,29471600000,EUR
16716,ES522,2023,17662000000,EUR
16717,ES523,2023,75521500000,EUR
16724,ES614,2023,20836900000,EUR
16729,ES620,2023,39838600000,EUR
16740,FR101,2023,264481200000,EUR
16792,FRI12,2023,70556300000,EUR
16837,FRY20,2023,10098200000,EUR
16854,HR035,2023,7089670000,EUR
16857,HR050,2023,26671220000,EUR
16886,ITC4C,2023,230481350000,EUR
16926,ITH10,2023,32936080000,EUR
16943,ITH55,2023,50851230000,EUR
16967,ITI43,2023,201289920000,EUR
16971,CY000,2023,32439160000,EUR
16978,LT011,2023,33822430000,EUR
16980,LT022,2023,14853640000,EUR
16981,LT023,2023,7655210000,EUR
16988,LU000,2023,82115470000,EUR
16989,HU110,2023,74982100000,EUR
17003,HU321,2023,7923530000,EUR
17024,NL213,2023,31331680000,EUR
17030,NL321,2023,15496340000,EUR
17047,NL414,2023,58734250000,EUR
17057,AT121,2023,10169920000,EUR
17058,AT122,2023,10049810000,EUR
17062,AT126,2023,12730200000,EUR
17063,AT127,2023,20385450000,EUR
17064,AT130,2023,119962600000,EUR
17065,AT211,2023,16746340000,EUR
17066,AT212,2023,5003770000,EUR
17068,AT221,2023,27719270000,EUR
17071,AT224,2023,10433510000,EUR
17072,AT225,2023,7669710000,EUR
17074,AT311,2023,13886880000,EUR
17075,AT312,2023,40651890000,EUR
17077,AT314,2023,8058970000,EUR
17081,AT323,2023,25463730000,EUR
17083,AT332,2023,17693930000,EUR
17086,AT335,2023,14970160000,EUR
17088,AT342,2023,16220270000,EUR
17090,PL213,2023,26227040000,EUR
17166,PT11A,2023,43957080000,EUR
17193,RO114,2023,5308230000,EUR
17221,RO321,2023,84230360000,EUR
17234,SI032,2023,8093590000,EUR
17236,SI034,2023,6810550000,EUR
17239,SI037,2023,4009180000,EUR
17241,SI041,2023,25242650000,EUR
17242,SI042,2023,5488940000,EUR
17243,SI043,2023,3217450000,EUR
17244,SI044,2023,3377760000,EUR
17245,SK010,2023,34184650000,EUR
17246,SK021,2023,13933790000,EUR
17253,FI196,2023,9803560000,EUR
17258,FI1B1,2023,108495510000,EUR
17259,FI1C1,2023,22252180000,EUR
17260,FI1C2,2023,6973070000,EUR
17261,FI1C5,2023,4723430000,EUR
17264,FI1D5,2023,3097240000,EUR
17265,FI1D7,2023,7900350000,EUR
17266,FI1D8,2023,2660840000,EUR
17267,FI1D9,2023,17741820000,EUR
17271,FI200,2023,1635550000,EUR
17273,SE110,2023,169125420000,EUR
17274,SE121,2023,19527820000,EUR
17280,SE212,2023,10195330000,EUR
17286,SE232,2023,93272060000,EUR
17287,SE311,2023,11102450000,EUR
17289,SE313,2023,10545420000,EUR
17292,SE331,2023,12648790000,EUR
17352,RS110,2023,32418650000,EUR
17355,RS123,2023,8065190000,EUR
17378,TR100,2023,311324440000,EUR
17400,TR510,2023,107971630000,EUR
17406,TR621,2023,21548350000,EUR
17459,BE100,2024,108152970000,EUR
17460,BE211,2024,67609830000,EUR
17461,BE212,2024,21006160000,EUR
17469,BE234,2024,38769040000,EUR
17471,BE236,2024,13181570000,EUR
17472,BE241,2024,42334590000,EUR
17473,BE242,2024,26327350000,EUR
17474,BE251,2024,15597460000,EUR
17477,BE254,2024,17026970000,EUR
17478,BE255,2024,7164020000,EUR
17482,BE310,2024,28893160000,EUR
17483,BE323,2024,8924090000,EUR
17491,BE332,2024,26435290000,EUR
17495,BE341,2024,2077260000,EUR
17497,BE343,2024,2336450000,EUR
17501,BE352,2024,13232170000,EUR
17532,CZ010,2024,86596180000,EUR
17534,CZ031,2024,15526070000,EUR
17535,CZ032,2024,15512850000,EUR
17536,CZ041,2024,5381520000,EUR
17537,CZ042,2024,16527540000,EUR
17542,CZ064,2024,34861310000,EUR
17545,CZ080,2024,27398340000,EUR
17546,DK011,2024,76296400000,EUR
17549,DK014,2024,1684400000,EUR
17551,DK022,2024,28353550000,EUR
17552,DK031,2024,23636720000,EUR
17555,DK042,2024,51837470000,EUR
17958,EE001,2024,25164420000,EUR
17960,EE008,2024,7359550000,EUR
17968,IE061,2024,279799600000,EUR
18083,FR101,2024,279937500000,EUR
18135,FRI12,2024,73051700000,EUR
18180,FRY20,2024,10480100000,EUR
18197,HR035,2024,7803490000,EUR
18200,HR050,2024,29116760000,EUR
18314,CY000,2024,34770170000,EUR
18321,LT011,2024,36173710000,EUR
18323,LT022,2024,15855970000,EUR
18324,LT023,2024,8111490000,EUR
18331,LU000,2024,86180280000,EUR
18332,HU110,2024,80200670000,EUR
18346,HU321,2024,8347320000,EUR
18367,NL213,2024,33948840000,EUR
18373,NL321,2024,16678580000,EUR
18390,NL414,2024,63114070000,EUR
18509,PT11A,2024,46966660000,EUR
18536,RO114,2024,5812830000,EUR
18564,RO321,2024,94002780000,EUR
18577,SI032,2024,8635780000,EUR
18579,SI034,2024,7108660000,EUR
18582,SI037,2024,4274120000,EUR
18584,SI041,2024,26920690000,EUR
18585,SI042,2024,5559740000,EUR
18586,SI043,2024,3310710000,EUR
18587,SI044,2024,3453460000,EUR
18588,SK010,2024,36496500000,EUR
18589,SK021,2024,14997090000,EUR
18596,FI196,2024,9763240000,EUR
18601,FI1B1,2024,108495710000,EUR
18602,FI1C1,2024,22820390000,EUR
18603,FI1C2,2024,7005360000,EUR
18604,FI1C5,2024,5029330000,EUR
18607,FI1D5,2024,2973700000,EUR
18608,FI1D7,2024,8252000000,EUR
18609,FI1D8,2024,2742530000,EUR
18610,FI1D9,2024,18300290000,EUR
18614,FI200,2024,1632980000,EUR
18616,SE110,2024,179239890000,EUR
18617,SE121,2024,20916320000,EUR
18623,SE212,2024,10198850000,EUR
18629,SE232,2024,93679430000,EUR
18630,SE311,2024,11976340000,EUR
18632,SE313,2024,10971020000,EUR
18635,SE331,2024,13639940000,EUR
18721,TR100,2024,365742180000,EUR
18743,TR510,2024,131357810000,EUR
18749,TR621,2024,24603730000,EUR
