,nuts_code,ref_year,gdp,currency
0,BE100,2011,70768130000,EUR
1,BE211,2011,42658520000,EUR
2,BE212,2011,11933100000,EUR
10,BE234,2011,21608600000,EUR
12,BE236,2011,7535990000,EUR
13,BE241,2011,24902190000,EUR
14,BE242,2011,15263530000,EUR
15,BE251,2011,9991840000,EUR
18,BE254,2011,10126010000,EUR
19,BE255,2011,3807400000,EUR
23,BE310,2011,14302670000,EUR
24,BE323,2011,5433320000,EUR
32,BE332,2011,16854400000,EUR
36,BE341,2011,1359810000,EUR
38,BE343,2011,1341950000,EUR
42,BE352,2011,8389700000,EUR
73,CZ010,2011,42999470000,EUR
75,CZ031,2011,8264570000,EUR
76,CZ032,2011,8270470000,EUR
77,CZ041,2011,3327370000,EUR
78,CZ042,2011,9886730000,EUR
83,CZ064,2011,17499650000,EUR
86,CZ080,2011,16258180000,EUR
87,DK011,2011,43790060000,EUR
90,DK014,2011,1283810000,EUR
92,DK022,2011,17325420000,EUR
93,DK031,2011,16882380000,EUR
96,DK042,2011,32831770000,EUR
99,DE111,2011,44365800000,EUR
135,DE142,2011,6020190000,EUR
137,DE144,2011,8338110000,EUR
144,DE212,2011,89505400000,EUR
204,DE254,2011,24580380000,EUR
239,DE300,2011,110612420000,EUR
260,DE600,2011,98802300000,EUR
262,DE712,2011,61999910000,EUR
287,DE803,2011,5734020000,EUR
311,DE929,2011,42817190000,EUR
370,DEA35,2011,5120560000,EUR
382,DEA52,2011,19179700000,EUR
413,DEB35,2011,10768530000,EUR
429,DEC01,2011,14149110000,EUR
450,DEE03,2011,7075110000,EUR
477,DEG01,2011,7248680000,EUR
499,EE001,2011,10288410000,EUR
501,EE008,2011,2828090000,EUR
509,IE061,2011,81798040000,EUR
514,EL303,2011,35201580000,EUR
516,EL305,2011,12176100000,EUR
519,EL411,2011,1485990000,EUR
534,EL522,2011,17904920000,EUR
567,ES114,2011,18292900000,EUR
578,ES300,2011,199623700000,EUR
595,ES511,2011,147153500000,EUR
597,ES513,2011,11908500000,EUR
598,ES514,2011,21264100000,EUR
600,ES522,2011,13533600000,EUR
601,ES523,2011,55056300000,EUR
608,ES614,2011,15053700000,EUR
613,ES620,2011,27698300000,EUR
624,FR101,2011,195501600000,EUR
676,FRI12,2011,46983500000,EUR
721,FRY20,2011,8299400000,EUR
738,HR035,2011,3751960000,EUR
741,HR050,2011,15649890000,EUR
770,ITC4C,2011,165591290000,EUR
810,ITH10,2011,21087480000,EUR
827,ITH55,2011,37797770000,EUR
851,ITI43,2011,162709970000,EUR
855,CY000,2011,19858080000,EUR
862,LT011,2011,11803680000,EUR
864,LT022,2011,6075840000,EUR
865,LT023,2011,3746900000,EUR
872,LU000,2011,44323470000,EUR
873,HU110,2011,38450040000,EUR
887,HU321,2011,4135040000,EUR
908,NL213,2011,19780520000,EUR
914,NL321,2011,9928680000,EUR
931,NL414,2011,31160030000,EUR
941,AT121,2011,6574580000,EUR
942,AT122,2011,6753280000,EUR
946,AT126,2011,8150240000,EUR
947,AT127,2011,13602080000,EUR
948,AT130,2011,79361410000,EUR
949,AT211,2011,10394590000,EUR
950,AT212,2011,3132200000,EUR
952,AT221,2011,17640110000,EUR
955,AT224,2011,6625160000,EUR
956,AT225,2011,4767420000,EUR
958,AT311,2011,8328930000,EUR
959,AT312,2011,26951300000,EUR
961,AT314,2011,5739560000,EUR
965,AT323,2011,16390380000,EUR
967,AT332,2011,11327390000,EUR
970,AT335,2011,8962790000,EUR
972,AT342,2011,10481120000,EUR
974,PL213,2011,11496330000,EUR
1050,PT11A,2011,27276690000,EUR
1077,RO114,2011,2174360000,EUR
1105,RO321,2011,33068170000,EUR
1118,SI032,2011,4796050000,EUR
1120,SI034,2011,4140220000,EUR
1123,SI037,2011,2443840000,EUR
1125,SI041,2011,13554930000,EUR
1126,SI042,2011,3035560000,EUR
1127,SI043,2011,1977130000,EUR
1128,SI044,2011,2122040000,EUR
1129,SK010,2011,20457950000,EUR
1130,SK021,2011,8129980000,EUR
1137,FI196,2011,7605970000,EUR
1142,FI1B1,2011,74898740000,EUR
1143,FI1C1,2011,15809320000,EUR
1144,FI1C2,2011,5145390000,EUR
1145,FI1C5,2011,4687350000,EUR
1148,FI1D5,2011,2274450000,EUR
1149,FI1D7,2011,5450710000,EUR
1150,FI1D8,2011,2072580000,EUR
1151,FI1D9,2011,12492460000,EUR
1155,FI200,2011,1196510000,EUR
1157,SE110,2011,125101640000,EUR
1158,SE121,2011,13741310000,EUR
1164,SE212,2011,7205730000,EUR
1170,SE232,2011,67676200000,EUR
1171,SE311,2011,9292580000,EUR
1173,SE313,2011,9276690000,EUR
1176,SE331,2011,9857530000,EUR
1180,NO060,2011,20699400000,EUR
1189,CH011,2011,41686050000,EUR
1191,CH013,2011,40227420000,EUR
1192,CH021,2011,62438730000,EUR
1193,CH022,2011,13821240000,EUR
1194,CH023,2011,13976410000,EUR
1199,CH033,2011,33029160000,EUR
1200,CH040,2011,113592780000,EUR
1202,CH052,2011,5440770000,EUR
1204,CH054,2011,747590000,EUR
1205,CH055,2011,29623260000,EUR
1206,CH056,2011,11133840000,EUR
1236,RS110,2011,15127050000,EUR
1239,RS123,2011,3910270000,EUR
1262,TR100,2011,178004040000,EUR
1284,TR510,2011,56697550000,EUR
1290,TR621,2011,12342510000,EUR
1343,BE100,2012,73023930000,EUR
1344,BE211,2012,43673840000,EUR
1345,BE212,2012,12185550000,EUR
1353,BE234,2012,21731520000,EUR
1355,BE236,2012,7499930000,EUR
1356,BE241,2012,25697590000,EUR
1357,BE242,2012,16041140000,EUR
1358,BE251,2012,10206870000,EUR
1361,BE254,2012,10263730000,EUR
1362,BE255,2012,3912120000,EUR
1366,BE310,2012,14959080000,EUR
1367,BE323,2012,5548730000,EUR
1375,BE332,2012,17330540000,EUR
1379,BE341,2012,1355200000,EUR
1381,BE343,2012,1432170000,EUR
1385,BE352,2012,8537080000,EUR
1416,CZ010,2012,42300900000,EUR
1418,CZ031,2012,8285540000,EUR
1419,CZ032,2012,7902630000,EUR
1420,CZ041,2012,3208720000,EUR
1421,CZ042,2012,9738840000,EUR
1426,CZ064,2012,17356580000,EUR
1429,CZ080,2012,16034920000,EUR
1430,DK011,2012,45184470000,EUR
1433,DK014,2012,1319330000,EUR
1435,DK022,2012,17653880000,EUR
1436,DK031,2012,17022780000,EUR
1439,DK042,2012,33434240000,EUR
1442,DE111,2012,45608720000,EUR
1478,DE142,2012,6301090000,EUR
1480,DE144,2012,8254690000,EUR
1487,DE212,2012,93549300000,EUR
1547,DE254,2012,25531220000,EUR
1582,DE300,2012,112381010000,EUR
1603,DE600,2012,101388200000,EUR
1605,DE712,2012,63001080000,EUR
1630,DE803,2012,6002700000,EUR
1654,DE929,2012,43356730000,EUR
1713,DEA35,2012,5274620000,EUR
1725,DEA52,2012,19727800000,EUR
1756,DEB35,2012,11034470000,EUR
1772,DEC01,2012,13711770000,EUR
1793,DEE03,2012,7292510000,EUR
1820,DEG01,2012,7300010000,EUR
1842,EE001,2012,11325210000,EUR
1844,EE008,2012,3015300000,EUR
1852,IE061,2012,85890240000,EUR
1857,EL303,2012,31666300000,EUR
1859,EL305,2012,10600520000,EUR
1862,EL411,2012,1346530000,EUR
1877,EL522,2012,16130980000,EUR
1910,ES114,2012,17667200000,EUR
1921,ES300,2012,196359700000,EUR
1938,ES511,2012,142976200000,EUR
1940,ES513,2012,11815500000,EUR
1941,ES514,2012,20549800000,EUR
1943,ES522,2012,12669200000,EUR
1944,ES523,2012,52740500000,EUR
1951,ES614,2012,14718100000,EUR
1956,ES620,2012,26950800000,EUR
1967,FR101,2012,199613300000,EUR
2019,FRI12,2012,48031100000,EUR
2064,FRY20,2012,8413400000,EUR
2081,HR035,2012,3645410000,EUR
2084,HR050,2012,15321180000,EUR
2113,ITC4C,2012,162599770000,EUR
2153,ITH10,2012,21940650000,EUR
2170,ITH55,2012,37024880000,EUR
2194,ITI43,2012,158266730000,EUR
2198,CY000,2012,19495370000,EUR
2205,LT011,2012,12819860000,EUR
2207,LT022,2012,6513650000,EUR
2208,LT023,2012,3969110000,EUR
2215,LU000,2012,46526240000,EUR
2216,HU110,2012,37946430000,EUR
2230,HU321,2012,4147010000,EUR
2251,NL213,2012,19399100000,EUR
2257,NL321,2012,10016950000,EUR
2274,NL414,2012,31061860000,EUR
2284,AT121,2012,6858410000,EUR
2285,AT122,2012,6958650000,EUR
2289,AT126,2012,8426300000,EUR
2290,AT127,2012,14034450000,EUR
2291,AT130,2012,80734110000,EUR
2292,AT211,2012,10478530000,EUR
2293,AT212,2012,3143670000,EUR
2295,AT221,2012,18375440000,EUR
2298,AT224,2012,6937250000,EUR
2299,AT225,2012,4924450000,EUR
2301,AT311,2012,8729290000,EUR
2302,AT312,2012,27235390000,EUR
2304,AT314,2012,6091360000,EUR
2308,AT323,2012,17066610000,EUR
2310,AT332,2012,11800870000,EUR
2313,AT335,2012,9358930000,EUR
2315,AT342,2012,10706050000,EUR
2317,PL213,2012,11718810000,EUR
2393,PT11A,2012,26298300000,EUR
2420,RO114,2012,2272670000,EUR
2448,RO321,2012,32769370000,EUR
2461,SI032,2012,4675650000,EUR
2463,SI034,2012,4050210000,EUR
2466,SI037,2012,2364810000,EUR
2468,SI041,2012,13354870000,EUR
2469,SI042,2012,2987520000,EUR
2470,SI043,2012,1906260000,EUR
2471,SI044,2012,1987350000,EUR
2472,SK010,2012,20679930000,EUR
2473,SK021,2012,8417570000,EUR
2480,FI196,2012,7805110000,EUR
2485,FI1B1,2012,75617710000,EUR
2486,FI1C1,2012,15850520000,EUR
2487,FI1C2,2012,5613020000,EUR
2488,FI1C5,2012,4651500000,EUR
2491,FI1D5,2012,2232670000,EUR
2492,FI1D7,2012,5714820000,EUR
2493,FI1D8,2012,2075460000,EUR
2494,FI1D9,2012,12723770000,EUR
2498,FI200,2012,1304590000,EUR
2500,SE110,2012,131555360000,EUR
2501,SE121,2012,14483330000,EUR
2507,SE212,2012,7631580000,EUR
2513,SE232,2012,70430000000,EUR
2514,SE311,2012,9818180000,EUR
2516,SE313,2012,9869110000,EUR
2519,SE331,2012,10394180000,EUR
2523,NO060,2012,23213170000,EUR
2532,CH011,2012,45277630000,EUR
2534,CH013,2012,41694310000,EUR
2535,CH021,2012,64261150000,EUR
2536,CH022,2012,14258270000,EUR
2537,CH023,2012,14418840000,EUR
2542,CH033,2012,33910390000,EUR
2543,CH040,2012,117922740000,EUR
2545,CH052,2012,5659340000,EUR
2547,CH054,2012,771890000,EUR
2548,CH055,2012,29791340000,EUR
2549,CH056,2012,11528150000,EUR
2579,RS110,2012,14518870000,EUR
2582,RS123,2012,3892400000,EUR
2605,TR100,2012,205762620000,EUR
2627,TR510,2012,63899430000,EUR
2633,TR621,2012,14074450000,EUR
2686,BE100,2013,73315820000,EUR
2687,BE211,2013,44111220000,EUR
2688,BE212,2013,12486100000,EUR
2696,BE234,2013,22535490000,EUR
2698,BE236,2013,7557800000,EUR
2699,BE241,2013,26025500000,EUR
2700,BE242,2013,16406820000,EUR
2701,BE251,2013,10321960000,EUR
2704,BE254,2013,10564470000,EUR
2705,BE255,2013,4136850000,EUR
2709,BE310,2013,15562060000,EUR
2710,BE323,2013,5656950000,EUR
2718,BE332,2013,17619250000,EUR
2722,BE341,2013,1364980000,EUR
2724,BE343,2013,1454500000,EUR
2728,BE352,2013,8652220000,EUR
2759,CZ010,2013,41777870000,EUR
2761,CZ031,2013,8061960000,EUR
2762,CZ032,2013,8020250000,EUR
2763,CZ041,2013,3128710000,EUR
2764,CZ042,2013,9348530000,EUR
2769,CZ064,2013,17451220000,EUR
2772,CZ080,2013,15072890000,EUR
2773,DK011,2013,46666520000,EUR
2776,DK014,2013,1313210000,EUR
2778,DK022,2013,18159050000,EUR
2779,DK031,2013,17137740000,EUR
2782,DK042,2013,33726370000,EUR
2785,DE111,2013,45882060000,EUR
2821,DE142,2013,6559420000,EUR
2823,DE144,2013,8599310000,EUR
2830,DE212,2013,97828970000,EUR
2890,DE254,2013,26398050000,EUR
2925,DE300,2013,116098510000,EUR
2946,DE600,2013,105978670000,EUR
2948,DE712,2013,64786490000,EUR
2973,DE803,2013,6412500000,EUR
2997,DE929,2013,43279850000,EUR
3056,DEA35,2013,5313660000,EUR
3068,DEA52,2013,19955940000,EUR
3099,DEB35,2013,11327920000,EUR
3115,DEC01,2013,13978020000,EUR
3136,DEE03,2013,7366110000,EUR
3163,DEG01,2013,7958380000,EUR
3185,EE001,2013,12043120000,EUR
3187,EE008,2013,3186920000,EUR
3195,IE061,2013,94455220000,EUR
3200,EL303,2013,30236630000,EUR
3202,EL305,2013,10066570000,EUR
3205,EL411,2013,1316460000,EUR
3220,EL522,2013,15111800000,EUR
3253,ES114,2013,17766700000,EUR
3264,ES300,2013,193344500000,EUR
3281,ES511,2013,142239600000,EUR
3283,ES513,2013,11917300000,EUR
3284,ES514,2013,20331900000,EUR
3286,ES522,2013,12619800000,EUR
3287,ES523,2013,52274100000,EUR
3294,ES614,2013,14609000000,EUR
3299,ES620,2013,27046900000,EUR
3310,FR101,2013,202060400000,EUR
3362,FRI12,2013,47689500000,EUR
3407,FRY20,2013,8442800000,EUR
3424,HR035,2013,3664560000,EUR
3427,HR050,2013,15084620000,EUR
3456,ITC4C,2013,160142560000,EUR
3496,ITH10,2013,22212210000,EUR
3513,ITH55,2013,37515440000,EUR
3537,ITI43,2013,156631370000,EUR
3541,CY000,2013,18040350000,EUR
3548,LT011,2013,13754980000,EUR
3550,LT022,2013,6836110000,EUR
3551,LT023,2013,4099100000,EUR
3558,LU000,2013,49094490000,EUR
3559,HU110,2013,37296400000,EUR
3573,HU321,2013,4097210000,EUR
3594,NL213,2013,19456870000,EUR
3600,NL321,2013,10153920000,EUR
3617,NL414,2013,31593070000,EUR
3627,AT121,2013,7013090000,EUR
3628,AT122,2013,7063750000,EUR
3632,AT126,2013,8603700000,EUR
3633,AT127,2013,13923740000,EUR
3634,AT130,2013,81911330000,EUR
3635,AT211,2013,10426200000,EUR
3636,AT212,2013,3266770000,EUR
3638,AT221,2013,18345480000,EUR
3641,AT224,2013,6952300000,EUR
3642,AT225,2013,4964320000,EUR
3644,AT311,2013,9113640000,EUR
3645,AT312,2013,27664000000,EUR
3647,AT314,2013,6159810000,EUR
3651,AT323,2013,16889960000,EUR
3653,AT332,2013,12226190000,EUR
3656,AT335,2013,9586430000,EUR
3658,AT342,2013,11261470000,EUR
3660,PL213,2013,12184850000,EUR
3736,PT11A,2013,26643900000,EUR
3763,RO114,2013,2273570000,EUR
3791,RO321,2013,34516590000,EUR
3804,SI032,2013,4668730000,EUR
3806,SI034,2013,4028990000,EUR
3809,SI037,2013,2393360000,EUR
3811,SI041,2013,13406170000,EUR
3812,SI042,2013,3077760000,EUR
3813,SI043,2013,1898750000,EUR
3814,SI044,2013,1942760000,EUR
3815,SK010,2013,21613580000,EUR
3816,SK021,2013,8393640000,EUR
3823,FI196,2013,7673540000,EUR
3828,FI1B1,2013,78408590000,EUR
3829,FI1C1,2013,15930950000,EUR
3830,FI1C2,2013,5569660000,EUR
3831,FI1C5,2013,4694000000,EUR
3834,FI1D5,2013,2240400000,EUR
3835,FI1D7,2013,5985380000,EUR
3836,FI1D8,2013,1965740000,EUR
3837,FI1D9,2013,12880430000,EUR
3841,FI200,2013,1341560000,EUR
3843,SE110,2013,136097490000,EUR
3844,SE121,2013,15357030000,EUR
3850,SE212,2013,7866680000,EUR
3856,SE232,2013,72620920000,EUR
3857,SE311,2013,9979560000,EUR
3859,SE313,2013,10105530000,EUR
3862,SE331,2013,10358380000,EUR
3866,NO060,2013,23600890000,EUR
3875,CH011,2013,43389870000,EUR
3877,CH013,2013,41553250000,EUR
3878,CH021,2013,64034050000,EUR
3879,CH022,2013,14697430000,EUR
3880,CH023,2013,14353290000,EUR
3885,CH033,2013,33984430000,EUR
3886,CH040,2013,116882860000,EUR
3888,CH052,2013,5665940000,EUR
3890,CH054,2013,783330000,EUR
3891,CH055,2013,30005050000,EUR
3892,CH056,2013,11612570000,EUR
3922,RS110,2013,15799150000,EUR
3925,RS123,2013,4480180000,EUR
3948,TR100,2013,219878760000,EUR
3970,TR510,2013,69515240000,EUR
3976,TR621,2013,14663780000,EUR
4029,BE100,2014,75628370000,EUR
4030,BE211,2014,45233290000,EUR
4031,BE212,2014,13094810000,EUR
4039,BE234,2014,23357240000,EUR
4041,BE236,2014,7727840000,EUR
4042,BE241,2014,26582820000,EUR
4043,BE242,2014,16634930000,EUR
4044,BE251,2014,10488480000,EUR
4047,BE254,2014,11059090000,EUR
4048,BE255,2014,4223090000,EUR
4052,BE310,2014,16226230000,EUR
4053,BE323,2014,5789630000,EUR
4061,BE332,2014,17953440000,EUR
4065,BE341,2014,1369610000,EUR
4067,BE343,2014,1471810000,EUR
4071,BE352,2014,8797420000,EUR
4102,CZ010,2014,41276120000,EUR
4104,CZ031,2014,7844820000,EUR
4105,CZ032,2014,7990620000,EUR
4106,CZ041,2014,3019470000,EUR
4107,CZ042,2014,9073000000,EUR
4112,CZ064,2014,16788150000,EUR
4115,CZ080,2014,15157910000,EUR
4116,DK011,2014,49536360000,EUR
4119,DK014,2014,1377120000,EUR
4121,DK022,2014,18402300000,EUR
4122,DK031,2014,17574760000,EUR
4125,DK042,2014,34447600000,EUR
4128,DE111,2014,46888770000,EUR
4164,DE142,2014,6801940000,EUR
4166,DE144,2014,8805340000,EUR
4173,DE212,2014,102171890000,EUR
4233,DE254,2014,27475690000,EUR
4268,DE300,2014,122274890000,EUR
4289,DE600,2014,108256550000,EUR
4291,DE712,2014,67606590000,EUR
4316,DE803,2014,6989610000,EUR
4340,DE929,2014,46838320000,EUR
4399,DEA35,2014,5535210000,EUR
4411,DEA52,2014,20624310000,EUR
4442,DEB35,2014,11234430000,EUR
4458,DEC01,2014,14161060000,EUR
4479,DEE03,2014,7738060000,EUR
4506,DEG01,2014,8241320000,EUR
4528,EE001,2014,12809970000,EUR
4530,EE008,2014,3458400000,EUR
4538,IE061,2014,105743580000,EUR
4543,EL303,2014,30008060000,EUR
4545,EL305,2014,9775840000,EUR
4548,EL411,2014,1313050000,EUR
4563,EL522,2014,14837560000,EUR
4596,ES114,2014,18110000000,EUR
4607,ES300,2014,196018100000,EUR
4624,ES511,2014,145147300000,EUR
4626,ES513,2014,11995100000,EUR
4627,ES514,2014,20753900000,EUR
4629,ES522,2014,12734900000,EUR
4630,ES523,2014,53382400000,EUR
4637,ES614,2014,15079100000,EUR
4642,ES620,2014,27239100000,EUR
4653,FR101,2014,203954200000,EUR
4705,FRI12,2014,49000200000,EUR
4750,FRY20,2014,8687400000,EUR
4767,HR035,2014,3659660000,EUR
4770,HR050,2014,15008590000,EUR
4799,ITC4C,2014,163894200000,EUR
4839,ITH10,2014,22437520000,EUR
4856,ITH55,2014,38172520000,EUR
4880,ITI43,2014,157173340000,EUR
4884,CY000,2014,17482800000,EUR
4891,LT011,2014,14552930000,EUR
4893,LT022,2014,7187730000,EUR
4894,LT023,2014,4237480000,EUR
4901,LU000,2014,51791320000,EUR
4902,HU110,2014,39366130000,EUR
4916,HU321,2014,4220600000,EUR
4937,NL213,2014,19744820000,EUR
4943,NL321,2014,10127460000,EUR
4960,NL414,2014,32781440000,EUR
4970,AT121,2014,7152760000,EUR
4971,AT122,2014,7420470000,EUR
4975,AT126,2014,8732010000,EUR
4976,AT127,2014,14566480000,EUR
4977,AT130,2014,83467600000,EUR
4978,AT211,2014,10935540000,EUR
4979,AT212,2014,3250740000,EUR
4981,AT221,2014,19019660000,EUR
4984,AT224,2014,7355230000,EUR
4985,AT225,2014,5084210000,EUR
4987,AT311,2014,9609380000,EUR
4988,AT312,2014,28034000000,EUR
4990,AT314,2014,6327140000,EUR
4994,AT323,2014,17291930000,EUR
4996,AT332,2014,12376440000,EUR
4999,AT335,2014,9799470000,EUR
5001,AT342,2014,11722920000,EUR
5003,PL213,2014,12690630000,EUR
5079,PT11A,2014,27416950000,EUR
5106,RO114,2014,2446630000,EUR
5134,RO321,2014,35735180000,EUR
5147,SI032,2014,4851730000,EUR
5149,SI034,2014,4174960000,EUR
5152,SI037,2014,2459280000,EUR
5154,SI041,2014,13856610000,EUR
5155,SI042,2014,3245640000,EUR
5156,SI043,2014,1941980000,EUR
5157,SI044,2014,2006110000,EUR
5158,SK010,2014,21784700000,EUR
5159,SK021,2014,8800550000,EUR
5166,FI196,2014,7886210000,EUR
5171,FI1B1,2014,78960550000,EUR
5172,FI1C1,2014,16223950000,EUR
5173,FI1C2,2014,5496790000,EUR
5174,FI1C5,2014,4919430000,EUR
5177,FI1D5,2014,2375140000,EUR
5178,FI1D7,2014,6011980000,EUR
5179,FI1D8,2014,2028420000,EUR
5180,FI1D9,2014,12820640000,EUR
5184,FI200,2014,1372610000,EUR
5186,SE110,2014,136912480000,EUR
5187,SE121,2014,15014580000,EUR
5193,SE212,2014,7720660000,EUR
5199,SE232,2014,72200510000,EUR
5200,SE311,2014,9623040000,EUR
5202,SE313,2014,10035180000,EUR
5205,SE331,2014,10088790000,EUR
5209,NO060,2014,23096840000,EUR
5218,CH011,2014,45449990000,EUR
5220,CH013,2014,42311000000,EUR
5221,CH021,2014,66183120000,EUR
5222,CH022,2014,15340580000,EUR
5223,CH023,2014,14808020000,EUR
5228,CH033,2014,35131350000,EUR
5229,CH040,2014,120952300000,EUR
5231,CH052,2014,5701910000,EUR
5233,CH054,2014,836690000,EUR
5234,CH055,2014,30967880000,EUR
5235,CH056,2014,11869340000,EUR
5265,RS110,2014,14969260000,EUR
5268,RS123,2014,4321710000,EUR
5291,TR100,2014,217541140000,EUR
5313,TR510,2014,66236120000,EUR
5319,TR621,2014,14111880000,EUR
5372,BE100,2015,78053560000,EUR
5373,BE211,2015,47038860000,EUR
5374,BE212,2015,13658640000,EUR
5382,BE234,2015,24427640000,EUR
5384,BE236,2015,8085030000,EUR
5385,BE241,2015,27677670000,EUR
5386,BE242,2015,16983960000,EUR
5387,BE251,2015,10537330000,EUR
5390,BE254,2015,11309850000,EUR
5391,BE255,2015,4291920000,EUR
5395,BE310,2015,16282040000,EUR
5396,BE323,2015,5980730000,EUR
5404,BE332,2015,18127010000,EUR
5408,BE341,2015,1404280000,EUR
5410,BE343,2015,1493620000,EUR
5414,BE352,2015,8869150000,EUR
5445,CZ010,2015,44677590000,EUR
5447,CZ031,2015,8340500000,EUR
5448,CZ032,2015,8508890000,EUR
5449,CZ041,2015,3127340000,EUR
5450,CZ042,2015,9905740000,EUR
5455,CZ064,2015,18118990000,EUR
5458,CZ080,2015,15999450000,EUR
5459,DK011,2015,50731080000,EUR
5462,DK014,2015,1402850000,EUR
5464,DK022,2015,19720910000,EUR
5465,DK031,2015,17966110000,EUR
5468,DK042,2015,35240340000,EUR
5471,DE111,2015,50419310000,EUR
5507,DE142,2015,6980170000,EUR
5509,DE144,2015,9189280000,EUR
5516,DE212,2015,107292380000,EUR
5576,DE254,2015,28156800000,EUR
5611,DE300,2015,129388730000,EUR
5632,DE600,2015,113005030000,EUR
5634,DE712,2015,69530900000,EUR
5659,DE803,2015,7103500000,EUR
5683,DE929,2015,47750510000,EUR
5742,DEA35,2015,5688320000,EUR
5754,DEA52,2015,21303210000,EUR
5785,DEB35,2015,11148130000,EUR
5801,DEC01,2015,14188390000,EUR
5822,DEE03,2015,7737090000,EUR
5849,DEG01,2015,8261370000,EUR
5871,EE001,2015,13189210000,EUR
5873,EE008,2015,3692460000,EUR
5881,IE061,2015,118604790000,EUR
5886,EL303,2015,29672920000,EUR
5888,EL305,2015,9851860000,EUR
5891,EL411,2015,1290330000,EUR
5906,EL522,2015,15055230000,EUR
5939,ES114,2015,18864700000,EUR
5950,ES300,2015,206231500000,EUR
5967,ES511,2015,151999300000,EUR
5969,ES513,2015,12512900000,EUR
5970,ES514,2015,22042400000,EUR
5972,ES522,2015,13628600000,EUR
5973,ES523,2015,55213400000,EUR
5980,ES614,2015,15864600000,EUR
5985,ES620,2015,29168700000,EUR
5996,FR101,2015,207604000000,EUR
6048,FRI12,2015,50782400000,EUR
6093,FRY20,2015,8854500000,EUR
6110,HR035,2015,3795350000,EUR
6113,HR050,2015,15421160000,EUR
6142,ITC4C,2015,168836600000,EUR
6182,ITH10,2015,22934560000,EUR
6199,ITH55,2015,38962780000,EUR
6223,ITI43,2015,157153220000,EUR
6227,CY000,2015,17944150000,EUR
6234,LT011,2015,15109390000,EUR
6236,LT022,2015,7437550000,EUR
6237,LT023,2015,4288840000,EUR
6244,LU000,2015,54142300000,EUR
6245,HU110,2015,40717870000,EUR
6259,HU321,2015,4377610000,EUR
6280,NL213,2015,20387300000,EUR
6286,NL321,2015,10445970000,EUR
6303,NL414,2015,34561830000,EUR
6313,AT121,2015,7461000000,EUR
6314,AT122,2015,7565700000,EUR
6318,AT126,2015,8688180000,EUR
6319,AT127,2015,15209090000,EUR
6320,AT130,2015,86162340000,EUR
6321,AT211,2015,11188690000,EUR
6322,AT212,2015,3195160000,EUR
6324,AT221,2015,19649440000,EUR
6327,AT224,2015,7441860000,EUR
6328,AT225,2015,5132740000,EUR
6330,AT311,2015,9672170000,EUR
6331,AT312,2015,29580550000,EUR
6333,AT314,2015,6465750000,EUR
6337,AT323,2015,18099150000,EUR
6339,AT332,2015,12976530000,EUR
6342,AT335,2015,10283500000,EUR
6344,AT342,2015,12696200000,EUR
6346,PL213,2015,13709150000,EUR
6422,PT11A,2015,28473560000,EUR
6449,RO114,2015,2706880000,EUR
6477,RO321,2015,39811620000,EUR
6490,SI032,2015,4966610000,EUR
6492,SI034,2015,4334700000,EUR
6495,SI037,2015,2552390000,EUR
6497,SI041,2015,14227080000,EUR
6498,SI042,2015,3374520000,EUR
6499,SI043,2015,2025090000,EUR
6500,SI044,2015,2121760000,EUR
6501,SK010,2015,23181020000,EUR
6502,SK021,2015,8790780000,EUR
6509,FI196,2015,8084700000,EUR
6514,FI1B1,2015,82277500000,EUR
6515,FI1C1,2015,16297670000,EUR
6516,FI1C2,2015,5511930000,EUR
6517,FI1C5,2015,4808430000,EUR
6520,FI1D5,2015,2423530000,EUR
6521,FI1D7,2015,6286030000,EUR
6522,FI1D8,2015,1986570000,EUR
6523,FI1D9,2015,12574400000,EUR
6527,FI200,2015,1371940000,EUR
6529,SE110,2015,143479320000,EUR
6530,SE121,2015,15240730000,EUR
6536,SE212,2015,8075470000,EUR
6542,SE232,2015,77428290000,EUR
6543,SE311,2015,9785190000,EUR
6545,SE313,2015,10059410000,EUR
6548,SE331,2015,10400460000,EUR
6552,NO060,2015,22961520000,EUR
6561,CH011,2015,51237850000,EUR
6563,CH013,2015,47737530000,EUR
6564,CH021,2015,74884800000,EUR
6565,CH022,2015,17513340000,EUR
6566,CH023,2015,16883160000,EUR
6571,CH033,2015,39609010000,EUR
6572,CH040,2015,137326790000,EUR
6574,CH052,2015,6425400000,EUR
6576,CH054,2015,951840000,EUR
6577,CH055,2015,34983620000,EUR
6578,CH056,2015,13359930000,EUR
6608,RS110,2015,15454570000,EUR
6611,RS123,2015,4042940000,EUR
6634,TR100,2015,238916800000,EUR
6656,TR510,2015,71855380000,EUR
6662,TR621,2015,15443850000,EUR
6715,BE100,2016,79185930000,EUR
6716,BE211,2016,48103170000,EUR
6717,BE212,2016,14272180000,EUR
6725,BE234,2016,25448870000,EUR
6727,BE236,2016,8416370000,EUR
6728,BE241,2016,29768740000,EUR
6729,BE242,2016,16848410000,EUR
6730,BE251,2016,10866590000,EUR
6733,BE254,2016,11844000000,EUR
6734,BE255,2016,4431330000,EUR
6738,BE310,2016,17396420000,EUR
6739,BE323,2016,6159860000,EUR
6747,BE332,2016,18477340000,EUR
6751,BE341,2016,1452340000,EUR
6753,BE343,2016,1541310000,EUR
6757,BE352,2016,9148470000,EUR
