,Year,Metabolite,Site ID,Country_x,City,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean,nuts_code,GEO (Codes),GEO (Labels),GDP (M EUR),Country_y
1123,2021,methamphetamine,SE005,SE,Stockholm (2),5.41,5.88,7.73,8.65,6.93,8.05,7.77,6.7,7.88,7.2,SE110,SE110,Stockholms län,169083.37,SE
1124,2021,methamphetamine,SE015,SE,Uppsala,3.61,3.26,2.22,1.87,1.13,2.89,2.8,2.97,1.96,2.54,SE121,SE121,Uppsala län,19015.99,SE
1125,2021,methamphetamine,SI002,SI,Koper,1.2,1.56,0.94,1.19,0.7,0.74,1.63,1.33,0.88,1.14,SI044,SI044,Obalno-kraška,2646.18,SI
1126,2021,methamphetamine,SI004,SI,Ljubljana,4.55,1.59,2.6,3.19,3.43,7.48,,2.91,4.38,3.75,SI041,SI041,Osrednjeslovenska,20407.15,SI
1127,2021,methamphetamine,SI005,SI,Maribor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI032,SI032,Podravska,6612.68,SI
1128,2021,methamphetamine,SI007,SI,Novo mesto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI037,SI037,Jugovzhodna Slovenija,3472.08,SI
1129,2021,methamphetamine,SI008,SI,Velenje,2.91,2.92,2.2,1.42,2.78,3.0,2.24,2.57,2.4,2.5,SI034,SI034,Savinjska,5616.58,SI
1130,2021,methamphetamine,SK002,SK,Bratislava C,114.56,171.92,176.32,117.14,157.44,228.72,345.32,202.03,167.77,187.35,SK010,SK010,Bratislavský kraj,29037.48,SK
1131,2021,methamphetamine,SK004,SK,Piestany,188.74,206.43,98.81,126.69,64.0,170.67,202.75,174.18,120.45,151.15,SK021,SK021,Trnavský kraj,11140.24,SK
1132,2021,methamphetamine,TR001,TR,Adana,16.79,13.47,13.66,24.48,23.06,21.54,17.69,15.4,23.03,18.67,TR621,TR621,Adana,14318.89,TR
1133,2021,methamphetamine,TR004,TR,Istanbul (II-VII),74.49,76.25,70.53,68.96,68.4,72.44,76.35,74.41,69.93,72.49,TR100,TR100,İstanbul,208912.62,TR
1134,2020,MDMA,AT001,AT,Graz,6.13,7.97,9.37,30.93,20.11,14.85,9.6,7.9,18.81,14.14,AT221,AT221,Graz,22691.98,AT
1135,2020,MDMA,AT006,AT,Innsbruck,17.32,15.46,22.18,31.73,31.17,20.67,18.79,17.19,26.44,22.47,AT332,AT332,Innsbruck,14178.3,AT
1136,2020,MDMA,AT007,AT,Kapfenberg,9.66,13.42,12.87,21.72,33.19,26.62,12.53,11.87,23.6,18.57,AT224,AT224,Oststeiermark,8513.68,AT
1137,2020,MDMA,AT012,AT,Kufstein,15.31,11.94,12.34,63.66,81.5,45.85,13.54,13.6,50.84,34.88,AT335,AT335,Tiroler Unterland,11840.75,AT
1138,2020,MDMA,AT015,AT,Purgstall,1.0,2.26,4.08,4.0,7.58,8.99,4.55,2.6,6.16,4.64,AT121,AT121,Mostviertel-Eisenwurzen,8407.58,AT
1139,2020,MDMA,AT013,AT,Region Millstättersee,3.64,2.0,2.75,5.68,4.36,5.85,24.75,10.13,4.66,7.0,AT212,AT212,Oberkärnten,3573.89,AT
1140,2020,MDMA,AT005,AT,Wasserverband Hofsteig,5.44,4.07,3.82,2.33,8.33,13.42,8.23,5.91,6.98,6.52,AT342,AT342,Rheintal-Bodenseegebiet,13857.76,AT
1141,2020,MDMA,BE002,BE,Antwerp Zuid,72.7,46.48,65.55,74.96,156.06,61.49,78.44,65.87,89.51,79.38,BE211,BE211,Arr. Antwerpen,50545.14,BE
1142,2020,MDMA,BE007,BE,Brussels,16.18,17.94,14.7,27.29,37.93,23.12,18.81,17.65,25.76,22.28,BE100,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,83321.85,BE
1143,2020,MDMA,CH006,CH,Berne,5.72,9.85,14.97,30.62,32.32,22.05,12.74,9.44,24.99,18.33,CH021,CH021,Bern / Berne,76782.23,CH
1144,2020,MDMA,CH008,CH,Geneva,20.88,21.55,22.69,32.84,33.75,36.47,20.74,21.06,31.43,26.99,CH013,CH013,Genève,49623.54,CH
1145,2020,MDMA,CH017,CH,St. Gallen Hofen,7.18,19.45,14.59,24.43,,11.03,10.01,12.21,16.68,14.45,CH055,CH055,St. Gallen,36767.9,CH
1146,2020,MDMA,CH018,CH,Zurich,15.39,14.04,17.3,37.51,55.41,35.49,22.06,17.16,36.43,28.17,CH040,CH040,Zürich,141627.85,CH
1147,2020,MDMA,CZ003,CZ,Karlovy Vary,8.88,9.17,8.21,15.0,17.26,9.25,5.66,7.9,12.43,10.49,CZ041,CZ041,Karlovarský kraj,3658.02,CZ
1148,2020,MDMA,CZ004,CZ,Ostrava,10.49,10.73,12.98,29.56,23.28,16.62,13.75,11.66,20.61,16.77,CZ080,CZ080,Moravskoslezský kraj,18888.13,CZ
1149,2020,MDMA,CZ006,CZ,Prague (2),21.14,24.57,26.79,72.24,53.57,31.52,23.39,23.03,46.03,36.18,CZ010,CZ010,Hlavní město Praha,58671.75,CZ
1150,2020,MDMA,DE013,DE,Chemnitz,8.45,12.02,10.74,13.21,15.0,12.3,9.94,10.13,12.81,11.66,DE144,DE144,"Ulm, Stadtkreis",10188.21,DE
1151,2020,MDMA,DE014,DE,Dortmund,19.32,18.68,13.82,13.71,24.96,27.97,25.84,21.28,20.12,20.61,DEA52,DEA52,"Dortmund, Kreisfreie Stadt",24615.33,DE
1152,2020,MDMA,DE015,DE,Dresden,8.43,33.08,18.04,18.06,18.32,13.52,9.12,16.88,16.98,16.94,DE142,DE142,"Tübingen, Landkreis",8079.78,DE
1153,2020,MDMA,DE017,DE,Erfurt,10.37,9.28,,8.96,20.22,16.46,13.04,10.9,15.21,13.06,DEG01,DEG01,"Erfurt, Kreisfreie Stadt",9181.97,DE
1154,2020,MDMA,DE022,DE,Hamburg (2),17.97,13.01,,,30.85,,16.89,15.95,30.85,19.34,DE600,DE600,Hamburg,124465.13,DE
1155,2020,MDMA,DE028,DE,Magdeburg,14.15,14.47,16.45,21.12,18.62,29.49,19.09,15.9,21.42,19.06,DEE03,DEE03,"Magdeburg, Kreisfreie Stadt",8664.38,DE
1156,2020,MDMA,DE031,DE,Munich G,19.87,,,15.72,14.92,12.13,9.29,14.58,14.26,14.38,DE212,DE212,"München, Kreisfreie Stadt",122791.92,DE
1157,2020,MDMA,DE033,DE,Nuremberg,1.23,1.23,3.18,7.1,12.07,6.95,7.72,3.4,7.33,5.64,DE254,DE254,"Nürnberg, Kreisfreie Stadt",31683.63,DE
1158,2020,MDMA,ES002,ES,Castellon,0.99,1.06,1.05,2.41,6.86,8.94,2.11,1.39,4.81,3.34,ES522,ES522,Castellón/Castelló,14341.2,ES
1159,2020,MDMA,ES007,ES,Santiago,21.84,19.0,20.6,48.89,37.92,29.08,30.12,23.65,34.12,29.64,ES114,ES114,Pontevedra,20140.3,ES
1160,2020,MDMA,FI002,FI,Helsinki,22.93,21.28,23.86,58.51,78.66,47.11,28.57,24.26,52.03,40.13,FI1B1,FI1B1,Helsinki-Uusimaa,94011.17,FI
1161,2020,MDMA,FI007,FI,Kajaani,5.66,2.22,2.5,13.08,4.72,7.24,5.98,4.62,6.88,5.91,FI1D8,FI1D8,Kainuu,2432.92,FI
1162,2020,MDMA,FI009,FI,Kokkola,12.76,11.84,9.69,23.7,30.59,27.27,27.1,17.23,22.81,20.42,FI1D5,FI1D5,Keski-Pohjanmaa,2593.54,FI
1163,2020,MDMA,FI014,FI,Lappeenranta,18.23,16.47,14.45,27.19,14.41,9.78,4.92,13.21,16.46,15.07,FI1C5,FI1C5,Etelä-Karjala,4759.79,FI
1164,2020,MDMA,FI015,FI,Mariehamn,0.69,0.67,0.62,0.45,0.84,1.12,1.41,0.92,0.76,0.83,FI200,FI200,Åland,1186.24,FI
1165,2020,MDMA,FI017,FI,Oulu,18.03,12.72,12.35,26.99,31.43,22.51,12.99,14.58,23.32,19.57,FI1D9,FI1D9,Pohjois-Pohjanmaa,15059.15,FI
1166,2020,MDMA,FI019,FI,Pori,14.63,16.29,18.64,28.23,19.53,13.65,11.11,14.01,20.01,17.44,FI196,FI196,Satakunta,8002.59,FI
1167,2020,MDMA,FI022,FI,Rovaniemi,3.52,9.73,32.77,23.32,34.43,27.74,22.4,11.88,29.57,21.99,FI1D7,FI1D7,Lappi,6771.74,FI
1168,2020,MDMA,FI027,FI,Turku,18.53,16.82,33.3,73.59,63.74,29.36,18.83,18.06,50.0,36.31,FI1C1,FI1C1,Varsinais-Suomi,19095.72,FI
1169,2020,MDMA,FR005,FR,Paris Seine Centre,18.05,32.26,33.61,29.92,58.49,32.84,20.84,23.72,38.71,32.29,FR101,FR101,Paris,218238.5,FR
1170,2020,MDMA,HR002,HR,Zagreb,26.71,25.48,25.01,45.03,70.46,48.72,48.21,33.47,47.31,41.38,HR050,HR050,Grad Zagreb,17640.65,HR
1171,2020,MDMA,IT002,IT,Bozen,1.07,1.03,1.49,2.09,3.71,3.38,1.44,1.18,2.67,2.03,ITH10,ITH10,Bolzano-Bozen,24348.13,IT
1172,2020,MDMA,IT003,IT,Milan,1.03,,2.03,3.22,3.37,,2.68,1.85,2.88,2.47,ITC4C,ITC4C,Milano,176237.53,IT
1173,2020,MDMA,LT001,LT,Kaunas,16.44,15.73,16.35,20.53,30.95,25.97,18.91,17.03,23.45,20.7,LT022,LT022,Kauno apskritis,10280.93,LT
1174,2020,MDMA,LT002,LT,Klaipeda,15.09,11.18,10.49,13.57,13.99,17.0,19.66,15.31,13.76,14.42,LT023,LT023,Klaipėdos apskritis,5353.31,LT
1175,2020,MDMA,LT003,LT,Vilnius,26.54,23.35,23.64,55.34,41.85,28.5,23.57,24.49,37.33,31.83,LT011,LT011,Vilniaus apskritis,21386.24,LT
1176,2020,MDMA,NL001,NL,Amsterdam,101.59,126.87,157.79,99.32,162.62,177.26,139.82,122.76,149.24,137.89,NL321,NL321,Kop van Noord-Holland,12017.31,NL
1177,2020,MDMA,NL002,NL,Eindhoven,69.95,63.11,138.12,96.54,133.71,110.61,96.4,76.49,119.75,101.21,NL414,NL414,Zuidoost-Noord-Brabant,43712.29,NL
1178,2020,MDMA,PL003,PL,Krakow P,25.77,26.76,27.68,31.87,34.36,42.89,25.69,26.07,34.2,30.72,PL213,PL213,Miasto Kraków,18095.35,PL
1179,2020,MDMA,PT003,PT,Porto,16.57,11.82,17.23,28.44,40.36,19.79,15.1,14.5,26.46,21.33,PT11A,PT11A,Área Metropolitana do Porto,32700.88,PT
1180,2020,MDMA,RS002,RS,Novi Sad,7.84,13.32,29.5,44.29,22.41,11.79,8.14,9.77,27.0,19.61,RS123,RS123,Juznobacka oblast,4849.43,RS
1181,2020,MDMA,SE005,SE,Stockholm (2),21.66,20.66,19.75,37.33,65.29,37.77,77.16,39.83,40.03,39.95,SE110,SE110,Stockholms län,152805.46,SE
1182,2020,MDMA,SE015,SE,Uppsala,14.38,14.69,11.02,28.52,38.45,20.13,15.35,14.81,24.53,20.36,SE121,SE121,Uppsala län,16962.02,SE
1183,2020,MDMA,SI002,SI,Koper,3.12,2.46,4.39,5.55,,3.22,4.01,3.2,4.39,3.79,SI044,SI044,Obalno-kraška,2417.46,SI
1184,2020,MDMA,SI004,SI,Ljubljana,11.14,10.54,11.19,17.56,23.89,13.24,630.12,217.27,16.47,102.52,SI041,SI041,Osrednjeslovenska,18055.11,SI
1185,2020,MDMA,SI005,SI,Maribor,9.34,9.33,8.53,8.85,7.9,8.64,8.54,9.07,8.48,8.73,SI032,SI032,Podravska,5904.84,SI
1186,2020,MDMA,SI007,SI,Novo mesto,2.08,1.82,2.18,3.9,3.39,2.82,2.9,2.26,3.07,2.72,SI037,SI037,Jugovzhodna Slovenija,3251.47,SI
1187,2020,MDMA,SI008,SI,Velenje,8.99,2.46,2.16,3.44,8.44,9.13,8.38,6.61,5.79,6.14,SI034,SI034,Savinjska,5051.07,SI
1188,2020,MDMA,TR001,TR,Adana,29.83,26.54,25.11,46.79,31.65,28.62,27.99,28.12,33.04,30.93,TR621,TR621,Adana,12649.69,TR
1189,2020,MDMA,TR004,TR,Istanbul (II-VII),19.9,21.67,16.36,24.68,34.6,33.41,33.73,25.1,27.26,26.33,TR100,TR100,İstanbul,187221.14,TR
1190,2020,amphetamine,AT001,AT,Graz,22.49,25.64,24.75,48.79,25.79,27.86,29.58,25.9,31.8,29.27,AT221,AT221,Graz,22691.98,AT
1191,2020,amphetamine,AT006,AT,Innsbruck,13.69,15.81,18.43,22.28,20.19,18.45,13.98,14.49,19.83,17.55,AT332,AT332,Innsbruck,14178.3,AT
1192,2020,amphetamine,AT007,AT,Kapfenberg,24.42,19.44,16.04,36.81,27.38,27.66,33.37,25.74,26.97,26.45,AT224,AT224,Oststeiermark,8513.68,AT
1193,2020,amphetamine,AT012,AT,Kufstein,14.84,11.94,12.8,16.11,16.87,13.11,13.7,13.49,14.72,14.2,AT335,AT335,Tiroler Unterland,11840.75,AT
1194,2020,amphetamine,AT015,AT,Purgstall,19.72,22.64,27.49,18.83,22.54,32.6,22.59,21.65,25.36,23.77,AT121,AT121,Mostviertel-Eisenwurzen,8407.58,AT
1195,2020,amphetamine,AT013,AT,Region Millstättersee,5.97,5.63,7.49,6.97,7.31,3.77,5.97,5.86,6.39,6.16,AT212,AT212,Oberkärnten,3573.89,AT
1196,2020,amphetamine,AT005,AT,Wasserverband Hofsteig,16.96,26.41,28.4,17.8,24.97,30.41,24.85,22.74,25.39,24.26,AT342,AT342,Rheintal-Bodenseegebiet,13857.76,AT
1197,2020,amphetamine,BE002,BE,Antwerp Zuid,351.13,315.42,315.51,334.23,512.03,249.01,349.89,338.81,352.69,346.74,BE211,BE211,Arr. Antwerpen,50545.14,BE
1198,2020,amphetamine,BE007,BE,Brussels,53.96,65.45,55.39,55.27,57.47,59.24,45.18,54.86,56.84,55.99,BE100,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,83321.85,BE
1199,2020,amphetamine,CH006,CH,Berne,52.49,48.84,61.68,54.19,55.45,54.78,63.06,54.8,56.52,55.78,CH021,CH021,Bern / Berne,76782.23,CH
1200,2020,amphetamine,CH008,CH,Geneva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CH013,CH013,Genève,49623.54,CH
1201,2020,amphetamine,CH017,CH,St. Gallen Hofen,52.05,68.52,93.58,136.83,,43.39,61.66,60.74,91.26,76.0,CH055,CH055,St. Gallen,36767.9,CH
1202,2020,amphetamine,CH018,CH,Zurich,41.53,36.23,41.04,43.23,43.57,46.36,42.66,40.14,43.55,42.09,CH040,CH040,Zürich,141627.85,CH
1203,2020,amphetamine,CZ003,CZ,Karlovy Vary,30.82,31.41,32.97,32.09,32.83,32.43,29.91,30.71,32.58,31.78,CZ041,CZ041,Karlovarský kraj,3658.02,CZ
1204,2020,amphetamine,CZ004,CZ,Ostrava,61.93,66.84,71.49,87.87,49.52,131.26,67.32,65.37,85.03,76.6,CZ080,CZ080,Moravskoslezský kraj,18888.13,CZ
1205,2020,amphetamine,CZ006,CZ,Prague (2),36.91,43.36,35.79,42.63,40.22,37.57,37.08,39.12,39.05,39.08,CZ010,CZ010,Hlavní město Praha,58671.75,CZ
1206,2020,amphetamine,DE013,DE,Chemnitz,19.62,24.04,19.1,18.73,19.61,18.22,18.77,20.81,18.92,19.73,DE144,DE144,"Ulm, Stadtkreis",10188.21,DE
1207,2020,amphetamine,DE014,DE,Dortmund,144.57,141.02,135.36,126.06,183.44,133.71,137.74,141.11,144.64,143.13,DEA52,DEA52,"Dortmund, Kreisfreie Stadt",24615.33,DE
1208,2020,amphetamine,DE015,DE,Dresden,27.33,21.69,41.82,26.7,26.56,24.57,29.6,26.21,29.91,28.32,DE142,DE142,"Tübingen, Landkreis",8079.78,DE
1209,2020,amphetamine,DE017,DE,Erfurt,41.82,40.11,,37.18,53.29,44.78,48.71,43.55,45.08,44.31,DEG01,DEG01,"Erfurt, Kreisfreie Stadt",9181.97,DE
1210,2020,amphetamine,DE022,DE,Hamburg (2),56.79,68.8,,,67.96,,60.13,61.91,67.96,62.51,DE600,DE600,Hamburg,124465.13,DE
1211,2020,amphetamine,DE028,DE,Magdeburg,116.28,114.53,108.04,129.31,91.14,122.71,119.14,116.65,112.8,114.45,DEE03,DEE03,"Magdeburg, Kreisfreie Stadt",8664.38,DE
1212,2020,amphetamine,DE031,DE,Munich G,14.85,,,14.44,10.09,18.5,12.84,13.85,14.34,14.14,DE212,DE212,"München, Kreisfreie Stadt",122791.92,DE
1213,2020,amphetamine,DE033,DE,Nuremberg,25.06,28.13,33.31,39.19,41.67,33.53,31.38,28.19,36.93,33.18,DE254,DE254,"Nürnberg, Kreisfreie Stadt",31683.63,DE
1214,2020,amphetamine,ES002,ES,Castellon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES522,ES522,Castellón/Castelló,14341.2,ES
1215,2020,amphetamine,ES007,ES,Santiago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES114,ES114,Pontevedra,20140.3,ES
1216,2020,amphetamine,FI002,FI,Helsinki,221.41,219.7,237.13,286.65,314.66,296.16,253.93,231.68,283.65,261.38,FI1B1,FI1B1,Helsinki-Uusimaa,94011.17,FI
1217,2020,amphetamine,FI007,FI,Kajaani,68.46,62.62,69.77,56.76,36.61,43.43,24.94,52.01,51.64,51.8,FI1D8,FI1D8,Kainuu,2432.92,FI
1218,2020,amphetamine,FI009,FI,Kokkola,32.25,36.59,27.44,25.04,31.04,28.68,33.54,34.13,28.05,30.65,FI1D5,FI1D5,Keski-Pohjanmaa,2593.54,FI
1219,2020,amphetamine,FI014,FI,Lappeenranta,85.95,87.74,109.83,91.31,96.78,72.7,59.85,77.85,92.66,86.31,FI1C5,FI1C5,Etelä-Karjala,4759.79,FI
1220,2020,amphetamine,FI015,FI,Mariehamn,15.57,18.7,13.66,17.41,23.54,19.0,20.92,18.4,18.4,18.4,FI200,FI200,Åland,1186.24,FI
1221,2020,amphetamine,FI017,FI,Oulu,109.47,98.92,99.89,127.69,113.83,111.03,86.27,98.22,113.11,106.73,FI1D9,FI1D9,Pohjois-Pohjanmaa,15059.15,FI
1222,2020,amphetamine,FI019,FI,Pori,86.36,69.07,78.37,79.53,74.5,81.71,79.58,78.34,78.53,78.45,FI196,FI196,Satakunta,8002.59,FI
1223,2020,amphetamine,FI022,FI,Rovaniemi,127.09,134.21,162.27,198.32,242.48,194.56,131.29,130.86,199.41,170.03,FI1D7,FI1D7,Lappi,6771.74,FI
1224,2020,amphetamine,FI027,FI,Turku,92.06,94.01,103.75,125.75,124.08,128.98,104.2,96.76,120.64,110.4,FI1C1,FI1C1,Varsinais-Suomi,19095.72,FI
1225,2020,amphetamine,FR005,FR,Paris Seine Centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR101,FR101,Paris,218238.5,FR
1226,2020,amphetamine,HR002,HR,Zagreb,348.64,1556.2,496.74,274.4,263.46,224.94,3932.49,1945.78,314.88,1013.84,HR050,HR050,Grad Zagreb,17640.65,HR
1227,2020,amphetamine,IT002,IT,Bozen,1.03,1.81,2.21,2.19,2.37,2.36,1.96,1.6,2.28,1.99,ITH10,ITH10,Bolzano-Bozen,24348.13,IT
1228,2020,amphetamine,IT003,IT,Milan,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,ITC4C,ITC4C,Milano,176237.53,IT
1229,2020,amphetamine,LT001,LT,Kaunas,41.78,40.68,43.19,41.52,47.87,103.98,47.74,43.4,59.14,52.39,LT022,LT022,Kauno apskritis,10280.93,LT
1230,2020,amphetamine,LT002,LT,Klaipeda,14.89,22.71,15.48,45.56,21.91,21.66,19.54,19.05,26.15,23.11,LT023,LT023,Klaipėdos apskritis,5353.31,LT
1231,2020,amphetamine,LT003,LT,Vilnius,69.76,45.44,44.84,70.27,45.28,40.76,37.99,51.06,50.29,50.62,LT011,LT011,Vilniaus apskritis,21386.24,LT
1232,2020,amphetamine,NL001,NL,Amsterdam,125.32,108.35,114.16,99.32,96.3,97.18,112.56,115.41,101.74,107.6,NL321,NL321,Kop van Noord-Holland,12017.31,NL
1233,2020,amphetamine,NL002,NL,Eindhoven,214.32,285.44,246.29,330.42,216.0,232.92,375.33,291.7,256.41,271.53,NL414,NL414,Zuidoost-Noord-Brabant,43712.29,NL
1234,2020,amphetamine,PL003,PL,Krakow P,69.81,67.26,75.69,71.75,58.62,84.87,71.72,69.6,72.73,71.39,PL213,PL213,Miasto Kraków,18095.35,PL
1235,2020,amphetamine,PT003,PT,Porto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT11A,PT11A,Área Metropolitana do Porto,32700.88,PT
1236,2020,amphetamine,RS002,RS,Novi Sad,72.4,62.06,71.13,64.09,55.66,79.99,82.95,72.47,67.72,69.76,RS123,RS123,Juznobacka oblast,4849.43,RS
1237,2020,amphetamine,SE005,SE,Stockholm (2),320.95,346.31,318.34,305.93,398.94,303.57,315.75,327.67,331.69,329.97,SE110,SE110,Stockholms län,152805.46,SE
1238,2020,amphetamine,SE015,SE,Uppsala,155.5,159.23,148.91,184.35,209.8,198.67,156.84,157.19,185.43,173.33,SE121,SE121,Uppsala län,16962.02,SE
1239,2020,amphetamine,SI002,SI,Koper,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,SI044,SI044,Obalno-kraška,2417.46,SI
1240,2020,amphetamine,SI004,SI,Ljubljana,12.73,10.1,13.13,14.29,18.7,16.95,12.53,11.79,15.77,14.06,SI041,SI041,Osrednjeslovenska,18055.11,SI
1241,2020,amphetamine,SI005,SI,Maribor,6.04,8.36,8.71,1.87,1.93,2.12,2.06,5.49,3.66,4.44,SI032,SI032,Podravska,5904.84,SI
1242,2020,amphetamine,SI007,SI,Novo mesto,2.0,6.41,2.15,2.09,2.11,1.99,1.86,3.43,2.09,2.66,SI037,SI037,Jugovzhodna Slovenija,3251.47,SI
1243,2020,amphetamine,SI008,SI,Velenje,85.78,80.06,123.24,113.1,98.79,80.73,88.84,84.89,103.97,95.79,SI034,SI034,Savinjska,5051.07,SI
1244,2020,cannabis,AT001,AT,Graz,46.87,48.68,44.34,67.07,37.48,58.17,52.23,49.26,51.77,50.69,AT221,AT221,Graz,22691.98,AT
1245,2020,cannabis,AT006,AT,Innsbruck,49.39,57.14,66.73,62.27,62.98,72.59,59.34,55.29,66.14,61.49,AT332,AT332,Innsbruck,14178.3,AT
1246,2020,cannabis,AT007,AT,Kapfenberg,64.28,65.89,73.77,62.04,69.59,27.9,59.96,63.38,58.32,60.49,AT224,AT224,Oststeiermark,8513.68,AT
1247,2020,cannabis,AT012,AT,Kufstein,55.81,61.25,72.51,52.99,54.77,57.8,60.78,59.28,59.52,59.41,AT335,AT335,Tiroler Unterland,11840.75,AT
1248,2020,cannabis,AT015,AT,Purgstall,39.75,36.44,28.81,31.87,34.53,49.43,51.92,42.7,36.16,38.96,AT121,AT121,Mostviertel-Eisenwurzen,8407.58,AT
1249,2020,cannabis,AT013,AT,Region Millstättersee,31.47,32.35,32.14,32.72,32.18,28.84,31.69,31.84,31.47,31.63,AT212,AT212,Oberkärnten,3573.89,AT
1250,2020,cannabis,AT005,AT,Wasserverband Hofsteig,67.96,76.49,101.82,60.38,61.92,71.93,114.88,86.44,74.01,79.34,AT342,AT342,Rheintal-Bodenseegebiet,13857.76,AT
1251,2020,cannabis,CH006,CH,Berne,7.07,5.02,21.14,8.01,8.17,18.73,15.29,9.13,14.01,11.92,CH021,CH021,Bern / Berne,76782.23,CH
1252,2020,cannabis,CH008,CH,Geneva,234.96,208.32,194.78,182.53,172.27,168.37,156.69,199.99,179.49,188.27,CH013,CH013,Genève,49623.54,CH
1253,2020,cannabis,CH017,CH,St. Gallen Hofen,10.84,9.6,18.42,8.91,,5.94,7.66,9.37,11.09,10.23,CH055,CH055,St. Gallen,36767.9,CH
1254,2020,cannabis,CH018,CH,Zurich,102.03,129.09,105.46,92.16,117.82,136.1,120.12,117.08,112.89,114.68,CH040,CH040,Zürich,141627.85,CH
1255,2020,cannabis,CZ003,CZ,Karlovy Vary,98.0,94.51,104.6,94.56,108.49,103.91,99.69,97.4,102.89,100.54,CZ041,CZ041,Karlovarský kraj,3658.02,CZ
1256,2020,cannabis,CZ004,CZ,Ostrava,65.78,67.29,67.1,94.65,49.52,78.56,71.85,68.31,72.46,70.68,CZ080,CZ080,Moravskoslezský kraj,18888.13,CZ
1257,2020,cannabis,CZ006,CZ,Prague (2),89.15,90.86,77.75,126.82,79.41,87.1,81.38,87.13,92.77,90.35,CZ010,CZ010,Hlavní město Praha,58671.75,CZ
1258,2020,cannabis,ES002,ES,Castellon,67.25,66.83,55.3,64.97,99.46,64.19,68.45,67.51,70.98,69.49,ES522,ES522,Castellón/Castelló,14341.2,ES
1259,2020,cannabis,ES007,ES,Santiago,85.45,172.4,74.56,82.31,63.48,71.17,95.62,117.82,72.88,92.14,ES114,ES114,Pontevedra,20140.3,ES
1260,2020,cannabis,FR005,FR,Paris Seine Centre,176.01,186.24,168.66,109.61,159.83,165.62,179.86,180.7,150.93,163.69,FR101,FR101,Paris,218238.5,FR
1261,2020,cannabis,GR001,EL,Athens,30.62,33.72,41.95,40.74,65.42,46.25,,32.17,48.59,41.56,EL303,EL303,Kentrikos Tomeas Athinon,28736.34,EL
1262,2020,cannabis,GR002,EL,Eleusis,6.42,12.57,25.43,42.52,17.37,15.14,13.42,10.8,25.12,18.98,EL305,EL305,Anatoliki Attiki,9565.13,EL
1263,2020,cannabis,HR002,HR,Zagreb,145.47,350.12,275.63,218.11,162.47,173.49,277.21,257.6,207.43,228.93,HR050,HR050,Grad Zagreb,17640.65,HR
1264,2020,cannabis,IT002,IT,Bozen,32.34,31.2,35.66,33.26,31.15,37.87,35.53,33.02,34.49,33.86,ITH10,ITH10,Bolzano-Bozen,24348.13,IT
1265,2020,cannabis,IT003,IT,Milan,42.16,,39.46,63.61,42.1,,50.86,46.51,48.39,47.64,ITC4C,ITC4C,Milano,176237.53,IT
1266,2020,cannabis,NL001,NL,Amsterdam,275.32,260.23,252.46,226.22,229.85,258.24,230.39,255.31,241.69,247.53,NL321,NL321,Kop van Noord-Holland,12017.31,NL
1267,2020,cannabis,NL002,NL,Eindhoven,129.49,130.53,156.43,122.38,120.86,147.04,141.39,133.8,136.68,135.44,NL414,NL414,Zuidoost-Noord-Brabant,43712.29,NL
1268,2020,cannabis,PL003,PL,Krakow P,29.45,30.7,29.25,29.46,22.61,40.96,26.74,28.96,30.57,29.88,PL213,PL213,Miasto Kraków,18095.35,PL
1269,2020,cannabis,PT003,PT,Porto,67.18,38.21,37.76,70.62,58.78,63.49,106.44,70.61,57.66,63.21,PT11A,PT11A,Área Metropolitana do Porto,32700.88,PT
1270,2020,cannabis,TR001,TR,Adana,20.1,17.72,21.73,0.45,19.66,20.7,10.83,16.22,15.64,15.89,TR621,TR621,Adana,12649.69,TR
1271,2020,cannabis,TR004,TR,Istanbul (II-VII),43.21,34.47,36.78,38.62,40.08,24.12,33.4,37.03,34.9,35.81,TR100,TR100,İstanbul,187221.14,TR
1272,2020,cocaine,AT001,AT,Graz,98.22,107.09,138.97,277.65,141.82,113.55,90.27,98.53,168.0,138.22,AT221,AT221,Graz,22691.98,AT
1273,2020,cocaine,AT006,AT,Innsbruck,272.4,285.7,352.42,403.34,392.42,266.43,271.96,276.69,353.65,320.67,AT332,AT332,Innsbruck,14178.3,AT
