,Year,Metabolite,Site ID,Country_x,City,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean,nuts_code,GEO (Codes),GEO (Labels),GDP (M EUR),Country_y
540,2023,methamphetamine,FI027,FI,Turku,6.42,4.78,5.0,5.21,7.07,6.48,4.76,5.32,5.94,5.68,FI1C1,FI1C1,Varsinais-Suomi,22252.18,FI
541,2023,methamphetamine,FR005,FR,Paris Seine Centre,29.8,32.57,28.5,41.05,50.49,30.21,27.97,30.11,37.56,34.37,FR101,FR101,Paris,264481.2,FR
542,2023,methamphetamine,H001,HU,Debrecen,0.23,0.21,0.2,0.89,0.5,0.72,0.21,0.22,0.58,0.42,HU321,HU321,Hajdú-Bihar,7923.53,HU
543,2023,methamphetamine,HR002,HR,Zagreb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR050,HR050,Grad Zagreb,26671.22,HR
544,2023,methamphetamine,IT002,IT,Bozen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITH10,ITH10,Bolzano-Bozen,32936.08,IT
545,2023,methamphetamine,IT003,IT,Milan,16.87,14.95,16.62,15.56,16.31,15.52,17.41,16.41,16.0,16.18,ITC4C,ITC4C,Milano,230481.35,IT
546,2023,methamphetamine,LT001,LT,Kaunas,17.4,14.03,9.85,10.37,13.11,13.31,14.92,15.45,11.66,13.28,LT022,LT022,Kauno apskritis,14853.64,LT
547,2023,methamphetamine,LT002,LT,Klaipeda,0.88,0.78,0.71,0.3,0.93,0.95,1.18,0.95,0.73,0.82,LT023,LT023,Klaipėdos apskritis,7655.21,LT
548,2023,methamphetamine,LT003,LT,Vilnius,5.32,4.89,3.61,2.05,4.08,4.42,5.59,5.27,3.54,4.28,LT011,LT011,Vilniaus apskritis,33822.43,LT
549,2023,methamphetamine,NL001,NL,Amsterdam,35.6,32.55,34.79,41.1,48.36,52.45,39.46,35.87,44.18,40.62,NL321,NL321,Kop van Noord-Holland,15496.34,NL
550,2023,methamphetamine,NL002,NL,Eindhoven,41.12,52.15,25.19,14.57,29.78,18.73,28.08,40.45,22.07,29.95,NL414,NL414,Zuidoost-Noord-Brabant,58734.25,NL
551,2023,methamphetamine,PL003,PL,Krakow P,4.57,6.94,8.59,6.93,3.25,1.71,4.14,5.22,5.12,5.16,PL213,PL213,Miasto Kraków,26227.04,PL
552,2023,methamphetamine,PT003,PT,Porto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT11A,PT11A,Área Metropolitana do Porto,43957.08,PT
553,2023,methamphetamine,RO001,RO,Bucharest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RO321,RO321,Bucureşti,84230.36,RO
554,2023,methamphetamine,SE015,SE,Uppsala,0.84,0.86,0.79,0.82,1.07,1.0,0.87,0.86,0.92,0.89,SE121,SE121,Uppsala län,19527.82,SE
555,2023,methamphetamine,SI002,SI,Koper,1.29,0.99,0.73,0.3,0.31,0.3,1.55,1.28,0.41,0.78,SI044,SI044,Obalno-kraška,3377.76,SI
556,2023,methamphetamine,SI003,SI,Kranj,0.72,1.37,1.13,2.18,0.94,1.83,0.63,0.91,1.52,1.26,SI042,SI042,Gorenjska,5488.94,SI
557,2023,methamphetamine,SI004,SI,Ljubljana,8.81,9.04,9.56,8.59,9.44,12.42,9.91,9.25,10.0,9.68,SI041,SI041,Osrednjeslovenska,25242.65,SI
558,2023,methamphetamine,SI005,SI,Maribor,0.21,0.19,0.19,0.17,0.8,0.7,0.52,0.31,0.47,0.4,SI032,SI032,Podravska,8093.59,SI
559,2023,methamphetamine,SI007,SI,Novo mesto,4.0,1.78,3.82,1.06,0.16,0.15,1.06,2.28,1.3,1.72,SI037,SI037,Jugovzhodna Slovenija,4009.18,SI
560,2023,methamphetamine,SI008,SI,Velenje,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI034,SI034,Savinjska,6810.55,SI
561,2023,methamphetamine,SK002,SK,Bratislava C,179.07,180.57,270.43,246.86,270.4,290.13,249.35,203.0,269.46,240.97,SK010,SK010,Bratislavský kraj,34184.65,SK
562,2023,methamphetamine,SK004,SK,Piestany,274.46,248.07,271.8,226.3,278.54,110.38,186.14,236.22,221.75,227.95,SK021,SK021,Trnavský kraj,13933.79,SK
563,2023,methamphetamine,TR002,TR,Ankara,15.08,17.19,11.43,18.26,14.13,12.02,17.78,16.69,13.96,15.13,TR510,TR510,Ankara,107971.63,TR
564,2023,methamphetamine,TR004,TR,Istanbul (II-VII),86.3,89.85,99.91,105.76,83.95,95.79,97.34,91.16,96.35,94.13,TR100,TR100,İstanbul,311324.44,TR
565,2022,MDMA,AT001,AT,Graz,8.11,7.52,9.38,18.27,24.97,10.91,7.88,7.84,15.88,12.43,AT221,AT221,Graz,26289.0,AT
566,2022,MDMA,AT006,AT,Innsbruck,7.15,6.53,8.23,26.56,33.59,16.83,10.22,7.97,21.3,15.59,AT332,AT332,Innsbruck,16374.56,AT
567,2022,MDMA,AT007,AT,Kapfenberg,3.2,4.07,4.5,5.29,5.05,13.75,3.17,3.48,7.15,5.58,AT224,AT224,Oststeiermark,9870.93,AT
568,2022,MDMA,AT008,AT,Klagenfurt,4.44,4.26,17.25,12.81,15.3,10.55,4.62,4.44,13.98,9.89,AT211,AT211,Klagenfurt-Villach,15123.82,AT
569,2022,MDMA,AT012,AT,Kufstein,17.5,18.48,11.15,12.21,37.09,11.94,8.15,14.71,18.1,16.65,AT335,AT335,Tiroler Unterland,13992.46,AT
570,2022,MDMA,AT015,AT,Purgstall,2.77,2.31,14.35,10.97,4.76,1.57,4.62,3.23,7.91,5.91,AT121,AT121,Mostviertel-Eisenwurzen,9675.67,AT
571,2022,MDMA,AT013,AT,Region Millstättersee,1.95,1.71,5.12,7.59,5.18,5.59,4.09,2.58,5.87,4.46,AT212,AT212,Oberkärnten,4418.32,AT
572,2022,MDMA,AT017,AT,Salzburg,4.78,4.31,5.11,8.0,12.52,8.39,4.86,4.65,8.51,6.85,AT323,AT323,Salzburg und Umgebung,24858.63,AT
573,2022,MDMA,AT018,AT,Steyr,2.56,1.81,2.2,18.13,12.68,7.85,4.85,3.07,10.21,7.15,AT314,AT314,Steyr-Kirchdorf,7535.69,AT
574,2022,MDMA,AT005,AT,Wasserverband Hofsteig,5.15,4.32,7.17,9.08,11.41,5.06,3.88,4.45,8.18,6.58,AT342,AT342,Rheintal-Bodenseegebiet,18380.66,AT
575,2022,MDMA,AT020,AT,Wien,8.18,8.76,12.61,22.05,43.28,19.78,12.68,9.88,24.43,18.19,AT130,AT130,Wien,110821.73,AT
576,2022,MDMA,AT021,AT,Wiener Neustadt,5.67,7.0,4.94,6.82,17.62,11.86,5.87,6.18,10.31,8.54,AT122,AT122,Niederösterreich-Süd,9355.46,AT
577,2022,MDMA,AT022,AT,Wildon,4.55,5.29,3.78,5.04,14.93,10.32,5.82,5.22,8.52,7.11,AT225,AT225,West- und Südsteiermark,7049.23,AT
578,2022,MDMA,BE002,BE,Antwerp Zuid,78.36,167.2,90.0,76.73,146.77,276.68,103.08,116.21,147.54,134.12,BE211,BE211,Arr. Antwerpen,62626.5,BE
579,2022,MDMA,BE007,BE,Brussels,32.72,26.59,27.7,67.28,131.55,53.08,37.0,32.1,69.9,53.7,BE100,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,96651.18,BE
580,2022,MDMA,CH002,CH,Basel,10.53,6.56,6.49,54.28,38.15,23.09,12.68,9.92,30.5,21.68,CH033,CH033,Aargau,49305.72,CH
581,2022,MDMA,CH006,CH,Berne,8.86,8.78,6.51,33.36,59.44,19.27,10.81,9.48,29.64,21.0,CH021,CH021,Bern / Berne,92058.54,CH
582,2022,MDMA,CH008,CH,Geneva,16.26,16.39,21.3,50.42,67.36,24.17,18.04,16.89,40.81,30.56,CH013,CH013,Genève,63198.57,CH
583,2022,MDMA,CH018,CH,Zurich,25.48,16.92,16.91,59.08,108.19,50.34,17.9,20.1,58.63,42.12,CH040,CH040,Zürich,169304.45,CH
584,2022,MDMA,CY005,CY,Nicosia (2),0.58,0.89,0.57,0.58,0.51,3.21,0.94,0.81,1.22,1.04,CY000,CY000,Kýpros,29645.4,CY
585,2022,MDMA,CZ001,CZ,Brno,5.06,5.64,8.2,5.81,35.43,33.21,22.72,11.14,20.66,16.58,CZ064,CZ064,Jihomoravský kraj,31345.91,CZ
586,2022,MDMA,CZ003,CZ,Karlovy Vary,7.17,12.25,15.17,18.05,5.43,7.09,5.25,8.22,11.43,10.06,CZ041,CZ041,Karlovarský kraj,4605.18,CZ
587,2022,MDMA,CZ006,CZ,Prague (2),100.71,55.59,24.57,22.38,28.64,39.52,88.67,81.66,28.78,51.44,CZ010,CZ010,Hlavní město Praha,79463.73,CZ
588,2022,MDMA,DE013,DE,Chemnitz,1.61,2.23,3.02,7.82,13.93,15.41,,1.92,10.05,7.34,DE144,DE144,"Ulm, Stadtkreis",12013.02,DE
589,2022,MDMA,DE014,DE,Dortmund,6.36,2.26,2.11,17.82,27.94,13.25,,4.31,15.28,11.62,DEA52,DEA52,"Dortmund, Kreisfreie Stadt",27737.67,DE
590,2022,MDMA,DE015,DE,Dresden,3.62,5.22,4.04,7.13,17.33,13.19,6.77,5.2,10.42,8.18,DE142,DE142,"Tübingen, Landkreis",9526.56,DE
591,2022,MDMA,DE017,DE,Erfurt,5.23,7.79,4.27,14.11,30.84,21.46,10.44,7.82,17.67,13.45,DEG01,DEG01,"Erfurt, Kreisfreie Stadt",10066.9,DE
592,2022,MDMA,DE028,DE,Magdeburg,7.11,6.66,5.5,16.87,25.45,19.45,10.24,8.0,16.82,13.04,DEE03,DEE03,"Magdeburg, Kreisfreie Stadt",9425.93,DE
593,2022,MDMA,DE031,DE,Munich G,7.62,4.87,7.44,19.86,27.78,9.97,4.65,5.71,16.26,11.74,DE212,DE212,"München, Kreisfreie Stadt",141773.14,DE
594,2022,MDMA,DE033,DE,Nuremberg,1.2,1.4,2.99,11.09,18.22,6.91,1.25,1.28,9.8,6.15,DE254,DE254,"Nürnberg, Kreisfreie Stadt",35726.29,DE
595,2022,MDMA,DK003,DK,Copenhagen,11.02,10.1,15.27,48.16,66.67,38.81,14.69,11.94,42.23,29.25,DK011,DK011,Byen København,94306.63,DK
596,2022,MDMA,EE005,EE,Tallinn,11.74,10.94,20.02,32.52,38.98,33.83,19.56,14.08,31.33,23.94,EE001,EE001,Põhja-Eesti,22098.58,EE
597,2022,MDMA,ES001,ES,Barcelona,26.86,20.98,24.4,69.71,87.85,49.11,39.77,29.2,57.77,45.53,ES511,ES511,Barcelona,191251.4,ES
598,2022,MDMA,ES002,ES,Castellon,12.65,17.74,25.13,14.1,32.28,34.19,27.17,19.19,26.42,23.32,ES522,ES522,Castellón/Castelló,17356.0,ES
599,2022,MDMA,ES004,ES,Lleida,10.45,5.92,6.31,17.02,45.71,23.81,12.41,9.59,23.21,17.38,ES513,ES513,Lleida,13789.9,ES
600,2022,MDMA,ES007,ES,Santiago,11.37,18.85,38.43,49.6,53.55,27.4,13.71,14.64,42.24,30.41,ES114,ES114,Pontevedra,23720.7,ES
601,2022,MDMA,FI002,FI,Helsinki,9.74,12.07,10.95,26.34,40.01,15.3,9.19,10.33,23.15,17.66,FI1B1,FI1B1,Helsinki-Uusimaa,104117.05,FI
602,2022,MDMA,FI007,FI,Kajaani,1.33,0.9,1.05,1.51,0.94,0.51,0.5,0.91,1.0,0.96,FI1D8,FI1D8,Kainuu,2987.55,FI
603,2022,MDMA,FI009,FI,Kokkola,3.27,2.96,1.73,2.4,2.57,2.78,2.25,2.83,2.37,2.57,FI1D5,FI1D5,Keski-Pohjanmaa,2740.23,FI
604,2022,MDMA,FI014,FI,Lappeenranta,6.67,6.0,12.18,20.39,19.88,11.29,7.83,6.83,15.94,12.03,FI1C5,FI1C5,Etelä-Karjala,5491.9,FI
605,2022,MDMA,FI015,FI,Mariehamn,0.4,0.2,2.35,6.0,5.06,4.23,3.67,1.42,4.41,3.13,FI200,FI200,Åland,1484.72,FI
606,2022,MDMA,FI017,FI,Oulu,11.13,7.55,6.33,13.02,14.53,10.69,7.07,8.58,11.14,10.05,FI1D9,FI1D9,Pohjois-Pohjanmaa,17331.18,FI
607,2022,MDMA,FI019,FI,Pori,2.72,2.25,4.49,6.17,4.09,3.3,2.29,2.42,4.51,3.62,FI196,FI196,Satakunta,9063.63,FI
608,2022,MDMA,FI022,FI,Rovaniemi,4.3,6.8,4.3,5.11,8.19,5.67,2.94,4.68,5.82,5.33,FI1D7,FI1D7,Lappi,8219.84,FI
609,2022,MDMA,FI027,FI,Turku,7.46,6.23,7.06,12.19,17.46,10.7,6.61,6.77,11.85,9.67,FI1C1,FI1C1,Varsinais-Suomi,21613.52,FI
610,2022,MDMA,GR001,EL,Athens,0.47,3.23,2.25,2.39,2.77,2.85,2.79,2.16,2.56,2.39,EL303,EL303,Kentrikos Tomeas Athinon,34867.64,EL
611,2022,MDMA,HR002,HR,Zagreb,16.68,10.06,65.18,43.48,10.52,24.44,17.67,14.8,35.9,26.86,HR050,HR050,Grad Zagreb,22314.5,HR
612,2022,MDMA,IT002,IT,Bozen,1.93,3.0,2.19,6.43,5.35,2.91,1.95,2.29,4.22,3.39,ITH10,ITH10,Bolzano-Bozen,29801.65,IT
613,2022,MDMA,LT001,LT,Kaunas,7.42,6.16,6.13,20.83,32.81,21.26,10.7,8.09,20.26,15.04,LT022,LT022,Kauno apskritis,13638.0,LT
614,2022,MDMA,LT002,LT,Klaipeda,5.92,4.92,4.48,5.06,11.51,12.98,8.4,6.41,8.51,7.61,LT023,LT023,Klaipėdos apskritis,6963.69,LT
615,2022,MDMA,LT003,LT,Vilnius,10.71,10.2,11.13,50.88,76.41,36.71,18.0,12.97,43.78,30.58,LT011,LT011,Vilniaus apskritis,29383.3,LT
616,2022,MDMA,NL001,NL,Amsterdam,108.87,82.9,112.13,181.26,308.23,305.84,176.98,122.92,226.87,182.32,NL321,NL321,Kop van Noord-Holland,14221.82,NL
617,2022,MDMA,NL002,NL,Eindhoven,59.08,40.56,45.92,75.35,156.46,113.61,76.1,58.58,97.83,81.01,NL414,NL414,Zuidoost-Noord-Brabant,53257.42,NL
618,2022,MDMA,PT003,PT,Porto,13.95,8.26,7.07,19.01,31.49,24.42,11.69,11.3,20.5,16.56,PT11A,PT11A,Área Metropolitana do Porto,39710.8,PT
619,2022,MDMA,SI002,SI,Koper,1.86,1.31,1.64,6.97,12.43,4.72,4.01,2.39,6.44,4.71,SI044,SI044,Obalno-kraška,3088.18,SI
620,2022,MDMA,SI003,SI,Kranj,4.91,3.12,4.42,38.29,16.8,6.06,3.79,3.94,16.39,11.06,SI042,SI042,Gorenjska,4978.57,SI
621,2022,MDMA,SI004,SI,Ljubljana,9.76,8.58,10.42,29.36,36.34,17.2,15.18,11.17,23.33,18.12,SI041,SI041,Osrednjeslovenska,21835.4,SI
622,2022,MDMA,SI005,SI,Maribor,16.06,12.92,7.44,14.66,18.51,14.47,12.44,13.81,13.77,13.79,SI032,SI032,Podravska,7208.57,SI
623,2022,MDMA,SI007,SI,Novo mesto,2.3,1.59,3.2,2.4,2.79,4.64,3.71,2.53,3.26,2.95,SI037,SI037,Jugovzhodna Slovenija,3706.99,SI
624,2022,MDMA,SI008,SI,Velenje,5.6,5.88,6.96,14.32,11.99,12.12,6.28,5.92,11.35,9.02,SI034,SI034,Savinjska,6211.17,SI
625,2022,MDMA,SK002,SK,Bratislava C,4.55,6.84,23.72,24.61,12.44,7.12,6.18,5.86,16.97,12.21,SK010,SK010,Bratislavský kraj,31154.93,SK
626,2022,MDMA,SK004,SK,Piestany,3.26,0.45,0.52,7.33,4.9,0.48,0.47,1.39,3.31,2.49,SK021,SK021,Trnavský kraj,11750.74,SK
627,2022,MDMA,TR001,TR,Adana,7.96,6.96,6.36,8.83,12.7,8.42,8.17,7.69,9.08,8.48,TR621,TR621,Adana,18223.68,TR
628,2022,MDMA,TR004,TR,Istanbul (II-VII),4.87,6.12,3.81,6.57,8.94,9.55,5.6,5.53,7.22,6.49,TR100,TR100,İstanbul,261252.96,TR
629,2022,amphetamine,AT001,AT,Graz,24.0,20.9,24.22,27.86,28.27,23.8,22.2,22.37,26.03,24.46,AT221,AT221,Graz,26289.0,AT
630,2022,amphetamine,AT006,AT,Innsbruck,10.18,9.8,11.7,16.02,14.86,13.35,19.45,13.14,13.98,13.62,AT332,AT332,Innsbruck,16374.56,AT
631,2022,amphetamine,AT007,AT,Kapfenberg,32.16,28.14,30.94,21.49,21.35,23.8,12.96,24.42,24.4,24.41,AT224,AT224,Oststeiermark,9870.93,AT
632,2022,amphetamine,AT008,AT,Klagenfurt,6.74,6.87,12.77,9.57,11.62,7.86,6.65,6.76,10.46,8.87,AT211,AT211,Klagenfurt-Villach,15123.82,AT
633,2022,amphetamine,AT012,AT,Kufstein,9.17,8.31,9.0,10.58,14.45,13.37,17.61,11.7,11.85,11.78,AT335,AT335,Tiroler Unterland,13992.46,AT
634,2022,amphetamine,AT015,AT,Purgstall,29.71,22.69,17.08,43.89,47.43,13.62,35.98,29.46,30.5,30.06,AT121,AT121,Mostviertel-Eisenwurzen,9675.67,AT
635,2022,amphetamine,AT013,AT,Region Millstättersee,1.2,0.93,0.43,1.23,1.25,3.17,3.94,2.02,1.52,1.74,AT212,AT212,Oberkärnten,4418.32,AT
636,2022,amphetamine,AT017,AT,Salzburg,23.92,22.21,22.85,19.55,24.79,23.23,23.31,23.15,22.6,22.84,AT323,AT323,Salzburg und Umgebung,24858.63,AT
637,2022,amphetamine,AT018,AT,Steyr,24.24,19.93,29.36,61.68,40.31,24.56,20.87,21.68,38.98,31.56,AT314,AT314,Steyr-Kirchdorf,7535.69,AT
638,2022,amphetamine,AT005,AT,Wasserverband Hofsteig,14.74,14.87,13.26,17.21,16.21,16.75,14.82,14.81,15.86,15.41,AT342,AT342,Rheintal-Bodenseegebiet,18380.66,AT
639,2022,amphetamine,AT020,AT,Wien,32.4,37.52,43.85,41.01,42.27,39.87,36.73,35.55,41.75,39.09,AT130,AT130,Wien,110821.73,AT
640,2022,amphetamine,AT021,AT,Wiener Neustadt,25.3,29.96,22.24,29.95,31.59,30.28,27.4,27.55,28.51,28.1,AT122,AT122,Niederösterreich-Süd,9355.46,AT
641,2022,amphetamine,AT022,AT,Wildon,17.99,16.53,13.86,16.6,18.23,15.19,15.47,16.66,15.97,16.27,AT225,AT225,West- und Südsteiermark,7049.23,AT
642,2022,amphetamine,BE002,BE,Antwerp Zuid,434.92,790.31,521.83,311.25,425.45,714.6,476.57,567.27,493.28,524.99,BE211,BE211,Arr. Antwerpen,62626.5,BE
643,2022,amphetamine,BE007,BE,Brussels,69.35,65.36,63.07,68.0,208.73,52.55,340.81,158.51,98.09,123.98,BE100,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,96651.18,BE
644,2022,amphetamine,CH002,CH,Basel,40.02,37.96,39.16,56.53,39.21,39.49,68.61,48.87,43.6,45.85,CH033,CH033,Aargau,49305.72,CH
645,2022,amphetamine,CH006,CH,Berne,55.87,55.89,69.79,71.17,64.12,63.36,56.9,56.22,67.11,62.44,CH021,CH021,Bern / Berne,92058.54,CH
646,2022,amphetamine,CH008,CH,Geneva,15.01,16.99,15.17,15.42,25.54,15.8,14.98,15.66,17.98,16.99,CH013,CH013,Genève,63198.57,CH
647,2022,amphetamine,CH018,CH,Zurich,54.6,45.51,51.97,55.36,60.88,49.73,52.79,50.97,54.48,52.98,CH040,CH040,Zürich,169304.45,CH
648,2022,amphetamine,CY005,CY,Nicosia (2),2.27,4.73,3.79,3.31,3.04,3.38,1.78,2.93,3.38,3.19,CY000,CY000,Kýpros,29645.4,CY
649,2022,amphetamine,CZ001,CZ,Brno,21.42,33.03,31.69,28.22,38.98,37.11,43.97,32.81,34.0,33.49,CZ064,CZ064,Jihomoravský kraj,31345.91,CZ
650,2022,amphetamine,CZ003,CZ,Karlovy Vary,50.16,53.07,44.54,63.48,39.98,37.81,37.45,46.89,46.45,46.64,CZ041,CZ041,Karlovarský kraj,4605.18,CZ
651,2022,amphetamine,CZ004,CZ,Ostrava,114.28,82.44,,94.97,96.94,82.12,97.71,98.14,91.34,94.74,CZ080,CZ080,Moravskoslezský kraj,24777.1,CZ
652,2022,amphetamine,CZ006,CZ,Prague (2),77.51,74.37,63.61,75.17,78.28,82.91,69.97,73.95,74.99,74.54,CZ010,CZ010,Hlavní město Praha,79463.73,CZ
653,2022,amphetamine,DE013,DE,Chemnitz,23.22,24.5,35.01,20.59,29.56,37.42,,23.86,30.64,28.38,DE144,DE144,"Ulm, Stadtkreis",12013.02,DE
654,2022,amphetamine,DE014,DE,Dortmund,187.6,211.08,187.81,163.83,213.56,186.86,,199.34,188.02,191.79,DEA52,DEA52,"Dortmund, Kreisfreie Stadt",27737.67,DE
655,2022,amphetamine,DE015,DE,Dresden,29.31,42.24,35.18,43.57,43.22,42.28,41.18,37.58,41.06,39.57,DE142,DE142,"Tübingen, Landkreis",9526.56,DE
656,2022,amphetamine,DE017,DE,Erfurt,71.11,68.45,38.65,63.23,69.34,53.44,33.88,57.81,56.17,56.87,DEG01,DEG01,"Erfurt, Kreisfreie Stadt",10066.9,DE
657,2022,amphetamine,DE028,DE,Magdeburg,113.28,162.88,125.97,147.69,161.06,166.7,150.05,142.07,150.35,146.8,DEE03,DEE03,"Magdeburg, Kreisfreie Stadt",9425.93,DE
658,2022,amphetamine,DE031,DE,Munich G,33.58,28.93,30.07,32.21,39.35,29.91,27.63,30.05,32.89,31.67,DE212,DE212,"München, Kreisfreie Stadt",141773.14,DE
659,2022,amphetamine,DE033,DE,Nuremberg,56.51,50.88,65.17,73.17,68.57,59.61,53.36,53.58,66.63,61.04,DE254,DE254,"Nürnberg, Kreisfreie Stadt",35726.29,DE
660,2022,amphetamine,DK003,DK,Copenhagen,63.67,61.03,72.96,80.27,76.94,69.48,69.76,64.82,74.91,70.59,DK011,DK011,Byen København,94306.63,DK
661,2022,amphetamine,EE005,EE,Tallinn,101.23,87.72,136.98,79.79,91.73,103.73,125.42,104.79,103.06,103.8,EE001,EE001,Põhja-Eesti,22098.58,EE
662,2022,amphetamine,ES001,ES,Barcelona,13.3,12.82,25.05,29.29,33.64,30.56,28.91,18.34,29.64,24.8,ES511,ES511,Barcelona,191251.4,ES
663,2022,amphetamine,ES002,ES,Castellon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES522,ES522,Castellón/Castelló,17356.0,ES
664,2022,amphetamine,ES004,ES,Lleida,20.56,19.84,21.14,35.43,37.28,25.44,19.12,19.84,29.83,25.55,ES513,ES513,Lleida,13789.9,ES
665,2022,amphetamine,ES007,ES,Santiago,7.58,10.28,11.93,2.16,8.52,8.18,9.79,9.22,7.69,8.35,ES114,ES114,Pontevedra,23720.7,ES
666,2022,amphetamine,ES008,ES,Tarragona,51.64,62.12,56.43,58.21,66.45,54.28,55.49,56.42,58.84,57.8,ES514,ES514,Tarragona,27455.6,ES
667,2022,amphetamine,FI002,FI,Helsinki,129.47,138.43,143.54,177.12,183.42,136.28,135.47,134.46,160.09,149.1,FI1B1,FI1B1,Helsinki-Uusimaa,104117.05,FI
668,2022,amphetamine,FI007,FI,Kajaani,84.13,82.1,93.12,100.99,76.09,55.28,53.62,73.28,81.37,77.91,FI1D8,FI1D8,Kainuu,2987.55,FI
669,2022,amphetamine,FI009,FI,Kokkola,64.91,53.58,55.27,63.18,60.42,67.13,62.97,60.48,61.5,61.06,FI1D5,FI1D5,Keski-Pohjanmaa,2740.23,FI
670,2022,amphetamine,FI014,FI,Lappeenranta,125.38,137.08,135.92,161.57,137.0,112.23,113.23,125.23,136.68,131.77,FI1C5,FI1C5,Etelä-Karjala,5491.9,FI
671,2022,amphetamine,FI015,FI,Mariehamn,58.71,61.5,60.81,89.94,78.75,64.57,54.57,58.26,73.52,66.98,FI200,FI200,Åland,1484.72,FI
672,2022,amphetamine,FI017,FI,Oulu,48.5,36.56,45.22,50.34,64.48,48.83,55.92,46.99,52.22,49.98,FI1D9,FI1D9,Pohjois-Pohjanmaa,17331.18,FI
673,2022,amphetamine,FI019,FI,Pori,53.91,61.43,65.36,63.46,62.27,61.3,59.23,58.19,63.1,60.99,FI196,FI196,Satakunta,9063.63,FI
674,2022,amphetamine,FI022,FI,Rovaniemi,72.75,76.02,82.57,91.98,98.53,70.18,60.12,69.63,85.82,78.88,FI1D7,FI1D7,Lappi,8219.84,FI
675,2022,amphetamine,FI027,FI,Turku,66.18,68.55,67.91,74.21,79.6,59.49,62.76,65.83,70.3,68.39,FI1C1,FI1C1,Varsinais-Suomi,21613.52,FI
676,2022,amphetamine,GR001,EL,Athens,4.89,3.61,4.12,6.25,5.34,4.75,5.58,4.69,5.11,4.93,EL303,EL303,Kentrikos Tomeas Athinon,34867.64,EL
677,2022,amphetamine,HR002,HR,Zagreb,85.47,62.52,156.14,105.15,110.94,104.08,74.33,74.11,119.08,99.81,HR050,HR050,Grad Zagreb,22314.5,HR
678,2022,amphetamine,IT002,IT,Bozen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITH10,ITH10,Bolzano-Bozen,29801.65,IT
679,2022,amphetamine,IT003,IT,Milan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITC4C,ITC4C,Milano,214395.43,IT
680,2022,amphetamine,LT001,LT,Kaunas,94.91,624.52,119.94,105.02,126.75,94.86,41.41,253.61,111.64,172.49,LT022,LT022,Kauno apskritis,13638.0,LT
681,2022,amphetamine,LT002,LT,Klaipeda,9.9,12.48,13.88,9.08,10.67,13.21,9.7,10.69,11.71,11.28,LT023,LT023,Klaipėdos apskritis,6963.69,LT
682,2022,amphetamine,LT003,LT,Vilnius,70.67,80.0,79.77,106.28,85.79,74.01,68.37,73.02,86.47,80.7,LT011,LT011,Vilniaus apskritis,29383.3,LT
683,2022,amphetamine,NL001,NL,Amsterdam,137.44,122.94,127.27,128.67,157.85,139.21,228.24,162.87,138.25,148.8,NL321,NL321,Kop van Noord-Holland,14221.82,NL
684,2022,amphetamine,PL003,PL,Krakow P,26.8,45.8,34.82,42.0,37.89,39.59,31.86,34.82,38.57,36.97,PL213,PL213,Miasto Kraków,22985.16,PL
685,2022,amphetamine,PT003,PT,Porto,7.59,6.81,5.44,4.55,9.08,6.8,10.57,8.32,6.47,7.26,PT11A,PT11A,Área Metropolitana do Porto,39710.8,PT
686,2022,amphetamine,SI002,SI,Koper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI044,SI044,Obalno-kraška,3088.18,SI
687,2022,amphetamine,SI003,SI,Kranj,4.67,4.08,4.05,9.57,9.24,6.36,5.1,4.62,7.31,6.15,SI042,SI042,Gorenjska,4978.57,SI
688,2022,amphetamine,SI004,SI,Ljubljana,16.52,19.58,16.07,17.42,17.5,28.36,21.17,19.09,19.84,19.52,SI041,SI041,Osrednjeslovenska,21835.4,SI
689,2022,amphetamine,SI005,SI,Maribor,19.95,19.54,19.84,27.85,20.6,19.35,14.57,18.02,21.91,20.24,SI032,SI032,Podravska,7208.57,SI
690,2022,amphetamine,SI007,SI,Novo mesto,0.21,0.21,0.22,0.22,17.6,11.17,7.85,2.75,7.3,5.35,SI037,SI037,Jugovzhodna Slovenija,3706.99,SI
691,2022,amphetamine,SI008,SI,Velenje,60.41,57.26,58.13,68.62,68.86,90.06,53.04,56.91,71.42,65.2,SI034,SI034,Savinjska,6211.17,SI
